0.00000000000000000000e+00	2.23886579275131225586e-01	1.67886823415756225586e-01	1.64327993988990783691e-01	9.55781191587448120117e-02	1.23151160776615142822e-01	9.34674814343452453613e-02	2.05365389585494995117e-01	1.75607338547706604004e-01	7.92392119765281677246e-02	9.54663604497909545898e-02	1.27496108412742614746e-01	7.68874138593673706055e-02	1.01601257920265197754e-01	1.09244510531425476074e-01	1.32536157965660095215e-01	1.35583594441413879395e-01	1.46590366959571838379e-01	1.44160345196723937988e-01	1.07380121946334838867e-01	1.54356479644775390625e-01	1.31004944443702697754e-01	9.39891040325164794922e-02	1.40778452157974243164e-01	1.34885266423225402832e-01	1.54717996716499328613e-01	1.64529517292976379395e-01	1.61862537264823913574e-01	1.46189853549003601074e-01	1.63440600037574768066e-01	1.41710624098777770996e-01	1.63784876465797424316e-01	1.25642895698547363281e-01	1.89721480011940002441e-01	1.40932455658912658691e-01	1.23985886573791503906e-01	1.22560203075408935547e-01	1.03661119937896728516e-01	1.09733551740646362305e-01	1.03188663721084594727e-01	7.71710574626922607422e-02	9.85534191131591796875e-02	8.38918387889862060547e-02	1.28357693552970886230e-01	1.64528295397758483887e-01	1.08282983303070068359e-01	1.66985347867012023926e-01	1.74875289201736450195e-01	1.56247273087501525879e-01	1.44596680998802185059e-01	1.42371013760566711426e-01	1.54184132814407348633e-01	1.91820055246353149414e-01	1.27482593059539794922e-01	1.71856716275215148926e-01	1.48727059364318847656e-01	8.35325196385383605957e-02	1.24818131327629089355e-01	1.74056649208068847656e-01	7.97963589429855346680e-02	1.37740179896354675293e-01	1.09381154179573059082e-01	1.21463119983673095703e-01	1.44446760416030883789e-01	1.07491843402385711670e-01	1.25656321644783020020e-01	1.49134188890457153320e-01	1.79538652300834655762e-01	1.98561400175094604492e-01	1.93530887365341186523e-01	
2.23886579275131225586e-01	0.00000000000000000000e+00	2.80830860137939453125e-01	2.86841452121734619141e-01	1.14524349570274353027e-01	1.09606973826885223389e-01	1.20024636387825012207e-01	1.76246330142021179199e-01	1.76367685198783874512e-01	5.74040561914443969727e-02	1.23362407088279724121e-01	2.46859952807426452637e-01	1.73433795571327209473e-01	1.99018046259880065918e-01	2.21992596983909606934e-01	1.38967916369438171387e-01	1.26181766390800476074e-01	9.54786986112594604492e-02	1.76640734076499938965e-01	1.32436797022819519043e-01	1.21171131730079650879e-01	1.86249390244483947754e-01	1.54424473643302917480e-01	1.67933717370033264160e-01	2.22922429442405700684e-01	1.49504706263542175293e-01	1.75027295947074890137e-01	1.23866394162178039551e-01	1.88144609332084655762e-01	1.37541905045509338379e-01	1.74087181687355041504e-01	1.40705153346061706543e-01	1.64435729384422302246e-01	1.67652741074562072754e-01	1.23396471142768859863e-01	1.40281692147254943848e-01	1.74958422780036926270e-01	1.71072408556938171387e-01	9.43358391523361206055e-02	1.53534635901451110840e-01	1.02855369448661804199e-01	1.71540215611457824707e-01	8.89672189950942993164e-02	6.79812282323837280273e-02	1.88543483614921569824e-01	1.37064948678016662598e-01	1.38051673769950866699e-01	1.27757072448730468750e-01	9.46052521467208862305e-02	1.61242350935935974121e-01	1.74968764185905456543e-01	1.30116626620292663574e-01	2.67827033996582031250e-01	1.05484321713447570801e-01	1.18055269122123718262e-01	1.12611040472984313965e-01	9.54445749521255493164e-02	7.97390192747116088867e-02	1.48568555712699890137e-01	1.07323542237281799316e-01	1.28178656101226806641e-01	6.08019977807998657227e-02	6.25396221876144409180e-02	0.00000000000000000000e+00	2.27181166410446166992e-02	4.99559193849563598633e-02	6.56329989433288574219e-02	1.13754183053970336914e-01	1.68118968605995178223e-01	1.25139787793159484863e-01	
1.67886883020401000977e-01	2.80830919742584228516e-01	0.00000000000000000000e+00	2.78982877731323242188e-01	2.49303922057151794434e-01	9.99620109796524047852e-02	1.26750811934471130371e-01	1.81348428130149841309e-01	2.29521557688713073730e-01	1.95543274283409118652e-01	1.64312288165092468262e-01	1.63852199912071228027e-01	8.83937329053878784180e-02	1.59052118659019470215e-01	1.35562762618064880371e-01	1.64935633540153503418e-01	1.80353447794914245605e-01	1.42024621367454528809e-01	2.15532824397087097168e-01	1.71331211924552917480e-01	1.49194404482841491699e-01	1.71628519892692565918e-01	1.45362123847007751465e-01	9.64476913213729858398e-02	1.41880556941032409668e-01	1.50333926081657409668e-01	1.49158224463462829590e-01	1.24817296862602233887e-01	2.14535519480705261230e-01	1.58271774649620056152e-01	1.77723690867424011230e-01	1.45826980471611022949e-01	1.60021945834159851074e-01	1.26728042960166931152e-01	1.58978030085563659668e-01	2.05549046397209167480e-01	1.28665313124656677246e-01	8.73425453901290893555e-02	1.92857190966606140137e-01	1.26008257269859313965e-01	1.98429509997367858887e-01	4.92449253797531127930e-02	1.53041914105415344238e-01	7.44185298681259155273e-02	1.42533704638481140137e-01	1.05463519692420959473e-01	1.42641931772232055664e-01	1.18371337652206420898e-01	1.69927164912223815918e-01	9.47896093130111694336e-02	1.44396468997001647949e-01	1.23702153563499450684e-01	1.26226112246513366699e-01	1.32217630743980407715e-01	1.14392921328544616699e-01	1.54131874442100524902e-01	1.29802957177162170410e-01	1.83588609099388122559e-01	1.23414382338523864746e-01	1.19955405592918395996e-01	9.66685414314270019531e-02	7.62984603643417358398e-02	8.96581560373306274414e-02	1.04289576411247253418e-01	9.47639793157577514648e-02	1.29170492291450500488e-01	6.24419599771499633789e-02	8.43272209167480468750e-02	8.02989155054092407227e-02	1.04291819036006927490e-01	
1.64328023791313171387e-01	2.86841511726379394531e-01	2.78982877731323242188e-01	0.00000000000000000000e+00	1.39067813754081726074e-01	1.64567545056343078613e-01	1.24373540282249450684e-01	2.16856464743614196777e-01	2.43405804038047790527e-01	1.60412475466728210449e-01	1.99093982577323913574e-01	1.85416683554649353027e-01	1.37968346476554870605e-01	1.78671166300773620605e-01	1.67457208037376403809e-01	1.56830534338951110840e-01	2.17833384871482849121e-01	1.49712949991226196289e-01	2.71382927894592285156e-01	1.33570179343223571777e-01	1.77809461951255798340e-01	6.56169801950454711914e-02	1.59038886427879333496e-01	1.80989548563957214355e-01	1.35687038302421569824e-01	1.30264207720756530762e-01	9.05557721853256225586e-02	7.18362182378768920898e-02	1.30477234721183776855e-01	1.01571246981620788574e-01	7.92255252599716186523e-02	1.45013019442558288574e-01	1.56360074877738952637e-01	1.63671001791954040527e-01	1.10710904002189636230e-01	1.06007978320121765137e-01	1.89683839678764343262e-01	1.44212827086448669434e-01	9.87841337919235229492e-02	1.12840995192527770996e-01	1.10107704997062683105e-01	4.27338927984237670898e-02	1.39837428927421569824e-01	1.18235275149345397949e-01	2.71371960639953613281e-01	9.55865234136581420898e-02	1.28821313381195068359e-01	1.42552092671394348145e-01	1.74969360232353210449e-01	2.00247153639793395996e-01	2.85270929336547851562e-01	1.28425285220146179199e-01	9.42095965147018432617e-02	1.43195793032646179199e-01	1.68734416365623474121e-01	1.18459746241569519043e-01	1.14353552460670471191e-01	1.37263163924217224121e-01	1.03547200560569763184e-01	1.13367214798927307129e-01	1.07487767934799194336e-01	1.06362327933311462402e-01	7.44734853506088256836e-02	6.74500912427902221680e-02	1.45488902926445007324e-01	1.22982040047645568848e-01	9.67360287904739379883e-02	9.07758176326751708984e-02	1.09966173768043518066e-01	8.84650349617004394531e-02	
9.55781042575836181641e-02	1.14524379372596740723e-01	2.49303981661796569824e-01	1.39067634940147399902e-01	0.00000000000000000000e+00	1.57275900244712829590e-01	1.92583575844764709473e-01	2.15701803565025329590e-01	1.65889307856559753418e-01	1.74113020300865173340e-01	2.02995583415031433105e-01	1.87740847468376159668e-01	3.05931746959686279297e-01	2.28683039546012878418e-01	1.94242581725120544434e-01	2.43012771010398864746e-01	8.17680209875106811523e-02	1.05758219957351684570e-01	1.10137507319450378418e-01	1.65613219141960144043e-01	1.63441702723503112793e-01	2.41605624556541442871e-01	1.70606240630149841309e-01	1.50414571166038513184e-01	1.19389399886131286621e-01	1.29741832613945007324e-01	5.46774119138717651367e-02	1.35491833090782165527e-01	1.16186305880546569824e-01	1.64184436202049255371e-01	1.60725221037864685059e-01	1.08284935355186462402e-01	1.00609228014945983887e-01	1.17107495665550231934e-01	1.82543680071830749512e-01	8.69015902280807495117e-02	9.35882776975631713867e-02	1.34509012103080749512e-01	7.29499310255050659180e-02	2.01797291636466979980e-01	2.22953245043754577637e-01	1.98284044861793518066e-01	1.03864684700965881348e-01	1.69527575373649597168e-01	7.28324502706527709961e-02	1.42685994505882263184e-01	1.16748556494712829590e-01	9.87270027399063110352e-02	1.47704467177391052246e-01	1.34741887450218200684e-01	1.48600503802299499512e-01	9.02635306119918823242e-02	1.27676263451576232910e-01	1.44330188632011413574e-01	1.15148648619651794434e-01	2.23526880145072937012e-01	2.19399675726890563965e-01	1.61531075835227966309e-01	1.10748454928398132324e-01	1.05059906840324401855e-01	9.68560874462127685547e-02	1.21582671999931335449e-01	7.79945999383926391602e-02	1.13248959183692932129e-01	1.36498227715492248535e-01	9.50871855020523071289e-02	1.12458169460296630859e-01	6.80199116468429565430e-02	9.75399985909461975098e-02	7.06128031015396118164e-02	
1.23151153326034545898e-01	1.09606966376304626465e-01	9.99620854854583740234e-02	1.64567470550537109375e-01	1.57275930047035217285e-01	0.00000000000000000000e+00	3.67265820503234863281e-01	1.35754898190498352051e-01	1.24673411250114440918e-01	2.44726806879043579102e-01	1.49499580264091491699e-01	1.08193069696426391602e-01	1.34123995900154113770e-01	1.88476592302322387695e-01	1.51033490896224975586e-01	1.14544659852981567383e-01	1.64293378591537475586e-01	2.80457675457000732422e-01	1.15672916173934936523e-01	1.48356691002845764160e-01	9.22244340181350708008e-02	1.00117087364196777344e-01	1.31011605262756347656e-01	1.49805843830108642578e-01	1.24872356653213500977e-01	1.38768136501312255859e-01	1.07339397072792053223e-01	1.05742767453193664551e-01	1.39399945735931396484e-01	1.01078405976295471191e-01	1.22297793626785278320e-01	9.35748070478439331055e-02	1.29711538553237915039e-01	1.09087869524955749512e-01	1.07599571347236633301e-01	9.15013700723648071289e-02	1.28449499607086181641e-01	1.24100565910339355469e-01	9.97899323701858520508e-02	1.41960188746452331543e-01	1.13513886928558349609e-01	1.22164919972419738770e-01	1.19982853531837463379e-01	6.75586909055709838867e-02	8.99292826652526855469e-02	1.49506822228431701660e-01	1.68382108211517333984e-01	1.53405487537384033203e-01	9.60949659347534179688e-02	1.07380092144012451172e-01	1.17450460791587829590e-01	2.01575219631195068359e-01	1.18857860565185546875e-01	5.43490573763847351074e-02	9.37471091747283935547e-02	1.03322997689247131348e-01	1.29885688424110412598e-01	7.60662406682968139648e-02	8.72610658407211303711e-02	1.26824408769607543945e-01	2.09616035223007202148e-01	1.13523229956626892090e-01	1.28819540143013000488e-01	1.75386756658554077148e-01	1.51820644736289978027e-01	1.40753030776977539062e-01	2.11521327495574951172e-01	1.86137944459915161133e-01	2.09654659032821655273e-01	1.71774372458457946777e-01	
9.34674963355064392090e-02	1.20024636387825012207e-01	1.26750871539115905762e-01	1.24373599886894226074e-01	1.92583397030830383301e-01	3.67265760898590087891e-01	0.00000000000000000000e+00	1.60279557108879089355e-01	1.83640345931053161621e-01	1.89474806189537048340e-01	2.37423732876777648926e-01	1.27704516053199768066e-01	1.67973235249519348145e-01	1.40455707907676696777e-01	1.20167508721351623535e-01	1.09531298279762268066e-01	2.17249318957328796387e-01	1.67084351181983947754e-01	7.14351981878280639648e-02	1.09748169779777526855e-01	1.27013966441154479980e-01	1.68291673064231872559e-01	1.02550253272056579590e-01	9.43114012479782104492e-02	1.27449616789817810059e-01	1.40302941203117370605e-01	2.35005989670753479004e-01	1.39929816126823425293e-01	9.33651179075241088867e-02	1.40671238303184509277e-01	1.13485112786293029785e-01	1.26417592167854309082e-01	1.20381757616996765137e-01	1.00241228938102722168e-01	9.72301810979843139648e-02	6.38129562139511108398e-02	1.06838122010231018066e-01	1.48413136601448059082e-01	1.26991674304008483887e-01	1.69884338974952697754e-01	1.10248044133186340332e-01	1.27006992697715759277e-01	1.42842188477516174316e-01	9.71975475549697875977e-02	7.24367350339889526367e-02	1.36306568980216979980e-01	1.31110399961471557617e-01	1.37403056025505065918e-01	1.05767324566841125488e-01	1.90196529030799865723e-01	7.01996535062789916992e-02	1.24227434396743774414e-01	1.31833598017692565918e-01	1.01566538214683532715e-01	7.39458948373794555664e-02	9.94753688573837280273e-02	1.51259854435920715332e-01	9.65531915426254272461e-02	1.30410566926002502441e-01	1.46784976124763488770e-01	1.22469350695610046387e-01	1.50915428996086120605e-01	1.81235656142234802246e-01	2.21848502755165100098e-01	1.31657376885414123535e-01	1.18396177887916564941e-01	1.63655176758766174316e-01	1.83087781071662902832e-01	1.72680899500846862793e-01	1.65727138519287109375e-01	
2.05365389585494995117e-01	1.76246389746665954590e-01	1.81348308920860290527e-01	2.16856345534324645996e-01	2.15701863169670104980e-01	1.35754883289337158203e-01	1.60279586911201477051e-01	0.00000000000000000000e+00	2.63654708862304687500e-01	1.22681602835655212402e-01	1.40152797102928161621e-01	2.35518202185630798340e-01	1.49901673197746276855e-01	2.18284174799919128418e-01	1.96958526968955993652e-01	2.53589570522308349609e-01	2.37547799944877624512e-01	9.42227989435195922852e-02	1.84652671217918395996e-01	1.04619309306144714355e-01	1.09176203608512878418e-01	1.05731889605522155762e-01	2.50774562358856201172e-01	1.77539691329002380371e-01	1.45865723490715026855e-01	2.20928415656089782715e-01	2.01516076922416687012e-01	1.35241195559501647949e-01	1.31586953997611999512e-01	1.44444152712821960449e-01	1.74042984843254089355e-01	1.37442693114280700684e-01	1.11791774630546569824e-01	1.47265657782554626465e-01	1.33591338992118835449e-01	1.85471937060356140137e-01	6.90334886312484741211e-02	9.09665077924728393555e-02	1.97212979197502136230e-01	9.86571758985519409180e-02	1.42407223582267761230e-01	1.48720785975456237793e-01	7.45819360017776489258e-02	1.00537344813346862793e-01	1.27307578921318054199e-01	9.30054038763046264648e-02	1.33378535509109497070e-01	1.52279108762741088867e-01	1.07145592570304870605e-01	7.69319981336593627930e-02	1.27273425459861755371e-01	1.35450541973114013672e-01	8.82895439863204956055e-02	5.67444413900375366211e-02	2.18610271811485290527e-01	1.33143350481986999512e-01	1.12438395619392395020e-01	1.20882555842399597168e-01	1.24605700373649597168e-01	1.48784980177879333496e-01	1.35915964841842651367e-01	1.09265968203544616699e-01	7.90339261293411254883e-02	1.58807680010795593262e-01	7.18543380498886108398e-02	1.01934805512428283691e-01	1.35169640183448791504e-01	1.22186586260795593262e-01	1.29139333963394165039e-01	1.26150548458099365234e-01	
1.75607398152351379395e-01	1.76367625594139099121e-01	2.29521319270133972168e-01	2.43405744433403015137e-01	1.65889307856559753418e-01	1.24673321843147277832e-01	1.83640614151954650879e-01	2.63655006885528564453e-01	0.00000000000000000000e+00	1.03845939040184020996e-01	1.72965034842491149902e-01	1.75068780779838562012e-01	1.92589029669761657715e-01	1.33514210581779479980e-01	2.38309726119041442871e-01	2.69572377204895019531e-01	1.91572472453117370605e-01	8.78291726112365722656e-02	2.20149382948875427246e-01	1.82648763060569763184e-01	1.64819821715354919434e-01	1.41884788870811462402e-01	1.19747564196586608887e-01	1.94523558020591735840e-01	1.85887083411216735840e-01	2.20629498362541198730e-01	2.23093435168266296387e-01	1.78276166319847106934e-01	1.00275382399559020996e-01	1.76576897501945495605e-01	1.56992837786674499512e-01	1.73984214663505554199e-01	9.92119759321212768555e-02	1.77803501486778259277e-01	1.33685573935508728027e-01	1.66430696845054626465e-01	1.43233820796012878418e-01	1.16170331835746765137e-01	8.77904146909713745117e-02	1.49943038821220397949e-01	9.19233411550521850586e-02	1.47775337100028991699e-01	1.20884761214256286621e-01	1.27305254340171813965e-01	1.21060773730278015137e-01	6.35036677122116088867e-02	1.27592712640762329102e-01	1.32585242390632629395e-01	1.58411309123039245605e-01	7.97492116689682006836e-02	1.58208295702934265137e-01	1.26751109957695007324e-01	5.21616786718368530273e-02	1.88022539019584655762e-01	1.16388127207756042480e-01	1.06750175356864929199e-01	8.15561562776565551758e-02	1.23736724257469177246e-01	1.88956663012504577637e-01	7.73955732583999633789e-02	1.19552850723266601562e-01	1.68080553412437438965e-01	7.44251459836959838867e-02	1.01670101284980773926e-01	7.80872553586959838867e-02	9.39818769693374633789e-02	1.15859165787696838379e-01	9.71601009368896484375e-02	1.09745964407920837402e-01	1.01379781961441040039e-01	
7.92391896247863769531e-02	5.74039071798324584961e-02	1.95543184876441955566e-01	1.60412505269050598145e-01	1.74112960696220397949e-01	2.44726836681365966797e-01	1.89474746584892272949e-01	1.22681573033332824707e-01	1.03845790028572082520e-01	0.00000000000000000000e+00	2.77455449104309082031e-01	1.61924496293067932129e-01	1.83821335434913635254e-01	2.06051364541053771973e-01	1.00074693560600280762e-01	1.73943981528282165527e-01	1.96853592991828918457e-01	2.06106483936309814453e-01	1.23009786009788513184e-01	1.79299995303153991699e-01	1.25665739178657531738e-01	1.69023022055625915527e-01	1.58378347754478454590e-01	1.17154136300086975098e-01	1.35709628462791442871e-01	1.29619404673576354980e-01	1.02440223097801208496e-01	1.00603714585304260254e-01	1.65233477950096130371e-01	9.11819189786911010742e-02	1.16409197449684143066e-01	9.77632254362106323242e-02	1.52982309460639953613e-01	1.54416814446449279785e-01	1.13393262028694152832e-01	8.49253982305526733398e-02	1.36535659432411193848e-01	1.41490980982780456543e-01	1.07421770691871643066e-01	1.36407867074012756348e-01	4.43779677152633666992e-02	1.76050618290901184082e-01	1.59773364663124084473e-01	1.12103894352912902832e-01	1.92445293068885803223e-01	1.79634287953376770020e-01	1.40760347247123718262e-01	1.25570327043533325195e-01	5.39239495992660522461e-02	1.05055853724479675293e-01	1.02227315306663513184e-01	1.70763909816741943359e-01	1.03009536862373352051e-01	1.39061287045478820801e-01	6.15675896406173706055e-02	1.43232598900794982910e-01	1.33616939187049865723e-01	1.13740012049674987793e-01	7.94539600610733032227e-02	2.28091195225715637207e-01	1.43701344728469848633e-01	5.08438199758529663086e-02	1.35968372225761413574e-01	1.02153673768043518066e-01	1.40636399388313293457e-01	1.15687385201454162598e-01	1.69892430305480957031e-01	1.38865604996681213379e-01	1.62788867950439453125e-01	1.54224961996078491211e-01	
