0.00000000000000000000e+00	6.73945620656013488770e-02	1.23475819826126098633e-01	1.54511600732803344727e-01	8.91353189945220947266e-02	6.66809976100921630859e-02	1.92880302667617797852e-01	2.94096767902374267578e-02	5.56427836418151855469e-02	6.81987702846527099609e-02	7.90569484233856201172e-02	1.52341067790985107422e-01	1.57929092645645141602e-01	1.35479390621185302734e-01	1.56590372323989868164e-01	5.47542423009872436523e-02	4.97712194919586181641e-02	1.00964754819869995117e-01	1.27702087163925170898e-01	1.26845166087150573730e-01	1.11353039741516113281e-01	6.06562197208404541016e-02	1.54450565576553344727e-01	3.56603413820266723633e-02	1.08854144811630249023e-01	1.37071222066879272461e-01	1.42717719078063964844e-01	1.23694628477096557617e-01	1.99101448059082031250e-01	3.29724699258804321289e-02	6.64918273687362670898e-02	7.45358765125274658203e-02	1.17462813854217529297e-01	1.39217227697372436523e-01	8.14366936683654785156e-02	
6.73946216702461242676e-02	0.00000000000000000000e+00	9.46865528821945190430e-02	1.14792346954345703125e-01	7.53894820809364318848e-02	9.33929085731506347656e-02	1.27868264913558959961e-01	6.60396069288253784180e-02	2.08569020032882690430e-01	7.39333480596542358398e-02	8.18454921245574951172e-02	6.56104758381843566895e-02	5.87945431470870971680e-02	1.07956066727638244629e-01	9.72471982240676879883e-02	2.06463754177093505859e-01	1.69575884938240051270e-01	7.29982182383537292480e-02	7.11963772773742675781e-02	7.03291669487953186035e-02	7.18154907226562500000e-02	7.12968483567237854004e-02	7.23270028829574584961e-02	1.47123992443084716797e-01	5.47089278697967529297e-02	9.18431580066680908203e-02	7.44678452610969543457e-02	7.82090798020362854004e-02	5.42281940579414367676e-02	9.44931656122207641602e-02	1.35984376072883605957e-01	9.53811556100845336914e-02	1.00706756114959716797e-01	8.44169557094573974609e-02	9.96392220258712768555e-02	
1.23475432395935058594e-01	9.46865081787109375000e-02	0.00000000000000000000e+00	8.57118070125579833984e-02	1.10953748226165771484e-01	1.38878464698791503906e-01	1.52761399745941162109e-01	7.42628872394561767578e-02	1.25809460878372192383e-01	1.89263224601745605469e-01	1.86642169952392578125e-01	9.00948345661163330078e-02	2.33694642782211303711e-01	1.81909650564193725586e-01	3.40584218502044677734e-01	9.01343226432800292969e-02	8.53263214230537414551e-02	8.41435790061950683594e-03	3.86072993278503417969e-02	4.81309294700622558594e-02	5.11994659900665283203e-02	1.34052783250808715820e-01	9.94862616062164306641e-02	9.47287231683731079102e-02	2.32649445533752441406e-02	1.89427137374877929688e-01	5.49135208129882812500e-02	6.91798925399780273438e-02	7.65856206417083740234e-02	5.38674443960189819336e-02	7.76997357606887817383e-02	1.00166738033294677734e-01	6.78043961524963378906e-02	5.40755987167358398438e-02	6.32838159799575805664e-02	
1.54511481523513793945e-01	1.14792183041572570801e-01	8.57116281986236572266e-02	0.00000000000000000000e+00	1.47180497646331787109e-01	1.87442004680633544922e-02	1.73910051584243774414e-01	1.01343244314193725586e-01	6.18824437260627746582e-02	2.85553336143493652344e-02	1.21392935514450073242e-01	1.06771647930145263672e-01	1.06276929378509521484e-01	4.06153500080108642578e-03	7.34681189060211181641e-02	8.61527323722839355469e-02	8.00206810235977172852e-02	1.09775751829147338867e-01	5.47295808792114257812e-02	6.07610717415809631348e-02	1.76993399858474731445e-01	1.66244238615036010742e-01	1.01058036088943481445e-01	7.94095098972320556641e-02	1.71391576528549194336e-01	9.88607704639434814453e-02	1.46508723497390747070e-01	1.11504793167114257812e-01	7.48645961284637451172e-02	7.02452361583709716797e-02	6.92196860909461975098e-02	6.72853887081146240234e-02	1.61296367645263671875e-01	1.77770912647247314453e-01	1.23024210333824157715e-01	
8.91352891921997070312e-02	7.53894969820976257324e-02	1.10953688621520996094e-01	1.47180438041687011719e-01	0.00000000000000000000e+00	1.97472155094146728516e-01	2.27159887552261352539e-01	2.35067754983901977539e-01	8.28472226858139038086e-02	1.08317792415618896484e-01	7.45668709278106689453e-02	7.27055668830871582031e-02	9.89098250865936279297e-02	1.35831028223037719727e-01	4.66547310352325439453e-02	7.13542178273200988770e-02	6.89932927489280700684e-02	1.02071613073348999023e-01	5.48644214868545532227e-02	4.58055883646011352539e-02	8.82278084754943847656e-02	2.44300961494445800781e-01	1.40404909849166870117e-01	8.79614949226379394531e-02	1.24319463968276977539e-01	8.49820077419281005859e-02	5.02259135246276855469e-02	1.37446343898773193359e-01	1.71976774930953979492e-01	4.53562140464782714844e-02	9.32469218969345092773e-02	6.68831467628479003906e-02	7.53760039806365966797e-02	7.45316147804260253906e-02	1.04245394468307495117e-01	
6.66806995868682861328e-02	9.33930575847625732422e-02	1.38878375291824340820e-01	1.87440812587738037109e-02	1.97471737861633300781e-01	0.00000000000000000000e+00	1.56913399696350097656e-01	1.49176657199859619141e-01	9.59097743034362792969e-02	1.23954772949218750000e-01	1.46623790264129638672e-01	1.17287069559097290039e-01	0.00000000000000000000e+00	1.01839452981948852539e-01	8.24446976184844970703e-02	8.70145335793495178223e-02	7.97162801027297973633e-02	1.20778232812881469727e-01	1.17371112108230590820e-01	7.25065693259239196777e-02	1.21396601200103759766e-01	9.78575944900512695312e-02	7.20563232898712158203e-02	5.99874407052993774414e-02	4.32970225811004638672e-02	1.12951219081878662109e-01	1.38092666864395141602e-01	2.06746280193328857422e-01	1.02942138910293579102e-01	9.04388725757598876953e-02	4.55276370048522949219e-02	1.99589312076568603516e-01	1.17756277322769165039e-01	1.78474485874176025391e-01	8.11808854341506958008e-02	
1.92880183458328247070e-01	1.27868264913558959961e-01	1.52761459350585937500e-01	1.73910170793533325195e-01	2.27160006761550903320e-01	1.56913340091705322266e-01	0.00000000000000000000e+00	2.00231850147247314453e-01	5.16819804906845092773e-02	1.28889560699462890625e-01	4.51484918594360351562e-02	1.11129045486450195312e-01	3.23312580585479736328e-02	1.33510023355484008789e-01	1.08308047056198120117e-01	7.21747875213623046875e-02	7.07302764058113098145e-02	1.17246061563491821289e-01	1.15218520164489746094e-01	9.11424905061721801758e-02	1.27277672290802001953e-02	8.43206644058227539062e-02	1.03599429130554199219e-01	9.40834730863571166992e-02	1.10438913106918334961e-01	5.27340769767761230469e-02	7.57248401641845703125e-02	8.39926898479461669922e-02	1.37041300535202026367e-01	8.92878472805023193359e-02	8.61868858337402343750e-02	4.93499934673309326172e-02	1.52660280466079711914e-01	1.09161227941513061523e-01	1.65762141346931457520e-01	
2.94095873832702636719e-02	6.60396143794059753418e-02	7.42628574371337890625e-02	1.01343184709548950195e-01	2.35067695379257202148e-01	1.49176716804504394531e-01	2.00231730937957763672e-01	0.00000000000000000000e+00	8.05968344211578369141e-02	1.53427511453628540039e-01	1.11647307872772216797e-01	1.11210972070693969727e-01	8.31221044063568115234e-02	7.78807103633880615234e-02	5.82288801670074462891e-02	9.16179120540618896484e-02	8.45103785395622253418e-02	6.89918398857116699219e-02	9.68859940767288208008e-02	2.05807536840438842773e-02	8.18643867969512939453e-02	1.44592523574829101562e-01	2.38914638757705688477e-01	7.94859454035758972168e-02	1.24512553215026855469e-01	6.35363161563873291016e-02	1.73145234584808349609e-01	1.14392101764678955078e-01	7.14255273342132568359e-02	9.60043370723724365234e-02	9.67679321765899658203e-02	5.60452938079833984375e-02	1.24773144721984863281e-01	8.27907323837280273438e-02	1.96940898895263671875e-01	
5.56427687406539916992e-02	2.08569049835205078125e-01	1.25809431076049804688e-01	6.18824437260627746582e-02	8.28471630811691284180e-02	9.59098041057586669922e-02	5.16822189092636108398e-02	8.05968642234802246094e-02	0.00000000000000000000e+00	1.35156214237213134766e-01	1.62220850586891174316e-01	9.83434915542602539062e-02	1.41198724508285522461e-01	1.02605417370796203613e-01	1.17737412452697753906e-01	2.40355670452117919922e-01	1.90795257687568664551e-01	5.17949759960174560547e-02	6.38877898454666137695e-02	6.79550766944885253906e-02	6.59005194902420043945e-02	4.41694557666778564453e-02	5.05477935075759887695e-02	1.70575454831123352051e-01	3.44221293926239013672e-02	7.22619295120239257812e-02	4.70290631055831909180e-02	5.07256463170051574707e-02	3.74328941106796264648e-02	9.60879325866699218750e-02	1.52542233467102050781e-01	7.54380375146865844727e-02	8.48357677459716796875e-02	6.46669268608093261719e-02	9.01618227362632751465e-02	
6.81985914707183837891e-02	7.39332586526870727539e-02	1.89262866973876953125e-01	2.85553336143493652344e-02	1.08317852020263671875e-01	1.23954802751541137695e-01	1.28889501094818115234e-01	1.53427630662918090820e-01	1.35156095027923583984e-01	0.00000000000000000000e+00	1.43868654966354370117e-01	1.53541654348373413086e-01	2.49498695135116577148e-01	2.05244779586791992188e-01	1.78602904081344604492e-01	6.98688477277755737305e-02	6.38753622770309448242e-02	2.77430415153503417969e-02	8.22550952434539794922e-02	9.76912081241607666016e-02	5.42311072349548339844e-02	1.06039315462112426758e-01	8.51201713085174560547e-02	7.23244622349739074707e-02	7.65986442565917968750e-02	1.26297116279602050781e-01	1.81836158037185668945e-01	1.27091526985168457031e-01	5.76772391796112060547e-02	4.36670780181884765625e-02	9.38400924205780029297e-02	6.51285946369171142578e-02	9.19413566589355468750e-02	9.22621190547943115234e-02	1.21561005711555480957e-01	
