0.00000000000000000000e+00	7.99276947975158691406e-01	3.98803472518920898438e-01	3.32143783569335937500e-01	5.71136474609375000000e-01	5.29465973377227783203e-01	5.67049980163574218750e-01	4.84287679195404052734e-01	4.21996831893920898438e-01	5.06578922271728515625e-01	6.74356341361999511719e-01	3.55364680290222167969e-01	2.45732545852661132812e-01	4.11400794982910156250e-01	4.08710658550262451172e-01	5.27517139911651611328e-01	3.01626384258270263672e-01	3.05746495723724365234e-01	4.05727982521057128906e-01	4.69603180885314941406e-01	2.63471126556396484375e-01	3.79432976245880126953e-01	4.48845922946929931641e-01	6.04516983032226562500e-01	2.72718667984008789062e-01	3.13544809818267822266e-01	5.01840054988861083984e-01	3.77336740493774414062e-01	3.34814965724945068359e-01	3.62304329872131347656e-01	4.01581048965454101562e-01	2.91483461856842041016e-01	6.90150201320648193359e-01	4.18082535266876220703e-01	4.02642071247100830078e-01	3.55914115905761718750e-01	6.00164234638214111328e-01	4.19684469699859619141e-01	3.68125259876251220703e-01	5.22035598754882812500e-01	3.62804353237152099609e-01	2.92037785053253173828e-01	5.50692498683929443359e-01	4.37281191349029541016e-01	2.98713266849517822266e-01	3.47671926021575927734e-01	3.16357374191284179688e-01	3.00431072711944580078e-01	3.32572221755981445312e-01	4.79347944259643554688e-01	4.68633532524108886719e-01	3.13600003719329833984e-01	4.37128961086273193359e-01	4.78211045265197753906e-01	5.51312625408172607422e-01	2.47314512729644775391e-01	2.76414215564727783203e-01	1.50485903024673461914e-01	3.55610966682434082031e-01	3.32760810852050781250e-01	3.57564836740493774414e-01	4.77067828178405761719e-01	
7.99277186393737792969e-01	0.00000000000000000000e+00	8.40734481811523437500e-01	1.09654295444488525391e+00	3.49570274353027343750e-01	7.51025915145874023438e-01	5.55258274078369140625e-01	4.61583971977233886719e-01	5.47010421752929687500e-01	3.47434163093566894531e-01	3.70106935501098632812e-01	3.73234152793884277344e-01	4.84451532363891601562e-01	2.56524801254272460938e-01	3.62231969833374023438e-01	5.33813953399658203125e-01	2.28135585784912109375e-01	2.82745599746704101562e-01	1.32524609565734863281e-01	3.73141169548034667969e-01	2.89629340171813964844e-01	3.80336999893188476562e-01	4.10926461219787597656e-01	4.38939929008483886719e-01	3.72173309326171875000e-01	5.31405806541442871094e-01	7.03804731369018554688e-01	3.62311244010925292969e-01	2.43216395378112792969e-01	3.29769253730773925781e-01	3.80063414573669433594e-01	3.50023388862609863281e-01	3.25483560562133789062e-01	4.74303483963012695312e-01	4.09845829010009765625e-01	3.93345236778259277344e-01	6.08271956443786621094e-01	4.21417951583862304688e-01	9.45047259330749511719e-01	4.35150384902954101562e-01	1.43794608116149902344e+00	1.03022813796997070312e-01	5.63764691352844238281e-01	2.98713803291320800781e-01	4.82554674148559570312e-01	1.28402829170227050781e-01	1.13083004951477050781e-01	2.84225106239318847656e-01	3.14411401748657226562e-01	4.91218328475952148438e-01	3.41029047966003417969e-01	4.06581759452819824219e-01	1.89297556877136230469e-01	3.80095601081848144531e-01	1.79269790649414062500e-01	3.46061468124389648438e-01	4.74456667900085449219e-01	3.46202611923217773438e-01	3.66012573242187500000e-01	4.27300214767456054688e-01	4.39478993415832519531e-01	3.89205753803253173828e-01	
3.98803412914276123047e-01	8.40734601020812988281e-01	0.00000000000000000000e+00	6.51113510131835937500e-01	8.45823407173156738281e-01	3.72165679931640625000e-01	6.71552658081054687500e-01	4.22267436981201171875e-01	2.69851684570312500000e-01	5.30146121978759765625e-01	4.07054424285888671875e-01	2.98358440399169921875e-01	1.86378240585327148438e-01	3.59719634056091308594e-01	4.02661919593811035156e-01	1.88327550888061523438e-01	1.27966403961181640625e-01	2.86456823348999023438e-01	4.91965889930725097656e-01	4.86026763916015625000e-01	2.51154899597167968750e-01	3.15718531608581542969e-01	1.19365513324737548828e+00	4.76035714149475097656e-01	2.00517296791076660156e-01	3.68840575218200683594e-01	1.82221496105194091797e+00	3.37347865104675292969e-01	3.02899479866027832031e-01	2.53107547760009765625e-01	5.63059329986572265625e-01	3.85290503501892089844e-01	4.60561752319335937500e-01	3.65366935729980468750e-01	2.99232006072998046875e-01	6.91090226173400878906e-01	4.01244163513183593750e-01	3.75545144081115722656e-01	4.09848809242248535156e-01	6.77551984786987304688e-01	3.21098566055297851562e-01	3.10142755508422851562e-01	2.99387574195861816406e-01	4.47164177894592285156e-01	3.11978578567504882812e-01	3.50819706916809082031e-01	2.57963180541992187500e-01	3.99707674980163574219e-01	1.86825156211853027344e-01	5.61809778213500976562e-01	3.73549938201904296875e-01	4.35229778289794921875e-01	4.80342268943786621094e-01	4.37013506889343261719e-01	2.06871390342712402344e-01	2.35201835632324218750e-01	4.06248807907104492188e-01	2.54044055938720703125e-01	2.25730359554290771484e-01	4.11148369312286376953e-01	3.62562656402587890625e-01	4.71742004156112670898e-01	
3.32143902778625488281e-01	1.09654319286346435547e+00	6.51113271713256835938e-01	0.00000000000000000000e+00	5.23218989372253417969e-01	2.25153660774230957031e+00	4.67958450317382812500e-01	6.34901285171508789062e-01	3.25345873832702636719e-01	2.39245891571044921875e-01	3.05571198463439941406e-01	1.82674646377563476562e-01	3.29427361488342285156e-01	2.08015918731689453125e-01	2.71864891052246093750e-01	4.14875507354736328125e-01	3.31405162811279296875e-01	2.74931788444519042969e-01	2.13330626487731933594e-01	3.08282494544982910156e-01	3.15460801124572753906e-01	3.45069766044616699219e-01	2.40572690963745117188e-01	4.28458452224731445312e-01	3.65706443786621093750e-01	3.96458506584167480469e-01	2.14390397071838378906e-01	4.18391227722167968750e-01	2.75485515594482421875e-01	4.20305848121643066406e-01	4.78044986724853515625e-01	3.88979673385620117188e-01	2.43117690086364746094e-01	3.43953847885131835938e-01	3.72696042060852050781e-01	2.49254822731018066406e-01	4.92115020751953125000e-01	3.85608196258544921875e-01	7.31367111206054687500e-01	4.50643539428710937500e-01	9.88350629806518554688e-01	1.01073741912841796875e-01	2.02810740470886230469e+00	2.48420000076293945312e-01	4.01968121528625488281e-01	3.41393351554870605469e-01	4.14069414138793945312e-01	3.23234438896179199219e-01	4.16688203811645507812e-01	2.21085906028747558594e-01	4.69691991806030273438e-01	3.25495481491088867188e-01	3.43679070472717285156e-01	4.43825840950012207031e-01	2.24264025688171386719e-01	3.39236974716186523438e-01	4.49465155601501464844e-01	3.63514184951782226562e-01	3.46909046173095703125e-01	2.60098218917846679688e-01	4.22748863697052001953e-01	4.42876875400543212891e-01	
5.71136474609375000000e-01	3.49570155143737792969e-01	8.45823407173156738281e-01	5.23218989372253417969e-01	0.00000000000000000000e+00	3.69387745857238769531e-01	9.40768480300903320312e-01	4.56263542175292968750e-01	3.88103127479553222656e-01	4.67854738235473632812e-01	4.36599612236022949219e-01	2.77221441268920898438e-01	1.87768340110778808594e-01	2.61465072631835937500e-01	4.33221936225891113281e-01	3.41426253318786621094e-01	2.83694028854370117188e-01	3.48185181617736816406e-01	3.84173631668090820312e-01	4.73394632339477539062e-01	2.14451909065246582031e-01	3.48533272743225097656e-01	1.45206832885742187500e+00	4.43946123123168945312e-01	3.40707302093505859375e-02	4.09416913986206054688e-01	6.34819030761718750000e-01	3.21570158004760742188e-01	3.81687521934509277344e-01	3.29388022422790527344e-01	3.24644565582275390625e-01	2.41235971450805664062e-01	3.93265724182128906250e-01	3.01514506340026855469e-01	3.32829117774963378906e-01	4.54243421554565429688e-01	4.72471356391906738281e-01	5.37777066230773925781e-01	1.51104092597961425781e-01	6.55434489250183105469e-01	5.62564730644226074219e-01	5.36148428916931152344e-01	3.38343381881713867188e-01	2.98751831054687500000e-01	3.91248464584350585938e-01	2.75547146797180175781e-01	4.95856285095214843750e-01	4.26094055175781250000e-01	3.81993174552917480469e-01	4.01860117912292480469e-01	3.37164044380187988281e-01	3.98709535598754882812e-01	5.18742442131042480469e-01	4.65026795864105224609e-01	3.13161253929138183594e-01	3.75220537185668945312e-01	4.34297561645507812500e-01	4.25871431827545166016e-01	3.94070446491241455078e-01	4.54266905784606933594e-01	4.72901225090026855469e-01	4.88337218761444091797e-01	
5.29466032981872558594e-01	7.51026153564453125000e-01	3.72165799140930175781e-01	2.25153613090515136719e+00	3.69388103485107421875e-01	0.00000000000000000000e+00	5.81700325012207031250e-01	6.57382726669311523438e-01	2.49104261398315429688e-01	1.33083224296569824219e-01	1.73097372055053710938e-01	4.15153264999389648438e-01	3.55252981185913085938e-01	2.05755233764648437500e-01	3.42683553695678710938e-01	8.70420932769775390625e-02	2.19041109085083007812e-01	2.29802966117858886719e-01	4.35259103775024414062e-01	5.76836347579956054688e-01	4.15875077247619628906e-01	1.92991256713867187500e-01	2.89525628089904785156e-01	1.67131900787353515625e-01	2.36526250839233398438e-01	2.68535494804382324219e-01	2.27274179458618164062e-01	4.54294443130493164062e-01	2.45733857154846191406e-01	3.31341266632080078125e-01	2.35017061233520507812e-01	2.73015260696411132812e-01	5.09510517120361328125e-01	3.56029987335205078125e-01	3.18895101547241210938e-01	3.37928056716918945312e-01	4.12286281585693359375e-01	1.48619294166564941406e-01	4.60113048553466796875e-01	4.34101819992065429688e-01	1.15750861167907714844e+00	3.17896723747253417969e-01	2.73540401458740234375e+00	2.57128357887268066406e-01	1.19399333000183105469e+00	4.32700872421264648438e-01	2.42914676666259765625e-01	2.40166544914245605469e-01	3.99032115936279296875e-01	6.42324686050415039062e-01	3.10361146926879882812e-01	3.78367662429809570312e-01	4.44466471672058105469e-01	2.16772437095642089844e-01	4.35760259628295898438e-01	3.18943262100219726562e-01	3.92882227897644042969e-01	2.75145530700683593750e-01	3.05967330932617187500e-01	3.80885601043701171875e-01	3.86634349822998046875e-01	4.22646194696426391602e-01	
5.67050218582153320312e-01	5.55258393287658691406e-01	6.71553254127502441406e-01	4.67957854270935058594e-01	9.40768599510192871094e-01	5.81700563430786132812e-01	0.00000000000000000000e+00	1.06527042388916015625e+00	6.30882263183593750000e-01	8.16213726997375488281e-01	1.15846741199493408203e+00	5.71288108825683593750e-01	1.81156516075134277344e-01	3.33239555358886718750e-01	4.72406148910522460938e-01	7.33353972434997558594e-01	1.83367490768432617188e-01	2.29721665382385253906e-01	5.32456755638122558594e-01	2.37578630447387695312e-01	1.05679869651794433594e-01	1.58117651939392089844e-01	3.12041401863098144531e-01	3.01415920257568359375e-01	1.21063947677612304688e-01	3.31383585929870605469e-01	5.37545561790466308594e-01	2.20946192741394042969e-01	2.51023888587951660156e-01	4.36323285102844238281e-01	7.59037613868713378906e-01	1.93714618682861328125e-01	6.98629617691040039062e-01	3.97116780281066894531e-01	2.31477618217468261719e-01	3.65943551063537597656e-01	3.70519518852233886719e-01	4.17159795761108398438e-01	5.64594745635986328125e-01	4.94900107383728027344e-01	3.02175760269165039062e-01	9.72172498703002929688e-01	2.02507972717285156250e-01	9.44546818733215332031e-01	5.27143716812133789062e-01	8.67385864257812500000e-02	4.24211263656616210938e-01	3.65864634513854980469e-01	2.07390308380126953125e-01	2.99531102180480957031e-01	2.46243357658386230469e-01	2.66961932182312011719e-01	2.94864296913146972656e-01	3.96043062210083007812e-01	3.04205775260925292969e-01	4.30773973464965820312e-01	5.13823986053466796875e-01	3.12643408775329589844e-01	3.78099799156188964844e-01	2.99890041351318359375e-01	3.97601723670959472656e-01	3.51346373558044433594e-01	
4.84287738800048828125e-01	4.61583495140075683594e-01	4.22267675399780273438e-01	6.34900331497192382812e-01	4.56263542175292968750e-01	6.57383203506469726562e-01	1.06526994705200195312e+00	0.00000000000000000000e+00	9.27007913589477539062e-01	7.08278536796569824219e-01	9.08290386199951171875e-01	3.05561065673828125000e-01	1.99502706527709960938e-01	2.69202947616577148438e-01	5.10153532028198242188e-01	2.34661698341369628906e-01	3.74005556106567382812e-01	2.67563343048095703125e-01	3.82494449615478515625e-01	4.63546276092529296875e-01	2.21567034721374511719e-01	8.52048397064208984375e-02	1.70411229133605957031e-01	2.12927341461181640625e-01	1.91215991973876953125e-01	3.00838947296142578125e-01	4.98238921165466308594e-01	2.07041740417480468750e-01	3.62020373344421386719e-01	2.09799528121948242188e-01	4.04700040817260742188e-01	3.79781246185302734375e-01	8.82955789566040039062e-01	3.86190414428710937500e-01	2.99268364906311035156e-01	2.87892222404479980469e-01	5.17972946166992187500e-01	1.97039961814880371094e-01	4.92066621780395507812e-01	4.11045908927917480469e-01	3.99798393249511718750e-01	3.76391172409057617188e-01	8.69133472442626953125e-02	5.40004968643188476562e-01	5.71873664855957031250e-01	4.51433897018432617188e-01	1.15337324142456054688e+00	3.24020981788635253906e-01	4.45779085159301757812e-01	9.52132225036621093750e-01	2.79708862304687500000e-01	7.33426332473754882812e-01	5.03850698471069335938e-01	2.44623422622680664062e-01	3.01937222480773925781e-01	4.02043819427490234375e-01	8.32277655601501464844e-01	5.16145348548889160156e-01	2.09480524063110351562e-01	4.32723522186279296875e-01	4.61928844451904296875e-01	4.46932911872863769531e-01	
4.21996891498565673828e-01	5.47010540962219238281e-01	2.69852042198181152344e-01	3.25345873832702636719e-01	3.88103246688842773438e-01	2.49104261398315429688e-01	6.30882024765014648438e-01	9.27007913589477539062e-01	0.00000000000000000000e+00	1.43655812740325927734e+00	4.94042634963989257812e-01	3.65005135536193847656e-01	2.40068197250366210938e-01	3.52971315383911132812e-01	2.30437517166137695312e-01	3.60949754714965820312e-01	3.78065705299377441406e-01	3.28683733940124511719e-01	2.76009440422058105469e-01	3.82738471031188964844e-01	3.38830590248107910156e-01	3.14851045608520507812e-01	2.86010861396789550781e-01	3.50671648979187011719e-01	3.21646809577941894531e-01	2.20819592475891113281e-01	3.59356164932250976562e-01	2.59023070335388183594e-01	3.87575984001159667969e-01	4.35699820518493652344e-01	3.05132150650024414062e-01	3.57236862182617187500e-01	4.83042955398559570312e-01	5.61416268348693847656e-01	2.16956019401550292969e-01	4.54113483428955078125e-01	2.89873361587524414062e-01	1.89830422401428222656e-01	3.98368597030639648438e-01	2.38720297813415527344e-01	3.45291614532470703125e-01	3.02726984024047851562e-01	4.71202135086059570312e-01	7.48959898948669433594e-01	4.90356802940368652344e-01	2.35007858276367187500e+00	8.86737942695617675781e-01	4.50899958610534667969e-01	4.01566624641418457031e-01	4.53424453735351562500e-01	3.26476216316223144531e-01	3.23335289955139160156e-01	3.00059080123901367188e-01	3.35626006126403808594e-01	4.54649448394775390625e-01	2.96634078025817871094e-01	5.56276440620422363281e-01	3.25083971023559570312e-01	3.64083170890808105469e-01	3.15458774566650390625e-01	4.05358493328094482422e-01	4.20180320739746093750e-01	
5.06578922271728515625e-01	3.47434639930725097656e-01	5.30145525932312011719e-01	2.39245295524597167969e-01	4.67855095863342285156e-01	1.33082866668701171875e-01	8.16213250160217285156e-01	7.08278775215148925781e-01	1.43655788898468017578e+00	0.00000000000000000000e+00	8.57775330543518066406e-01	6.86220526695251464844e-01	4.05672430992126464844e-01	6.33967876434326171875e-01	6.14535331726074218750e-01	5.88246822357177734375e-01	5.42330265045166015625e-01	4.89473223686218261719e-01	5.62341928482055664062e-01	2.15960025787353515625e-01	3.28552365303039550781e-01	4.22421455383300781250e-01	4.53137278556823730469e-01	1.64870977401733398438e-01	3.12265276908874511719e-01	3.90121936798095703125e-01	2.03616619110107421875e-01	4.51779484748840332031e-01	4.23917174339294433594e-01	5.24605035781860351562e-01	4.48350787162780761719e-01	4.53446149826049804688e-01	4.17552351951599121094e-01	1.87399983406066894531e-01	1.27810716629028320312e-01	2.80184030532836914062e-01	3.42180013656616210938e-01	5.10247707366943359375e-01	5.61782121658325195312e-01	3.01579594612121582031e-01	4.76133942604064941406e-01	2.27753758430480957031e-01	2.34008193016052246094e-01	1.17744767665863037109e+00	4.55742239952087402344e-01	7.49723672866821289062e-01	4.38519954681396484375e-01	2.90681600570678710938e-01	3.43239426612854003906e-01	2.94027447700500488281e-01	3.06606411933898925781e-01	2.45187282562255859375e-01	1.86109185218811035156e-01	4.38837647438049316406e-01	3.77717018127441406250e-01	4.75522756576538085938e-01	2.03486204147338867188e-01	3.13850402832031250000e-01	2.98872411251068115234e-01	2.14044153690338134766e-01	3.44509720802307128906e-01	3.30000817775726318359e-01	
