20,51,0.542473
6,43,0.477474
16,49,0.475325
20,42,0.449805
3,27,0.429751
12,15,0.415641
16,44,0.362165
5,23,0.353895
10,44,0.315274
25,35,0.306867
34,35,0.304023
25,29,0.299439
46,47,0.298481
4,6,0.296464
45,50,0.285305
26,30,0.277084
12,14,0.273142
17,59,0.264522
3,23,0.259908
9,46,0.256375
34,36,0.250938
13,17,0.249631
10,11,0.248274
18,22,0.244345
9,10,0.241877
56,59,0.237636
4,43,0.222541
56,58,0.219561
24,38,0.210230
48,49,0.205156
7,11,0.203443
8,50,0.200170
42,51,0.199401
13,48,0.197304
16,42,0.193470
51,56,0.185887
7,8,0.185521
14,15,0.184213
28,35,0.184169
12,16,0.183138
8,11,0.179128
7,42,0.174628
51,54,0.173578
2,41,0.173228
21,25,0.172654
24,28,0.172292
29,30,0.169347
44,49,0.163393
24,54,0.163374
37,39,0.163363
58,59,0.162944
60,61,0.161591
8,33,0.159679
28,38,0.158669
20,24,0.157917
1,5,0.156890
23,42,0.155864
18,21,0.154026
54,55,0.153258
1,2,0.152937
20,40,0.151272
31,39,0.149903
27,38,0.149572
15,18,0.148087
39,52,0.147776
22,26,0.142995
33,37,0.140832
58,60,0.140746
22,25,0.139448
24,35,0.137465
46,48,0.136918
38,39,0.134814
2,4,0.133346
31,33,0.132935
47,48,0.132541
27,31,0.132236
7,10,0.129642
5,40,0.129241
7,44,0.129210
41,43,0.129039
28,29,0.123812
36,37,0.123147
24,40,0.123141
24,53,0.121989
45,46,0.119981
52,57,0.118680
39,50,0.117416
8,57,0.116138
33,38,0.115649
33,39,0.115058
41,45,0.114978
1,24,0.113568
28,31,0.112745
18,29,0.112500
8,9,0.112424
53,54,0.111026
12,13,0.110280
10,33,0.110169
1,53,0.109920
14,17,0.109149
40,53,0.108401
25,26,0.108393
48,56,0.107873
3,4,0.106845
26,29,0.106296
2,3,0.104992
3,5,0.104965
9,57,0.104920
17,56,0.104824
22,29,0.104447
37,51,0.103374
5,27,0.101713
21,22,0.101683
21,35,0.100202
20,56,0.100074
13,59,0.099527
6,45,0.098447
6,41,0.097995
30,31,0.097781
11,15,0.096679
42,44,0.096664
52,53,0.095689
22,30,0.093805
50,52,0.093651
50,51,0.093320
31,37,0.092435
27,39,0.091943
35,36,0.091799
27,30,0.090448
35,38,0.090103
38,40,0.088682
40,54,0.087831
52,58,0.087440
1,19,0.087276
3,36,0.087007
19,23,0.086593
58,61,0.086262
41,50,0.085778
13,14,0.085388
14,16,0.084036
1,33,0.083742
8,58,0.083542
17,48,0.082921
34,37,0.082732
23,26,0.081779
3,31,0.081628
24,51,0.081532
56,57,0.080878
31,32,0.079335
39,57,0.079265
43,44,0.079071
16,48,0.078646
8,47,0.078442
47,58,0.077580
3,37,0.077487
52,55,0.077164
33,57,0.076687
48,59,0.076676
8,52,0.076443
32,34,0.076261
37,52,0.076168
31,36,0.075899
11,14,0.075254
42,49,0.075051
57,58,0.074004
23,40,0.073690
3,40,0.072007
23,27,0.071990
22,32,0.071725
55,56,0.071373
43,50,0.071370
8,10,0.070641
1,34,0.070231
56,60,0.069935
1,9,0.069558
14,18,0.069552
17,51,0.069410
39,41,0.069121
32,46,0.068965
9,39,0.068832
54,56,0.068593
27,37,0.068434
52,61,0.067585
7,33,0.067584
4,45,0.067442
6,21,0.067226
51,55,0.067105
28,34,0.067005
5,61,0.066666
17,20,0.066489
30,57,0.066464
10,12,0.066272
33,36,0.065677
5,42,0.065573
2,43,0.065417
38,50,0.064947
48,58,0.064646
16,37,0.064272
7,9,0.063954
59,60,0.063768
2,34,0.063632
30,32,0.063366
37,38,0.063296
5,34,0.062958
43,45,0.062804
16,21,0.061982
17,47,0.061540
16,19,0.061256
29,53,0.060667
13,56,0.059384
2,39,0.059126
10,22,0.058925
57,59,0.058438
16,18,0.058343
8,39,0.058297
24,37,0.058080
55,57,0.057761
46,55,0.057753
25,28,0.056463
1,3,0.056182
57,60,0.055326
13,49,0.055304
9,44,0.055269
21,29,0.055238
8,37,0.055194
4,5,0.055066
21,48,0.054970
39,51,0.054932
25,46,0.054842
1,54,0.054815
52,56,0.054101
20,39,0.053567
59,61,0.053126
17,22,0.052961
51,52,0.052714
14,25,0.052373
3,42,0.052084
14,21,0.052052
4,8,0.051613
41,52,0.051532
7,39,0.051495
9,33,0.051414
28,32,0.051051
49,50,0.050247
32,35,0.049498
2,6,0.049371
32,36,0.049190
57,61,0.049151
15,19,0.049005
3,39,0.048882
20,54,0.048792
1,20,0.048763
51,59,0.048583
11,37,0.048473
52,60,0.048369
26,27,0.048131
32,52,0.047998
11,39,0.047716
19,57,0.047476
1,11,0.047446
18,32,0.047432
21,55,0.047392
3,33,0.047213
54,62,0.047090
15,22,0.046617
19,30,0.046560
43,55,0.046453
37,42,0.046292
6,34,0.046267
53,57,0.045759
17,18,0.045434
27,55,0.045389
19,31,0.045300
61,62,0.045163
22,47,0.044983
33,42,0.044961
55,60,0.044815
1,26,0.044773
11,12,0.044695
24,41,0.044693
17,19,0.044365
25,40,0.044334
27,33,0.044304
13,58,0.043918
5,58,0.043818
29,34,0.043681
41,49,0.043454
4,41,0.043191
12,40,0.043065
7,15,0.043019
5,7,0.042447
26,33,0.042227
43,47,0.042181
11,16,0.041795
10,31,0.041502
14,44,0.041392
1,6,0.041272
2,59,0.040653
6,50,0.040518
26,37,0.040333
6,49,0.040248
15,55,0.040010
11,19,0.039908
24,31,0.039860
16,20,0.039792
3,48,0.039483
7,47,0.039455
53,60,0.039271
6,36,0.038752
49,55,0.038743
29,40,0.038683
21,56,0.038570
12,17,0.037742
17,29,0.037692
23,61,0.037629
5,38,0.037468
13,18,0.037220
30,46,0.037024
7,16,0.037013
1,40,0.036860
32,33,0.036806
1,62,0.036711
39,49,0.036640
56,61,0.036456
5,31,0.036434
18,30,0.036261
5,6,0.035937
47,60,0.035891
13,46,0.035807
33,61,0.035533
15,46,0.035500
33,35,0.035466
30,54,0.035344
9,41,0.035239
32,38,0.035203
44,47,0.035092
19,27,0.034963
4,28,0.034812
13,29,0.034723
53,55,0.034659
26,44,0.034479
17,55,0.033868
11,57,0.033559
24,55,0.033428
13,26,0.033052
37,45,0.033026
24,52,0.032805
47,61,0.032788
39,53,0.032663
46,59,0.032660
13,19,0.032595
27,28,0.032591
24,25,0.032374
4,31,0.032349
23,54,0.032250
5,22,0.031970
34,50,0.031922
8,44,0.031770
46,49,0.031710
7,37,0.031543
18,26,0.031518
38,54,0.031472
51,61,0.031376
5,60,0.031361
16,56,0.031342
20,27,0.031056
14,22,0.030773
8,61,0.030627
36,47,0.030482
12,32,0.030456
6,8,0.030354
3,7,0.030317
40,42,0.030221
3,57,0.030201
2,38,0.029990
13,15,0.029716
19,42,0.029629
26,28,0.029478
15,29,0.029320
8,27,0.029226
10,38,0.029196
6,20,0.029101
17,46,0.028256
38,52,0.028222
35,49,0.028027
39,40,0.028026
24,50,0.027894
48,52,0.027388
2,22,0.027310
44,45,0.027235
35,50,0.027209
46,50,0.027206
3,11,0.027147
1,23,0.027111
9,16,0.027106
1,51,0.027061
14,30,0.026925
35,53,0.026823
7,12,0.026605
11,34,0.026305
32,42,0.026252
2,36,0.026193
27,34,0.026120
22,50,0.026043
14,43,0.026001
9,47,0.025887
18,62,0.025702
19,62,0.025689
16,17,0.025632
4,47,0.025588
9,45,0.025269
15,44,0.025174
17,32,0.024494
41,57,0.024477
13,16,0.024395
21,40,0.024142
23,25,0.024121
12,22,0.024086
39,62,0.023979
7,45,0.023898
49,52,0.023835
18,19,0.023789
35,46,0.023667
51,53,0.023636
16,40,0.023518
9,11,0.023497
3,24,0.023472
59,62,0.023050
4,29,0.023049
6,30,0.023009
17,21,0.022822
7,19,0.022410
5,10,0.022376
6,7,0.022341
3,38,0.022296
13,44,0.022160
1,16,0.022117
10,41,0.022080
18,58,0.021877
1,43,0.021734
45,56,0.021228
10,16,0.021164
21,58,0.021080
60,62,0.021067
8,48,0.020985
42,62,0.020710
12,44,0.020559
23,62,0.020487
13,25,0.020438
18,48,0.020315
29,32,0.020165
37,57,0.020110
15,30,0.020091
19,44,0.019982
15,16,0.019914
20,52,0.019909
34,41,0.019830
27,40,0.019808
32,49,0.019724
7,13,0.019626
8,56,0.019535
27,36,0.019483
36,39,0.019463
13,43,0.019462
19,29,0.019424
38,62,0.019195
40,41,0.019061
27,52,0.018982
18,25,0.018960
3,59,0.018951
30,58,0.018938
22,24,0.018934
30,52,0.018890
53,61,0.018597
41,46,0.018565
28,30,0.018307
1,28,0.018070
17,25,0.018068
20,26,0.017933
11,48,0.017904
13,45,0.017898
33,34,0.017400
55,58,0.017379
8,60,0.017236
19,51,0.017197
24,39,0.017116
48,62,0.017083
17,42,0.017006
55,59,0.016921
25,58,0.016865
28,53,0.016819
10,15,0.016801
1,55,0.016783
45,49,0.016769
31,54,0.016656
8,15,0.016415
36,40,0.016347
21,32,0.016283
12,41,0.016261
23,58,0.016237
13,47,0.016201
22,53,0.016179
25,47,0.016089
26,42,0.016023
32,50,0.015992
10,26,0.015837
11,20,0.015833
40,62,0.015794
22,31,0.015783
5,8,0.015733
34,59,0.015558
23,36,0.015493
3,54,0.015357
23,38,0.015353
11,47,0.015284
4,55,0.015075
32,62,0.014822
10,46,0.014765
35,47,0.014760
20,48,0.014657
21,50,0.014560
34,54,0.014554
4,35,0.014467
14,29,0.014464
36,43,0.014437
19,28,0.014407
2,16,0.014370
31,44,0.014221
19,25,0.014206
5,53,0.014181
10,14,0.014163
3,28,0.014118
2,58,0.013994
31,35,0.013862
25,32,0.013708
23,28,0.013411
5,41,0.013406
46,56,0.013337
32,48,0.013315
43,46,0.013290
9,40,0.013183
35,57,0.013103
13,60,0.013030
29,41,0.012938
1,15,0.012902
19,41,0.012838
12,35,0.012715
41,53,0.012697
13,36,0.012631
35,39,0.012585
18,35,0.012305
1,30,0.012290
38,45,0.012229
18,47,0.012175
44,48,0.012144
10,19,0.012138
33,43,0.012131
19,45,0.012119
28,60,0.012067
32,53,0.012046
29,47,0.012026
36,54,0.011903
10,28,0.011747
12,19,0.011713
3,62,0.011691
23,34,0.011620
15,45,0.011497
47,56,0.011491
15,26,0.011469
25,43,0.011162
7,38,0.011077
12,29,0.011057
7,57,0.010948
17,28,0.010910
10,39,0.010875
16,38,0.010850
32,41,0.010846
40,44,0.010840
24,56,0.010642
14,59,0.010634
4,27,0.010616
5,26,0.010581
51,60,0.010471
39,45,0.010357
15,28,0.010295
1,4,0.010207
28,33,0.010076
32,43,0.010066
29,43,0.010029
14,62,0.009937
5,62,0.009925
32,54,0.009878
46,58,0.009796
43,62,0.009740
15,32,0.009738
50,53,0.009288
2,61,0.009154
22,59,0.009025
34,38,0.008994
2,49,0.008872
18,55,0.008865
25,45,0.008854
31,50,0.008608
17,58,0.008369
11,52,0.008354
50,57,0.008208
29,36,0.008204
31,52,0.008179
9,26,0.008132
6,52,0.008096
23,30,0.008055
18,43,0.007907
47,57,0.007892
50,54,0.007837
3,53,0.007828
50,58,0.007611
