0.00000000000000000000e+00	3.58672916889190673828e-01	2.62876451015472412109e-01	2.71610945463180541992e-01	2.19533860683441162109e-01	2.50289618968963623047e-01	2.29788169264793395996e-01	2.32805281877517700195e-01	2.38216683268547058105e-01	2.15507566928863525391e-01	2.21196174621582031250e-01	2.01831758022308349609e-01	2.57313936948776245117e-01	2.06578493118286132812e-01	2.17031434178352355957e-01	2.18587324023246765137e-01	2.30990618467330932617e-01	2.15593099594116210938e-01	2.55655854940414428711e-01	1.96695044636726379395e-01	2.06321299076080322266e-01	2.06968665122985839844e-01	2.14163035154342651367e-01	2.33670040965080261230e-01	2.13415920734405517578e-01	1.99007838964462280273e-01	2.04527318477630615234e-01	2.54172146320343017578e-01	2.04545974731445312500e-01	1.75564080476760864258e-01	2.23406553268432617188e-01	2.32096582651138305664e-01	1.72451794147491455078e-01	2.26165175437927246094e-01	2.26777613162994384766e-01	1.74365609884262084961e-01	1.79229915142059326172e-01	1.85284316539764404297e-01	1.82513236999511718750e-01	1.63240820169448852539e-01	1.61810323596000671387e-01	1.84944435954093933105e-01	1.76453098654747009277e-01	2.00953543186187744141e-01	1.76209524273872375488e-01	2.02994838356971740723e-01	1.80073738098144531250e-01	2.42023468017578125000e-01	1.68380483984947204590e-01	1.87088251113891601562e-01	1.97036355733871459961e-01	1.75114512443542480469e-01	1.67137145996093750000e-01	1.73773661255836486816e-01	1.63329407572746276855e-01	1.66159018874168395996e-01	1.88467025756835937500e-01	2.25099861621856689453e-01	2.02944934368133544922e-01	1.71850532293319702148e-01	2.06833153963088989258e-01	1.63147866725921630859e-01	1.74259617924690246582e-01	1.99209511280059814453e-01	1.98235571384429931641e-01	2.36702322959899902344e-01	1.81093320250511169434e-01	1.78555309772491455078e-01	1.94196879863739013672e-01	2.01930329203605651855e-01	2.28760123252868652344e-01	2.14726701378822326660e-01	2.25100129842758178711e-01	2.01996564865112304688e-01	1.73753663897514343262e-01	1.86585888266563415527e-01	2.13356807827949523926e-01	1.81411311030387878418e-01	1.86305135488510131836e-01	2.52484411001205444336e-01	2.16960847377777099609e-01	2.12229937314987182617e-01	2.13048577308654785156e-01	
3.58672976493835449219e-01	0.00000000000000000000e+00	3.70035916566848754883e-01	3.37476938962936401367e-01	2.19250619411468505859e-01	2.23140031099319458008e-01	1.75573304295539855957e-01	2.30091750621795654297e-01	2.14609324932098388672e-01	1.55706197023391723633e-01	2.48066812753677368164e-01	2.59211510419845581055e-01	2.60811120271682739258e-01	1.77683919668197631836e-01	1.96726903319358825684e-01	1.90675199031829833984e-01	2.08972126245498657227e-01	2.63447642326354980469e-01	1.89068377017974853516e-01	2.38798439502716064453e-01	2.48611122369766235352e-01	2.05569386482238769531e-01	1.51162475347518920898e-01	1.94096833467483520508e-01	1.91636174917221069336e-01	1.75553858280181884766e-01	1.20825797319412231445e-01	2.30679512023925781250e-01	2.68222063779830932617e-01	1.21578544378280639648e-01	1.27123326063156127930e-01	2.09261655807495117188e-01	2.04441010951995849609e-01	2.38494485616683959961e-01	2.55951672792434692383e-01	2.10941582918167114258e-01	1.71233415603637695312e-01	2.55854249000549316406e-01	2.19464659690856933594e-01	1.52324646711349487305e-01	1.36430323123931884766e-01	1.83902919292449951172e-01	1.66874736547470092773e-01	2.05577075481414794922e-01	2.04400211572647094727e-01	1.73650801181793212891e-01	2.23199158906936645508e-01	2.44645625352859497070e-01	1.63821935653686523438e-01	1.88719391822814941406e-01	2.42324739694595336914e-01	1.93973839282989501953e-01	1.82203412055969238281e-01	2.01234787702560424805e-01	1.74780577421188354492e-01	2.39388704299926757812e-01	1.63583517074584960938e-01	1.65994897484779357910e-01	2.11543798446655273438e-01	2.07062780857086181641e-01	1.61319375038146972656e-01	1.62710130214691162109e-01	1.53927743434906005859e-01	1.82714730501174926758e-01	2.62132942676544189453e-01	1.86759442090988159180e-01	1.13720089197158813477e-01	1.36561036109924316406e-01	2.01526135206222534180e-01	2.51169562339782714844e-01	2.37954467535018920898e-01	2.13720068335533142090e-01	2.12279751896858215332e-01	2.10221022367477416992e-01	2.03358665108680725098e-01	1.97653219103813171387e-01	1.90216585993766784668e-01	2.34462887048721313477e-01	2.41020381450653076172e-01	2.29622334241867065430e-01	2.51756489276885986328e-01	2.56588697433471679688e-01	2.27718472480773925781e-01	
2.62876510620117187500e-01	3.70035916566848754883e-01	0.00000000000000000000e+00	4.50882852077484130859e-01	4.65689420700073242188e-01	3.41746926307678222656e-01	1.93232655525207519531e-01	2.38418996334075927734e-01	3.37644934654235839844e-01	2.60659098625183105469e-01	2.26005673408508300781e-01	1.64071261882781982422e-01	2.62952029705047607422e-01	2.26164937019348144531e-01	2.24252611398696899414e-01	1.96309685707092285156e-01	2.36357927322387695312e-01	2.46562421321868896484e-01	1.83456480503082275391e-01	1.95344150066375732422e-01	1.37357890605926513672e-01	2.57383346557617187500e-01	2.15593278408050537109e-01	1.72755360603332519531e-01	1.85338616371154785156e-01	2.33613908290863037109e-01	9.51983034610748291016e-02	2.24218368530273437500e-01	1.56183421611785888672e-01	2.01096117496490478516e-01	2.49115586280822753906e-01	1.82791829109191894531e-01	1.54472947120666503906e-01	3.35080802440643310547e-01	1.76071524620056152344e-01	1.91097140312194824219e-01	2.28883326053619384766e-01	1.88477635383605957031e-01	1.58841967582702636719e-01	1.25140249729156494141e-01	1.67025625705718994141e-01	1.79220497608184814453e-01	2.11463689804077148438e-01	2.15610384941101074219e-01	1.24722182750701904297e-01	1.04685246944427490234e-01	1.73982977867126464844e-01	2.09465384483337402344e-01	1.74679160118103027344e-01	2.15315163135528564453e-01	2.58451819419860839844e-01	1.55847132205963134766e-01	1.12630367279052734375e-01	1.72255635261535644531e-01	6.88893198966979980469e-02	1.19709908962249755859e-01	2.11011767387390136719e-01	2.12495028972625732422e-01	1.81827127933502197266e-01	2.17462301254272460938e-01	1.07972800731658935547e-01	1.27291321754455566406e-01	1.18221819400787353516e-01	2.98043727874755859375e-01	2.05040276050567626953e-01	1.42022013664245605469e-01	1.85561120510101318359e-01	2.47880220413208007812e-01	2.49546885490417480469e-01	2.22911477088928222656e-01	3.06378424167633056641e-01	2.23948568105697631836e-01	2.51034051179885864258e-01	2.62558162212371826172e-01	1.82860732078552246094e-01	2.10144698619842529297e-01	2.54484385251998901367e-01	2.12978422641754150391e-01	2.24962815642356872559e-01	2.10989907383918762207e-01	2.92384028434753417969e-01	2.76451051235198974609e-01	2.39586055278778076172e-01	
2.71610915660858154297e-01	3.37476998567581176758e-01	4.50882673263549804688e-01	0.00000000000000000000e+00	3.60736966133117675781e-01	3.57738792896270751953e-01	1.88249498605728149414e-01	3.32891941070556640625e-01	2.58108079433441162109e-01	3.08512508869171142578e-01	2.56305456161499023438e-01	2.16542303562164306641e-01	2.83245503902435302734e-01	2.05770015716552734375e-01	1.77264451980590820312e-01	2.70012378692626953125e-01	3.77448379993438720703e-01	2.51002669334411621094e-01	2.90753245353698730469e-01	2.88222789764404296875e-01	2.40028142929077148438e-01	2.53517985343933105469e-01	2.39489734172821044922e-01	3.29261600971221923828e-01	2.52965331077575683594e-01	2.25242555141448974609e-01	1.55430257320404052734e-01	2.35783219337463378906e-01	2.32432126998901367188e-01	1.75662577152252197266e-01	2.75174856185913085938e-01	8.34278464317321777344e-02	2.41810619831085205078e-01	2.51176953315734863281e-01	2.88035273551940917969e-01	2.47508525848388671875e-01	1.90171241760253906250e-01	1.97190999984741210938e-01	2.85178720951080322266e-01	1.73923015594482421875e-01	1.48679375648498535156e-01	1.38659238815307617188e-01	1.95848345756530761719e-01	1.71501576900482177734e-01	1.64559841156005859375e-01	1.13839983940124511719e-01	1.33214771747589111328e-01	1.76700413227081298828e-01	1.21376037597656250000e-01	1.03665411472320556641e-01	2.22152590751647949219e-01	2.67195105552673339844e-01	1.47760689258575439453e-01	3.13317239284515380859e-01	1.78702950477600097656e-01	2.22635149955749511719e-01	1.07833206653594970703e-01	1.93391978740692138672e-01	2.04360008239746093750e-01	1.77012443542480468750e-01	9.48145389556884765625e-02	2.61821210384368896484e-01	1.45964086055755615234e-01	1.08474373817443847656e-01	1.23118400573730468750e-01	8.69034528732299804688e-02	1.83756858110427856445e-01	1.57155454158782958984e-01	2.57428884506225585938e-01	2.94233798980712890625e-01	2.00711786746978759766e-01	2.61788338422775268555e-01	2.34676986932754516602e-01	1.94662153720855712891e-01	1.37449413537979125977e-01	1.34750470519065856934e-01	2.02016830444335937500e-01	1.62099227309226989746e-01	1.78371235728263854980e-01	1.47263601422309875488e-01	1.87978416681289672852e-01	2.66388148069381713867e-01	1.84326291084289550781e-01	
2.19533890485763549805e-01	2.19250500202178955078e-01	4.65689659118652343750e-01	3.60736966133117675781e-01	0.00000000000000000000e+00	3.89733791351318359375e-01	3.21254372596740722656e-01	3.50411057472229003906e-01	3.62487733364105224609e-01	3.86623322963714599609e-01	3.25146317481994628906e-01	2.70860135555267333984e-01	2.17098653316497802734e-01	2.37135648727416992188e-01	3.43607306480407714844e-01	2.85263478755950927734e-01	2.02836573123931884766e-01	1.86074554920196533203e-01	1.87257647514343261719e-01	2.47057080268859863281e-01	2.24538266658782958984e-01	2.21631467342376708984e-01	3.69004130363464355469e-01	4.21603560447692871094e-01	2.50526428222656250000e-01	2.08115816116333007812e-01	3.31140220165252685547e-01	1.52232766151428222656e-01	1.87115669250488281250e-01	2.23768770694732666016e-01	2.78362691402435302734e-01	1.56473934650421142578e-01	2.52955019474029541016e-01	1.45032703876495361328e-01	2.03734219074249267578e-01	1.71258747577667236328e-01	2.96528398990631103516e-01	1.27085506916046142578e-01	1.21486425399780273438e-01	1.22691035270690917969e-01	1.75586700439453125000e-01	1.66672408580780029297e-01	8.80016684532165527344e-02	1.10156416893005371094e-01	1.42537891864776611328e-01	1.41229391098022460938e-01	2.46949255466461181641e-01	2.34286546707153320312e-01	1.31626129150390625000e-01	1.37254714965820312500e-01	1.04668915271759033203e-01	1.48701548576354980469e-01	9.28537845611572265625e-02	8.75518321990966796875e-02	1.29396557807922363281e-01	1.16093516349792480469e-01	1.47383153438568115234e-01	1.44468098878860473633e-01	1.36219620704650878906e-01	1.68682992458343505859e-01	2.24421679973602294922e-01	1.83827519416809082031e-01	1.57267153263092041016e-01	1.33674919605255126953e-01	1.62190794944763183594e-01	1.28476262092590332031e-01	3.14694762229919433594e-01	2.87329852581024169922e-01	4.64384377002716064453e-01	2.14623928070068359375e-01	2.12191879749298095703e-01	2.15148568153381347656e-01	1.73935383558273315430e-01	2.48624891042709350586e-01	1.73136293888092041016e-01	1.67255088686943054199e-01	1.66819810867309570312e-01	1.90284907817840576172e-01	2.20750778913497924805e-01	2.07718044519424438477e-01	2.31600850820541381836e-01	2.40740418434143066406e-01	1.87722802162170410156e-01	
2.50289559364318847656e-01	2.23140060901641845703e-01	3.41747105121612548828e-01	3.57738673686981201172e-01	3.89733910560607910156e-01	0.00000000000000000000e+00	3.33450436592102050781e-01	5.43997347354888916016e-01	2.07609415054321289062e-01	3.55230450630187988281e-01	3.86905312538146972656e-01	2.14189052581787109375e-01	2.35757946968078613281e-01	2.63297200202941894531e-01	2.46616542339324951172e-01	3.49061608314514160156e-01	5.55326700210571289062e-01	2.48203992843627929688e-01	3.85808348655700683594e-01	3.28124761581420898438e-01	2.77966737747192382812e-01	2.17304348945617675781e-01	5.20799517631530761719e-01	2.50635623931884765625e-01	1.78157329559326171875e-01	2.47854709625244140625e-01	1.71125590801239013672e-01	2.15406417846679687500e-01	2.65278458595275878906e-01	1.57762527465820312500e-01	1.99240207672119140625e-01	2.55668044090270996094e-01	1.88425719738006591797e-01	3.13906192779541015625e-01	1.26085162162780761719e-01	2.62449979782104492188e-01	2.72033333778381347656e-01	2.00674533843994140625e-01	1.98357701301574707031e-01	2.38030314445495605469e-01	9.84526872634887695312e-02	1.58950746059417724609e-01	1.81224942207336425781e-01	1.90536379814147949219e-01	1.39232516288757324219e-01	1.17890775203704833984e-01	1.19432806968688964844e-01	1.26905143260955810547e-01	9.26049351692199707031e-02	2.72906541824340820312e-01	1.29909038543701171875e-01	1.78673744201660156250e-01	1.78043484687805175781e-01	1.60819053649902343750e-01	1.30438208580017089844e-01	2.25668549537658691406e-01	1.17080390453338623047e-01	1.65942668914794921875e-01	1.31154775619506835938e-01	1.07452452182769775391e-01	1.70345425605773925781e-01	1.52484416961669921875e-01	1.27401173114776611328e-01	1.36590242385864257812e-01	1.48891687393188476562e-01	1.22955381870269775391e-01	1.51949524879455566406e-01	2.55046010017395019531e-01	2.05759346485137939453e-01	1.99517071247100830078e-01	1.83019280433654785156e-01	1.81110620498657226562e-01	1.77446275949478149414e-01	1.60815536975860595703e-01	1.14775836467742919922e-01	1.43824428319931030273e-01	2.06606805324554443359e-01	1.63650512695312500000e-01	1.76500007510185241699e-01	1.91133201122283935547e-01	1.96230024099349975586e-01	2.10140347480773925781e-01	1.73953071236610412598e-01	
2.29788154363632202148e-01	1.75573319196701049805e-01	1.93232595920562744141e-01	1.88249439001083374023e-01	3.21254372596740722656e-01	3.33450257778167724609e-01	0.00000000000000000000e+00	2.52806156873703002930e-01	3.99876534938812255859e-01	1.99967682361602783203e-01	3.27951759099960327148e-01	2.14200884103775024414e-01	2.69609987735748291016e-01	2.03461796045303344727e-01	2.61461764574050903320e-01	2.61696100234985351562e-01	2.78877198696136474609e-01	2.28329747915267944336e-01	2.15573787689208984375e-01	1.62293791770935058594e-01	2.24402278661727905273e-01	2.21075713634490966797e-01	2.66274511814117431641e-01	1.04804009199142456055e-01	1.19082003831863403320e-01	3.86278837919235229492e-01	4.75031346082687377930e-01	1.56187534332275390625e-01	1.53773844242095947266e-01	2.66642242670059204102e-01	1.67360484600067138672e-01	2.12404817342758178711e-01	2.14180439710617065430e-01	1.56561613082885742188e-01	2.19751626253128051758e-01	1.62084817886352539062e-01	1.71522885560989379883e-01	2.21130907535552978516e-01	2.32354521751403808594e-01	1.80509477853775024414e-01	1.96307390928268432617e-01	1.64209276437759399414e-01	1.64042115211486816406e-01	1.68040484189987182617e-01	1.76228106021881103516e-01	1.53003454208374023438e-01	1.88822209835052490234e-01	2.28197067975997924805e-01	2.83932834863662719727e-01	1.25182986259460449219e-01	1.79602622985839843750e-01	1.45130038261413574219e-01	1.74814462661743164062e-01	1.19941830635070800781e-01	1.76087677478790283203e-01	2.04775065183639526367e-01	1.95407688617706298828e-01	2.19160288572311401367e-01	1.82785034179687500000e-01	1.87215805053710937500e-01	1.94776356220245361328e-01	1.39233618974685668945e-01	1.47459775209426879883e-01	1.25100046396255493164e-01	2.19345331192016601562e-01	1.86694920063018798828e-01	3.33551168441772460938e-01	1.54433220624923706055e-01	1.33761376142501831055e-01	1.68442577123641967773e-01	1.89609140157699584961e-01	1.94271996617317199707e-01	1.86653792858123779297e-01	1.91928565502166748047e-01	2.07121342420578002930e-01	2.05292552709579467773e-01	1.83708563446998596191e-01	2.09022998809814453125e-01	1.94308564066886901855e-01	2.28956997394561767578e-01	2.26911514997482299805e-01	1.93512618541717529297e-01	2.14259445667266845703e-01	
2.32805460691452026367e-01	2.30091601610183715820e-01	2.38418996334075927734e-01	3.32891881465911865234e-01	3.50410938262939453125e-01	5.43997108936309814453e-01	2.52806156873703002930e-01	0.00000000000000000000e+00	3.59681367874145507812e-01	3.07792425155639648438e-01	1.70210659503936767578e-01	1.98721706867218017578e-01	2.52129912376403808594e-01	2.31806993484497070312e-01	3.74954521656036376953e-01	3.56769859790802001953e-01	8.96374940872192382812e-01	1.85837388038635253906e-01	3.09578001499176025391e-01	3.02835702896118164062e-01	1.78064227104187011719e-01	2.64735996723175048828e-01	3.65390717983245849609e-01	1.16098403930664062500e-01	1.75436019897460937500e-01	2.02195584774017333984e-01	2.31719672679901123047e-01	1.79057657718658447266e-01	1.66661024093627929688e-01	2.38005757331848144531e-01	1.66780769824981689453e-01	1.63421869277954101562e-01	1.58038437366485595703e-01	2.12198913097381591797e-01	2.57942497730255126953e-01	2.09979951381683349609e-01	1.52183532714843750000e-01	5.61797618865966796875e-02	1.65969491004943847656e-01	2.43705034255981445312e-01	2.52967059612274169922e-01	1.99886918067932128906e-01	2.04550743103027343750e-01	2.60209977626800537109e-01	1.55638575553894042969e-01	9.17060375213623046875e-02	1.69078230857849121094e-01	1.72398686408996582031e-01	1.70294344425201416016e-01	1.10481560230255126953e-01	1.80956482887268066406e-01	7.81387090682983398438e-02	1.86030924320220947266e-01	1.23919427394866943359e-01	1.92318379878997802734e-01	1.30220174789428710938e-01	1.91836655139923095703e-01	2.41700470447540283203e-01	1.16035878658294677734e-01	7.47004747390747070312e-02	5.06570339202880859375e-02	1.27960979938507080078e-01	1.63838922977447509766e-01	0.00000000000000000000e+00	1.59730136394500732422e-01	6.82185828685760498047e-01	1.64392441511154174805e-01	4.93134617805480957031e-01	1.69320702552795410156e-01	1.05670690536499023438e-01	2.18964874744415283203e-01	1.40514105558395385742e-01	1.72809153795242309570e-01	1.48873060941696166992e-01	1.04225233197212219238e-01	1.97216868400573730469e-01	1.54071599245071411133e-01	1.91749736666679382324e-01	2.20827668905258178711e-01	1.68772190809249877930e-01	1.60067647695541381836e-01	1.75268411636352539062e-01	1.99357494711875915527e-01	
2.38216623663902282715e-01	2.14609354734420776367e-01	3.37645053863525390625e-01	2.58108139038085937500e-01	3.62487792968750000000e-01	2.07609355449676513672e-01	3.99876594543457031250e-01	3.59681248664855957031e-01	0.00000000000000000000e+00	2.61855244636535644531e-01	5.36910653114318847656e-01	3.79371106624603271484e-01	3.32849264144897460938e-01	2.96508669853210449219e-01	2.14872419834136962891e-01	4.00840163230895996094e-01	1.84283018112182617188e-01	6.79293632507324218750e-01	2.06875145435333251953e-01	1.68682098388671875000e-01	2.39628851413726806641e-01	2.89379715919494628906e-01	2.22453355789184570312e-01	1.49184048175811767578e-01	1.65173649787902832031e-01	1.72436535358428955078e-01	2.45823264122009277344e-01	2.04426050186157226562e-01	2.34520018100738525391e-01	1.99682116508483886719e-01	1.44095242023468017578e-01	1.50599598884582519531e-01	1.77799403667449951172e-01	1.16440951824188232422e-01	8.75741839408874511719e-02	1.09228551387786865234e-01	2.48770475387573242188e-01	2.10280537605285644531e-01	2.95217514038085937500e-01	2.37084031105041503906e-01	1.54671907424926757812e-01	2.61910855770111083984e-01	2.26619184017181396484e-01	1.17002308368682861328e-01	3.63355755805969238281e-01	2.23956525325775146484e-01	2.88524806499481201172e-01	1.63583099842071533203e-01	1.69332325458526611328e-01	1.75344645977020263672e-01	1.80868864059448242188e-01	1.52666211128234863281e-01	3.47206652164459228516e-01	1.55775487422943115234e-01	3.08827102184295654297e-01	1.75953090190887451172e-01	2.09979772567749023438e-01	1.46257936954498291016e-01	1.73986852169036865234e-01	6.94030523300170898438e-02	1.83268785476684570312e-01	1.43272697925567626953e-01	3.43622446060180664062e-01	2.16604590415954589844e-01	1.56087875366210937500e-01	2.55285263061523437500e-01	1.43586963415145874023e-01	2.29043424129486083984e-01	1.40030026435852050781e-01	7.42848515510559082031e-02	7.60294497013092041016e-02	1.13475352525711059570e-01	6.82477056980133056641e-02	8.60633999109268188477e-02	1.87135487794876098633e-01	1.88666597008705139160e-01	1.42071485519409179688e-01	1.69615194201469421387e-01	1.81415051221847534180e-01	1.40231251716613769531e-01	1.07899531722068786621e-01	8.48802477121353149414e-02	1.26315161585807800293e-01	
2.15507492423057556152e-01	1.55706197023391723633e-01	2.60659217834472656250e-01	3.08512628078460693359e-01	3.86622965335845947266e-01	3.55230569839477539062e-01	1.99967771768569946289e-01	3.07792544364929199219e-01	2.61855065822601318359e-01	0.00000000000000000000e+00	3.99463295936584472656e-01	3.63754868507385253906e-01	4.02230858802795410156e-01	3.86330366134643554688e-01	2.94467151165008544922e-01	2.12313532829284667969e-01	2.82229185104370117188e-01	3.22901964187622070312e-01	4.07652914524078369141e-01	1.71885848045349121094e-01	1.95526480674743652344e-01	2.71844625473022460938e-01	3.22523653507232666016e-01	2.19258546829223632812e-01	2.35656499862670898438e-01	6.33800625801086425781e-02	1.88284933567047119141e-01	1.77809238433837890625e-01	2.22187638282775878906e-01	3.29294502735137939453e-01	2.62169480323791503906e-01	1.98009610176086425781e-01	1.63845598697662353516e-01	3.76427292823791503906e-01	2.01479077339172363281e-01	3.15882682800292968750e-01	1.74189984798431396484e-01	3.29643011093139648438e-01	9.23390984535217285156e-02	2.27834224700927734375e-01	2.07005500793457031250e-01	2.84860730171203613281e-01	9.22107696533203125000e-02	1.76344394683837890625e-01	2.17890918254852294922e-01	1.97506904602050781250e-01	1.69176757335662841797e-01	2.04935908317565917969e-01	1.57171130180358886719e-01	2.06679344177246093750e-01	2.05932378768920898438e-01	1.27883195877075195312e-01	1.68045759201049804688e-01	1.93493247032165527344e-01	1.50502681732177734375e-01	1.81408762931823730469e-01	1.15753829479217529297e-01	1.52827918529510498047e-01	1.59915268421173095703e-01	1.55685842037200927734e-01	2.84880757331848144531e-01	2.21596479415893554688e-01	2.18677163124084472656e-01	5.43080091476440429688e-01	1.19499564170837402344e-01	1.86445534229278564453e-01	1.82034790515899658203e-01	1.49001359939575195312e-01	1.35265231132507324219e-01	1.34705662727355957031e-01	1.57486200332641601562e-01	9.24028456211090087891e-02	1.54161155223846435547e-01	1.08694911003112792969e-01	1.95929437875747680664e-01	2.17131167650222778320e-01	1.81353986263275146484e-01	1.39400348067283630371e-01	1.73506647348403930664e-01	2.17303544282913208008e-01	1.29303276538848876953e-01	1.57571882009506225586e-01	8.15575867891311645508e-02	
