0.00000000000000000000e+00	7.65846967697143554688e-01	6.97360038757324218750e-01	6.55429184436798095703e-01	6.32393598556518554688e-01	6.06135010719299316406e-01	5.64511716365814208984e-01	5.88331043720245361328e-01	5.03970026969909667969e-01	5.11909365653991699219e-01	5.11696219444274902344e-01	4.56007301807403564453e-01	5.18005430698394775391e-01	5.28564095497131347656e-01	4.91500020027160644531e-01	5.60839176177978515625e-01	5.18256604671478271484e-01	5.28157472610473632812e-01	5.09046852588653564453e-01	5.42774081230163574219e-01	4.99324411153793334961e-01	5.64687132835388183594e-01	5.25172948837280273438e-01	4.77452367544174194336e-01	5.21266698837280273438e-01	5.11828422546386718750e-01	5.40300965309143066406e-01	5.85359692573547363281e-01	4.76410269737243652344e-01	5.38350582122802734375e-01	5.66008508205413818359e-01	4.88640576601028442383e-01	4.64434683322906494141e-01	5.12940764427185058594e-01	5.50327658653259277344e-01	4.89089459180831909180e-01	4.88408207893371582031e-01	6.03543400764465332031e-01	4.94234293699264526367e-01	4.91801381111145019531e-01	6.21078908443450927734e-01	4.79741662740707397461e-01	4.51741456985473632812e-01	4.57026004791259765625e-01	4.83398824930191040039e-01	4.64068472385406494141e-01	5.18419504165649414062e-01	4.70330923795700073242e-01	5.13769686222076416016e-01	5.10155022144317626953e-01	
7.65846967697143554688e-01	0.00000000000000000000e+00	6.83766484260559082031e-01	6.79746091365814208984e-01	6.12762928009033203125e-01	6.02404475212097167969e-01	5.81633865833282470703e-01	5.43540239334106445312e-01	5.25916397571563720703e-01	5.45372426509857177734e-01	5.36825418472290039062e-01	5.19859790802001953125e-01	5.28743088245391845703e-01	5.59565246105194091797e-01	5.35772144794464111328e-01	5.13797163963317871094e-01	5.14783978462219238281e-01	5.29268145561218261719e-01	5.11263847351074218750e-01	5.28017997741699218750e-01	4.73398268222808837891e-01	5.69702565670013427734e-01	5.25177717208862304688e-01	4.45355951786041259766e-01	5.18374562263488769531e-01	4.95108395814895629883e-01	5.14104425907135009766e-01	5.29427409172058105469e-01	5.05834341049194335938e-01	5.12597501277923583984e-01	5.36094129085540771484e-01	5.01528263092041015625e-01	5.14231324195861816406e-01	4.89322364330291748047e-01	5.33048629760742187500e-01	4.72703218460083007812e-01	5.20198643207550048828e-01	5.33559858798980712891e-01	5.50378322601318359375e-01	4.82507050037384033203e-01	5.83914875984191894531e-01	5.28040707111358642578e-01	4.73812401294708251953e-01	4.60970878601074218750e-01	5.05612015724182128906e-01	4.70041155815124511719e-01	5.06316721439361572266e-01	4.74480301141738891602e-01	5.17530739307403564453e-01	4.99218344688415527344e-01	
6.97360038757324218750e-01	6.83766484260559082031e-01	0.00000000000000000000e+00	1.07338178157806396484e+00	8.89334440231323242188e-01	7.35622763633728027344e-01	8.24016511440277099609e-01	6.20665848255157470703e-01	3.64378213882446289062e-01	6.73066854476928710938e-01	6.36837601661682128906e-01	3.44929575920104980469e-01	5.13911068439483642578e-01	6.25692248344421386719e-01	5.03940045833587646484e-01	3.75757247209548950195e-01	5.95080912113189697266e-01	5.83387076854705810547e-01	4.30292934179306030273e-01	4.75088626146316528320e-01	3.35177809000015258789e-01	5.85843980312347412109e-01	4.55109357833862304688e-01	4.94654655456542968750e-01	5.92968046665191650391e-01	5.36940574645996093750e-01	4.30587202310562133789e-01	6.15556955337524414062e-01	5.82898855209350585938e-01	4.42597746849060058594e-01	4.82742846012115478516e-01	5.50133943557739257812e-01	4.49427068233489990234e-01	3.99319767951965332031e-01	6.26572191715240478516e-01	2.67916977405548095703e-01	5.03884553909301757812e-01	4.91564035415649414062e-01	5.07025063037872314453e-01	4.50853705406188964844e-01	6.64423763751983642578e-01	4.84395563602447509766e-01	4.54906821250915527344e-01	3.68203520774841308594e-01	4.56487566232681274414e-01	4.30126249790191650391e-01	4.89372074604034423828e-01	4.10469710826873779297e-01	5.67986786365509033203e-01	4.72767651081085205078e-01	
6.55429124832153320312e-01	6.79746091365814208984e-01	1.07338190078735351562e+00	0.00000000000000000000e+00	1.07850742340087890625e+00	8.13224852085113525391e-01	1.11244320869445800781e+00	7.46638357639312744141e-01	5.16020476818084716797e-01	6.01703703403472900391e-01	5.91719746589660644531e-01	5.15565097332000732422e-01	6.36412441730499267578e-01	6.25572502613067626953e-01	6.08718037605285644531e-01	4.40521657466888427734e-01	5.18130540847778320312e-01	6.35919332504272460938e-01	3.96032214164733886719e-01	4.45806086063385009766e-01	2.98556983470916748047e-01	5.71713149547576904297e-01	3.33638787269592285156e-01	5.07201969623565673828e-01	5.02226829528808593750e-01	4.48056757450103759766e-01	5.09898900985717773438e-01	5.25754272937774658203e-01	4.68582272529602050781e-01	3.33136141300201416016e-01	4.44373726844787597656e-01	5.65902411937713623047e-01	4.14926886558532714844e-01	3.80403578281402587891e-01	5.57106852531433105469e-01	2.20780670642852783203e-01	5.42770266532897949219e-01	4.56200122833251953125e-01	6.16935074329376220703e-01	3.91440451145172119141e-01	4.79177504777908325195e-01	5.20716547966003417969e-01	4.07660841941833496094e-01	3.94175529479980468750e-01	3.24142724275588989258e-01	2.80125498771667480469e-01	6.71803414821624755859e-01	3.93194735050201416016e-01	5.30578732490539550781e-01	5.88848710060119628906e-01	
6.32393598556518554688e-01	6.12762928009033203125e-01	8.89334201812744140625e-01	1.07850718498229980469e+00	0.00000000000000000000e+00	1.14760291576385498047e+00	1.00768280029296875000e+00	6.79553031921386718750e-01	5.77352762222290039062e-01	5.91762065887451171875e-01	5.60488343238830566406e-01	4.68804717063903808594e-01	7.46966004371643066406e-01	5.13221263885498046875e-01	5.42801380157470703125e-01	4.50184047222137451172e-01	4.74000215530395507812e-01	4.85097169876098632812e-01	3.85406970977783203125e-01	4.48136687278747558594e-01	4.54157531261444091797e-01	5.57226538658142089844e-01	4.02719736099243164062e-01	4.66827988624572753906e-01	6.42837882041931152344e-01	5.98351836204528808594e-01	4.63280320167541503906e-01	6.74257040023803710938e-01	5.35762548446655273438e-01	3.47295224666595458984e-01	3.48898351192474365234e-01	5.84689497947692871094e-01	5.85834741592407226562e-01	3.79092752933502197266e-01	5.30926167964935302734e-01	4.10090208053588867188e-01	3.92715036869049072266e-01	3.28455567359924316406e-01	6.18628501892089843750e-01	4.74658727645874023438e-01	3.37102502584457397461e-01	4.46200311183929443359e-01	4.34410035610198974609e-01	4.68271136283874511719e-01	3.91704857349395751953e-01	4.48483169078826904297e-01	4.49977517127990722656e-01	4.40487980842590332031e-01	5.32308936119079589844e-01	5.54372191429138183594e-01	
6.06135010719299316406e-01	6.02404356002807617188e-01	7.35622823238372802734e-01	8.13225150108337402344e-01	1.14760291576385498047e+00	0.00000000000000000000e+00	1.23500812053680419922e+00	8.37783217430114746094e-01	9.33569908142089843750e-01	7.53301143646240234375e-01	6.26112103462219238281e-01	7.11839795112609863281e-01	5.86582183837890625000e-01	6.39441132545471191406e-01	6.15298271179199218750e-01	5.41405081748962402344e-01	3.76279115676879882812e-01	4.84076142311096191406e-01	3.89586329460144042969e-01	4.34274673461914062500e-01	3.07980179786682128906e-01	5.67145824432373046875e-01	3.83602261543273925781e-01	6.34271740913391113281e-01	4.90284681320190429688e-01	4.80274796485900878906e-01	4.89966154098510742188e-01	6.92169427871704101562e-01	5.81199407577514648438e-01	3.55936050415039062500e-01	3.85848343372344970703e-01	6.53566360473632812500e-01	4.77502226829528808594e-01	5.43029546737670898438e-01	6.49568200111389160156e-01	4.34170484542846679688e-01	4.44588661193847656250e-01	3.90276789665222167969e-01	4.45833802223205566406e-01	5.61610817909240722656e-01	3.58069956302642822266e-01	3.25179100036621093750e-01	4.04395341873168945312e-01	4.19100403785705566406e-01	3.35044443607330322266e-01	4.14743661880493164062e-01	4.43084120750427246094e-01	3.39829921722412109375e-01	4.02200460433959960938e-01	4.67996180057525634766e-01	
5.64511835575103759766e-01	5.81633746623992919922e-01	8.24016273021697998047e-01	1.11244308948516845703e+00	1.00768303871154785156e+00	1.23500800132751464844e+00	0.00000000000000000000e+00	1.19067275524139404297e+00	6.69587254524230957031e-01	7.12513804435729980469e-01	7.32237458229064941406e-01	5.72361707687377929688e-01	5.10416746139526367188e-01	7.68944382667541503906e-01	6.20765686035156250000e-01	5.20113825798034667969e-01	5.27619600296020507812e-01	4.84307050704956054688e-01	3.54573011398315429688e-01	3.88010501861572265625e-01	2.74971842765808105469e-01	5.03991603851318359375e-01	4.87108826637268066406e-01	3.63021612167358398438e-01	5.20289421081542968750e-01	4.57372784614562988281e-01	3.47182989120483398438e-01	5.33013939857482910156e-01	4.54811215400695800781e-01	4.02045845985412597656e-01	3.66892814636230468750e-01	6.33324861526489257812e-01	6.26291751861572265625e-01	3.76605391502380371094e-01	8.60651016235351562500e-01	4.20165777206420898438e-01	4.32013630867004394531e-01	4.68579888343811035156e-01	5.43976426124572753906e-01	3.53437066078186035156e-01	4.33556258678436279297e-01	2.42267012596130371094e-01	3.75000596046447753906e-01	2.53638863563537597656e-01	3.61375629901885986328e-01	3.80882978439331054688e-01	5.08077740669250488281e-01	6.29478573799133300781e-01	5.95750212669372558594e-01	5.18266797065734863281e-01	
5.88331043720245361328e-01	5.43540239334106445312e-01	6.20665907859802246094e-01	7.46638357639312744141e-01	6.79553270339965820312e-01	8.37782979011535644531e-01	1.19067287445068359375e+00	0.00000000000000000000e+00	1.78853535652160644531e+00	8.60160946846008300781e-01	8.01497101783752441406e-01	1.16275131702423095703e+00	7.28014230728149414062e-01	6.97109580039978027344e-01	5.28900504112243652344e-01	2.96085000038146972656e-01	4.13512945175170898438e-01	5.73551535606384277344e-01	4.31611895561218261719e-01	3.12210679054260253906e-01	2.37413763999938964844e-01	5.72208523750305175781e-01	3.69932055473327636719e-01	5.33231019973754882812e-01	7.91516780853271484375e-01	4.78982806205749511719e-01	3.17087411880493164062e-01	8.00111651420593261719e-01	5.70171833038330078125e-01	1.85690402984619140625e-01	4.03346061706542968750e-01	7.60545730590820312500e-01	3.90798449516296386719e-01	3.88289809226989746094e-01	4.30123329162597656250e-01	1.09433495998382568359e+00	4.60518598556518554688e-01	2.11619138717651367188e-01	4.72260594367980957031e-01	5.05657196044921875000e-01	2.83855855464935302734e-01	3.50175261497497558594e-01	5.11187314987182617188e-01	4.29791927337646484375e-01	2.76751518249511718750e-01	3.64958763122558593750e-01	5.31325697898864746094e-01	4.46893453598022460938e-01	3.16929697990417480469e-01	4.29427683353424072266e-01	
5.03969907760620117188e-01	5.25916457176208496094e-01	3.64377975463867187500e-01	5.16020536422729492188e-01	5.77352762222290039062e-01	9.33569908142089843750e-01	6.69587135314941406250e-01	1.78853511810302734375e+00	0.00000000000000000000e+00	1.33384716510772705078e+00	1.20313370227813720703e+00	1.38889968395233154297e+00	8.49581003189086914062e-01	6.46036028861999511719e-01	5.33387780189514160156e-01	3.97613883018493652344e-01	5.69904923439025878906e-01	3.63345861434936523438e-01	3.11980009078979492188e-01	3.83573174476623535156e-01	4.64344739913940429688e-01	3.48763346672058105469e-01	2.64485478401184082031e-01	4.70179915428161621094e-01	4.70170855522155761719e-01	4.61053252220153808594e-01	7.44088053703308105469e-01	9.63436722755432128906e-01	4.25075411796569824219e-01	1.31404042243957519531e-01	5.38430452346801757812e-01	8.66622090339660644531e-01	3.98490548133850097656e-01	3.13205480575561523438e-01	4.30662155151367187500e-01	1.55078065395355224609e+00	4.10046339035034179688e-01	3.24654459953308105469e-01	5.20134925842285156250e-01	5.67932486534118652344e-01	3.25806021690368652344e-01	2.26838350296020507812e-01	3.98219823837280273438e-01	3.50964665412902832031e-01	4.05879139900207519531e-01	1.21166467666625976562e-01	5.85975766181945800781e-01	3.39438080787658691406e-01	4.34601545333862304688e-01	4.64479327201843261719e-01	
5.11909484863281250000e-01	5.45372426509857177734e-01	6.73066914081573486328e-01	6.01703822612762451172e-01	5.91762065887451171875e-01	7.53300309181213378906e-01	7.12513446807861328125e-01	8.60161662101745605469e-01	1.33384740352630615234e+00	0.00000000000000000000e+00	1.06243979930877685547e+00	7.38888859748840332031e-01	9.03932332992553710938e-01	1.50301373004913330078e+00	5.20878195762634277344e-01	2.81016945838928222656e-01	8.40740084648132324219e-01	5.27826189994812011719e-01	3.55565905570983886719e-01	3.80718231201171875000e-01	5.00015735626220703125e-01	5.09399056434631347656e-01	8.91122817993164062500e-01	1.11789441108703613281e+00	4.63828563690185546875e-01	5.36990284919738769531e-01	2.66213655471801757812e-01	1.14409029483795166016e+00	4.42898154258728027344e-01	2.90032982826232910156e-01	5.53562998771667480469e-01	6.67548775672912597656e-01	2.39191174507141113281e-01	3.83746266365051269531e-01	4.32597398757934570312e-01	5.95335125923156738281e-01	3.05044054985046386719e-01	3.07379126548767089844e-01	2.73973226547241210938e-01	4.84423756599426269531e-01	3.78936648368835449219e-01	5.33789992332458496094e-01	3.77113223075866699219e-01	2.78487324714660644531e-01	3.77779364585876464844e-01	4.18367385864257812500e-01	2.88282632827758789062e-01	3.58324527740478515625e-01	2.74720907211303710938e-01	5.18736958503723144531e-01	
