89,90,0.234860
48,53,0.167671
98,125,0.161367
221,229,0.150565
229,231,0.150247
100,121,0.148709
229,235,0.148210
210,211,0.144195
229,233,0.141828
190,192,0.135136
158,167,0.134508
37,38,0.134482
174,182,0.131134
173,189,0.130943
115,116,0.124281
136,158,0.123479
179,218,0.122377
205,207,0.119955
233,235,0.119217
219,220,0.116909
95,97,0.116570
5,8,0.116268
84,86,0.115945
121,127,0.115909
203,220,0.114473
35,37,0.113137
173,174,0.112637
211,221,0.110698
28,100,0.109454
6,28,0.109212
211,218,0.109105
158,229,0.108574
100,158,0.107621
222,236,0.107488
109,110,0.106796
61,62,0.106525
26,37,0.106504
192,235,0.104485
36,48,0.104106
156,165,0.101210
156,158,0.099736
214,236,0.099607
154,156,0.099299
100,229,0.098696
158,221,0.098532
49,54,0.097656
5,6,0.096909
121,179,0.096469
113,114,0.096160
185,192,0.095815
167,221,0.095749
37,59,0.095659
28,121,0.095387
26,28,0.095163
124,129,0.094275
207,210,0.094186
66,87,0.094120
37,66,0.094115
92,94,0.094044
172,184,0.093752
192,233,0.093651
121,158,0.093490
219,235,0.093479
2,3,0.093214
218,219,0.092833
152,159,0.092661
233,234,0.092531
6,26,0.092286
8,11,0.092189
28,37,0.091650
121,125,0.091093
55,57,0.090578
108,109,0.090481
181,182,0.090057
231,237,0.090025
220,228,0.089787
218,235,0.089619
193,232,0.089030
225,226,0.088758
111,116,0.088315
217,235,0.088222
100,136,0.087846
155,162,0.087807
28,221,0.087803
78,79,0.087775
220,233,0.087456
62,134,0.087343
28,229,0.087317
47,208,0.087228
30,33,0.086977
158,179,0.086971
15,26,0.086704
100,167,0.086683
221,235,0.086612
174,187,0.086526
100,221,0.086407
28,158,0.086390
156,219,0.086203
165,166,0.085721
64,87,0.085704
192,219,0.085512
156,192,0.085413
173,218,0.085212
159,174,0.084999
52,80,0.084869
185,219,0.084753
6,121,0.084666
136,229,0.084627
111,112,0.084593
68,70,0.084587
110,111,0.084336
159,162,0.084312
187,188,0.084278
28,53,0.083647
64,66,0.083576
174,218,0.083524
112,113,0.083401
143,178,0.083046
126,153,0.082978
235,236,0.082751
230,232,0.082741
176,179,0.082523
190,215,0.082501
189,190,0.082497
180,184,0.082385
100,127,0.082282
100,125,0.082237
28,48,0.081996
109,111,0.081894
149,154,0.081776
209,216,0.081718
13,15,0.081527
55,61,0.081106
159,207,0.080811
137,154,0.080552
124,128,0.080525
36,37,0.080385
26,35,0.079975
167,229,0.079966
152,162,0.079897
173,188,0.079720
100,123,0.079631
4,7,0.079613
90,127,0.079503
15,17,0.079388
170,171,0.079346
98,99,0.079323
216,236,0.079306
124,126,0.079212
146,147,0.079082
6,100,0.078978
129,207,0.078360
109,113,0.078338
64,65,0.078140
219,233,0.078101
140,146,0.078007
112,114,0.078004
113,115,0.077879
130,132,0.077535
73,77,0.077526
114,115,0.077524
169,200,0.077517
112,116,0.077434
214,216,0.077359
37,203,0.077316
65,66,0.077245
190,208,0.077201
58,61,0.077096
22,26,0.076989
134,135,0.076895
80,83,0.076856
58,78,0.076803
86,87,0.076748
186,188,0.076623
183,188,0.076551
123,125,0.076455
231,233,0.076378
10,20,0.076358
65,87,0.076327
185,235,0.076210
211,229,0.076112
135,136,0.076069
191,192,0.075963
184,189,0.075963
111,114,0.075887
124,170,0.075816
109,112,0.075698
221,233,0.075661
5,114,0.075583
93,128,0.075575
191,236,0.075490
84,100,0.075452
214,234,0.075443
108,113,0.075426
216,232,0.075333
175,201,0.075291
125,143,0.075159
107,115,0.075133
100,179,0.074884
233,237,0.074841
136,185,0.074624
138,152,0.074590
105,107,0.074459
95,102,0.074456
219,221,0.074455
139,162,0.074374
204,210,0.074147
149,165,0.074053
107,109,0.074007
6,229,0.073945
189,210,0.073898
207,208,0.073861
46,56,0.073830
111,113,0.073817
35,36,0.073749
45,58,0.073615
121,229,0.073611
183,191,0.073589
184,188,0.073579
19,20,0.073518
145,216,0.073459
28,136,0.073294
26,59,0.073222
18,22,0.073183
25,154,0.073045
98,185,0.072984
106,113,0.072933
204,230,0.072924
105,116,0.072892
76,86,0.072854
29,32,0.072682
28,179,0.072614
136,167,0.072572
185,210,0.072362
137,138,0.072241
106,107,0.072138
156,185,0.072113
172,182,0.072045
164,173,0.071879
11,20,0.071847
26,203,0.071744
219,228,0.071661
107,110,0.071619
147,148,0.071618
203,219,0.071568
111,115,0.071547
121,221,0.071510
30,46,0.071464
26,68,0.071374
13,19,0.071354
186,198,0.071315
5,9,0.071266
53,155,0.071207
156,167,0.071152
127,136,0.071149
153,154,0.071077
70,78,0.071071
71,139,0.071027
184,187,0.070871
183,185,0.070830
57,88,0.070780
229,237,0.070743
194,195,0.070526
106,115,0.070422
215,220,0.070419
18,24,0.070341
20,21,0.070337
121,136,0.070335
96,125,0.070189
26,125,0.070093
198,224,0.069963
129,130,0.069952
160,161,0.069876
108,114,0.069846
136,221,0.069816
108,110,0.069799
165,185,0.069622
166,182,0.069559
59,121,0.069521
57,61,0.069496
105,106,0.069435
75,76,0.069429
120,141,0.069424
45,88,0.069326
51,54,0.069280
156,203,0.069275
30,61,0.069270
231,232,0.069237
210,219,0.069228
160,198,0.069218
70,73,0.069201
97,98,0.069106
189,217,0.068930
21,22,0.068919
183,210,0.068899
37,179,0.068896
205,218,0.068872
228,232,0.068849
15,22,0.068711
192,207,0.068630
167,179,0.068599
101,118,0.068488
12,31,0.068399
108,111,0.068372
146,151,0.068358
192,210,0.068346
103,199,0.068309
121,205,0.068283
31,38,0.068277
60,67,0.068151
18,59,0.068119
112,115,0.068107
74,111,0.067964
84,125,0.067893
163,222,0.067890
30,31,0.067878
95,126,0.067796
165,221,0.067715
130,162,0.067658
121,123,0.067564
107,114,0.067507
78,105,0.067491
127,130,0.067443
119,123,0.067393
218,220,0.067334
40,42,0.067313
103,117,0.066998
143,159,0.066934
153,169,0.066908
93,129,0.066887
3,4,0.066786
185,188,0.066748
33,35,0.066726
63,84,0.066607
155,159,0.066606
176,216,0.066595
107,108,0.066567
106,110,0.066544
115,198,0.066424
107,113,0.066211
205,221,0.066085
9,69,0.066050
205,217,0.066038
212,222,0.066025
28,167,0.065998
142,145,0.065935
149,185,0.065815
213,215,0.065788
221,231,0.065749
44,61,0.065675
6,7,0.065662
25,205,0.065504
73,74,0.065393
138,162,0.065355
222,224,0.065277
20,88,0.065236
225,230,0.065106
205,211,0.065092
67,168,0.065021
145,147,0.064918
103,115,0.064856
121,165,0.064766
169,171,0.064749
52,54,0.064736
28,84,0.064697
54,119,0.064680
217,219,0.064673
227,230,0.064604
137,159,0.064579
47,55,0.064482
48,51,0.064475
136,235,0.064471
36,46,0.064468
65,125,0.064399
143,145,0.064385
137,152,0.064326
76,77,0.064322
130,131,0.064300
153,161,0.064237
16,17,0.064217
121,167,0.064139
106,114,0.064124
27,102,0.064115
44,56,0.064102
81,123,0.064077
172,181,0.064058
6,13,0.064002
33,52,0.063994
164,237,0.063863
15,24,0.063710
205,208,0.063689
17,89,0.063670
74,75,0.063613
165,238,0.063610
235,237,0.063574
144,153,0.063555
98,156,0.063402
167,174,0.063354
56,57,0.063343
91,176,0.063301
125,210,0.063240
19,21,0.063230
190,207,0.063213
95,124,0.063205
98,148,0.063182
29,176,0.063019
128,130,0.063012
186,199,0.062975
179,185,0.062911
12,14,0.062889
168,209,0.062822
94,235,0.062707
156,233,0.062619
47,135,0.062547
59,179,0.062541
129,202,0.062497
106,108,0.062487
212,216,0.062462
127,158,0.062448
192,218,0.062268
189,196,0.062230
205,229,0.062200
173,185,0.062159
102,118,0.062106
125,231,0.062067
204,231,0.062063
110,116,0.062024
213,214,0.062002
159,205,0.061975
127,154,0.061936
107,116,0.061907
33,55,0.061881
9,45,0.061875
62,89,0.061842
24,84,0.061789
231,235,0.061768
107,111,0.061697
198,199,0.061688
174,189,0.061656
110,115,0.061646
136,155,0.061613
37,176,0.061602
115,117,0.061576
11,12,0.061567
132,134,0.061556
4,115,0.061536
106,112,0.061421
11,21,0.061408
31,102,0.061396
220,230,0.061269
182,183,0.061231
31,55,0.061163
107,112,0.061140
66,68,0.061133
6,221,0.061056
17,28,0.061012
188,195,0.061009
17,220,0.060987
63,90,0.060986
127,192,0.060952
190,193,0.060942
93,125,0.060869
21,51,0.060860
167,233,0.060836
8,38,0.060831
84,133,0.060806
113,116,0.060692
75,77,0.060646
62,156,0.060581
160,212,0.060576
204,219,0.060424
34,35,0.060306
134,156,0.060270
8,31,0.060220
217,221,0.060196
59,69,0.060146
103,113,0.060134
84,127,0.060119
169,170,0.060118
48,63,0.060027
53,100,0.060017
232,236,0.059912
165,203,0.059876
82,189,0.059818
110,113,0.059741
148,150,0.059687
17,34,0.059671
136,137,0.059635
6,165,0.059613
219,229,0.059597
180,224,0.059587
22,64,0.059535
59,64,0.059426
6,158,0.059355
124,155,0.059339
26,121,0.059333
110,112,0.059329
31,34,0.059298
158,159,0.059294
71,109,0.059231
86,117,0.059090
185,233,0.058917
79,81,0.058836
127,231,0.058807
98,218,0.058781
43,46,0.058731
161,234,0.058729
181,224,0.058693
126,128,0.058643
148,152,0.058643
8,16,0.058520
99,174,0.058496
16,58,0.058492
154,204,0.058469
158,185,0.058434
49,50,0.058432
24,28,0.058422
83,92,0.058419
145,157,0.058394
104,105,0.058373
3,21,0.058359
226,230,0.058257
14,16,0.058216
7,32,0.058199
103,104,0.058199
96,99,0.058087
136,156,0.058082
175,178,0.058025
125,137,0.057912
141,143,0.057893
15,80,0.057851
163,194,0.057832
60,62,0.057799
26,82,0.057766
86,89,0.057738
4,5,0.057702
136,179,0.057699
177,222,0.057648
59,98,0.057638
3,71,0.057637
137,146,0.057618
162,205,0.057584
212,215,0.057560
37,56,0.057533
19,22,0.057516
150,159,0.057514
16,19,0.057508
124,148,0.057435
51,85,0.057393
123,141,0.057321
47,129,0.057284
162,210,0.057270
108,116,0.057265
52,82,0.057219
97,220,0.057157
56,59,0.057115
70,113,0.057108
36,38,0.057088
128,129,0.057083
66,136,0.057067
62,84,0.057062
110,114,0.057058
109,114,0.057029
16,23,0.056966
188,189,0.056911
160,163,0.056884
154,205,0.056862
82,86,0.056859
46,105,0.056804
145,146,0.056790
205,210,0.056751
28,125,0.056733
232,233,0.056717
15,31,0.056712
14,61,0.056630
60,89,0.056546
130,145,0.056530
154,173,0.056511
176,193,0.056467
11,52,0.056441
232,235,0.056394
17,179,0.056350
8,116,0.056275
154,192,0.056200
30,32,0.056193
207,220,0.056136
8,9,0.056132
168,169,0.056059
141,198,0.056015
37,192,0.056005
236,237,0.055983
215,222,0.055928
73,76,0.055909
152,210,0.055842
121,185,0.055776
54,104,0.055769
13,26,0.055722
185,218,0.055718
166,168,0.055636
100,185,0.055628
189,223,0.055608
93,95,0.055605
135,174,0.055584
10,11,0.055572
189,204,0.055571
205,219,0.055520
202,208,0.055485
140,150,0.055407
105,117,0.055336
28,211,0.055312
175,177,0.055311
134,147,0.055310
57,79,0.055294
126,129,0.055256
14,49,0.055237
6,167,0.055229
57,62,0.055193
22,24,0.055174
100,211,0.055116
28,47,0.055115
192,194,0.055090
8,19,0.055090
3,115,0.055087
206,217,0.055058
8,109,0.055027
170,202,0.055017
80,124,0.055001
6,207,0.054996
24,127,0.054982
154,158,0.054920
14,86,0.054845
145,158,0.054822
43,70,0.054707
40,45,0.054706
23,85,0.054696
73,78,0.054676
54,154,0.054610
202,219,0.054555
206,223,0.054542
158,235,0.054487
97,124,0.054478
17,22,0.054473
118,171,0.054454
156,229,0.054442
65,127,0.054405
52,137,0.054402
48,98,0.054386
174,188,0.054362
98,157,0.054347
152,155,0.054343
58,88,0.054332
20,80,0.054288
47,48,0.054262
51,126,0.054204
184,199,0.054157
86,90,0.054147
183,222,0.054042
98,153,0.054005
162,174,0.054005
9,112,0.053995
37,82,0.053962
24,123,0.053949
27,34,0.053789
21,90,0.053783
125,176,0.053735
104,116,0.053729
127,232,0.053713
123,131,0.053681
87,89,0.053660
120,161,0.053660
13,17,0.053629
108,112,0.053618
17,176,0.053617
195,198,0.053593
153,171,0.053590
205,233,0.053527
12,16,0.053526
52,60,0.053514
77,109,0.053486
125,132,0.053448
84,98,0.053389
217,233,0.053387
96,152,0.053358
192,203,0.053353
147,154,0.053347
192,208,0.053329
147,152,0.053326
77,78,0.053266
47,50,0.053265
209,237,0.053181
7,8,0.053145
120,215,0.053064
96,146,0.053016
95,125,0.052901
99,190,0.052857
61,77,0.052838
43,52,0.052811
161,186,0.052779
88,140,0.052776
122,168,0.052747
237,238,0.052745
190,194,0.052739
33,46,0.052733
99,138,0.052732
96,98,0.052683
151,233,0.052628
2,8,0.052579
201,207,0.052577
97,156,0.052521
3,9,0.052512
124,171,0.052509
29,185,0.052463
154,165,0.052424
134,149,0.052395
166,181,0.052382
188,217,0.052368
18,93,0.052323
84,158,0.052317
24,86,0.052298
185,221,0.052257
179,221,0.052237
41,42,0.052222
64,206,0.052153
182,225,0.052145
29,101,0.052092
42,79,0.052085
12,13,0.052040
90,154,0.052032
21,69,0.052031
71,99,0.051961
14,31,0.051937
64,70,0.051937
3,7,0.051933
142,143,0.051917
99,125,0.051883
215,233,0.051853
188,230,0.051810
84,121,0.051795
59,65,0.051759
63,216,0.051749
161,236,0.051742
209,211,0.051742
114,116,0.051733
176,218,0.051729
98,100,0.051726
200,209,0.051583
74,109,0.051541
225,228,0.051516
21,43,0.051505
132,205,0.051444
17,18,0.051440
52,132,0.051433
217,220,0.051427
62,64,0.051407
88,178,0.051397
213,217,0.051396
73,81,0.051372
6,17,0.051372
62,80,0.051358
134,183,0.051339
141,160,0.051297
118,215,0.051295
142,190,0.051288
186,187,0.051282
49,83,0.051266
190,210,0.051254
224,226,0.051229
205,232,0.051167
147,191,0.051135
180,181,0.051103
193,208,0.051071
157,192,0.051057
101,120,0.051049
