0.00000000000000000000e+00	4.43696111440658569336e-01	4.00667548179626464844e-01	3.93510788679122924805e-01	4.14649099111557006836e-01	3.84978860616683959961e-01	3.90722215175628662109e-01	3.77673834562301635742e-01	3.87796372175216674805e-01	3.49803000688552856445e-01	3.61404836177825927734e-01	3.81693661212921142578e-01	3.76095771789550781250e-01	3.68695050477981567383e-01	3.86534363031387329102e-01	3.63537520170211791992e-01	3.58298063278198242188e-01	3.79930078983306884766e-01	3.40602636337280273438e-01	3.45019787549972534180e-01	3.38385611772537231445e-01	3.41008663177490234375e-01	3.33481252193450927734e-01	3.40801358222961425781e-01	3.62502604722976684570e-01	3.08438688516616821289e-01	3.32403361797332763672e-01	3.13781261444091796875e-01	3.49187254905700683594e-01	3.29535126686096191406e-01	3.64974468946456909180e-01	3.78955841064453125000e-01	3.17041367292404174805e-01	3.32755267620086669922e-01	3.02689909934997558594e-01	3.43390166759490966797e-01	3.40030938386917114258e-01	3.06586503982543945312e-01	3.24890971183776855469e-01	3.30604135990142822266e-01	3.31627279520034790039e-01	3.35885912179946899414e-01	2.96675622463226318359e-01	2.93142795562744140625e-01	3.16101968288421630859e-01	3.04526269435882568359e-01	3.36079180240631103516e-01	3.41969251632690429688e-01	3.03652882575988769531e-01	3.15547287464141845703e-01	3.16579282283782958984e-01	3.46632480621337890625e-01	3.20751875638961791992e-01	3.38986456394195556641e-01	3.33353757858276367188e-01	3.29322397708892822266e-01	3.46623659133911132812e-01	3.36326688528060913086e-01	3.14454048871994018555e-01	2.98173367977142333984e-01	3.28126013278961181641e-01	3.06085586547851562500e-01	3.07147920131683349609e-01	3.35375607013702392578e-01	3.47394168376922607422e-01	3.53871047496795654297e-01	
4.43696022033691406250e-01	0.00000000000000000000e+00	6.75521969795227050781e-01	6.05459928512573242188e-01	5.20516693592071533203e-01	4.94713425636291503906e-01	4.58172619342803955078e-01	6.31120979785919189453e-01	3.06852281093597412109e-01	7.20946311950683593750e-01	3.96822661161422729492e-01	4.70698744058609008789e-01	4.14900273084640502930e-01	2.63565510511398315430e-01	3.98837476968765258789e-01	3.89491975307464599609e-01	3.75447422266006469727e-01	3.87986034154891967773e-01	3.47083568572998046875e-01	3.31130564212799072266e-01	3.68338942527770996094e-01	3.11384052038192749023e-01	3.19483578205108642578e-01	2.94775754213333129883e-01	2.78426229953765869141e-01	1.28428339958190917969e-01	3.29058915376663208008e-01	2.03883022069931030273e-01	3.19306313991546630859e-01	3.15174102783203125000e-01	2.99742937088012695312e-01	2.96106636524200439453e-01	2.13057398796081542969e-01	2.22073167562484741211e-01	3.57874810695648193359e-01	2.43666559457778930664e-01	2.49184548854827880859e-01	2.53062099218368530273e-01	2.14929938316345214844e-01	2.32748627662658691406e-01	1.96992859244346618652e-01	2.40184992551803588867e-01	2.30817794799804687500e-01	2.05919116735458374023e-01	2.56351411342620849609e-01	3.00638794898986816406e-01	4.00677025318145751953e-01	2.42840468883514404297e-01	2.43831783533096313477e-01	3.08457195758819580078e-01	3.55942428112030029297e-01	3.12930881977081298828e-01	3.76693725585937500000e-01	2.96199142932891845703e-01	3.89608025550842285156e-01	4.12176430225372314453e-01	3.62399399280548095703e-01	3.84335279464721679688e-01	2.66987979412078857422e-01	3.46970051527023315430e-01	3.68725568056106567383e-01	4.09069001674652099609e-01	3.70372682809829711914e-01	3.90679717063903808594e-01	4.10434484481811523438e-01	4.21170502901077270508e-01	
4.00667548179626464844e-01	6.75522089004516601562e-01	0.00000000000000000000e+00	6.61124110221862792969e-01	5.53514897823333740234e-01	4.91426020860671997070e-01	4.97812390327453613281e-01	4.68518972396850585938e-01	5.01738190650939941406e-01	4.12168711423873901367e-01	3.98824453353881835938e-01	5.85998654365539550781e-01	2.64727294445037841797e-01	3.04844766855239868164e-01	3.86039197444915771484e-01	4.53395396471023559570e-01	3.60298573970794677734e-01	3.85696560144424438477e-01	3.54963064193725585938e-01	3.32647264003753662109e-01	3.11161488294601440430e-01	1.80384069681167602539e-01	4.47272598743438720703e-01	3.27440798282623291016e-01	2.10905492305755615234e-01	1.59229248762130737305e-01	2.14040637016296386719e-01	1.63021892309188842773e-01	4.10280346870422363281e-01	2.91562974452972412109e-01	2.37757980823516845703e-01	3.10116887092590332031e-01	1.36384755373001098633e-01	2.53924906253814697266e-01	3.18531513214111328125e-01	3.17717611789703369141e-01	2.39208668470382690430e-01	3.01617324352264404297e-01	3.22338402271270751953e-01	1.62980586290359497070e-01	1.00979432463645935059e-01	2.61401414871215820312e-01	2.44257271289825439453e-01	1.62566542625427246094e-01	1.73424184322357177734e-01	2.88000285625457763672e-01	3.38352501392364501953e-01	2.60182172060012817383e-01	2.77860462665557861328e-01	3.14981102943420410156e-01	4.80042338371276855469e-01	3.05876433849334716797e-01	3.60788881778717041016e-01	3.94625425338745117188e-01	6.28869593143463134766e-01	3.50279331207275390625e-01	3.07581067085266113281e-01	4.77033078670501708984e-01	4.64564561843872070312e-01	3.66407573223114013672e-01	3.44166934490203857422e-01	3.93143653869628906250e-01	3.47357422113418579102e-01	3.62988919019699096680e-01	3.46831589937210083008e-01	4.71281737089157104492e-01	
3.93510878086090087891e-01	6.05459809303283691406e-01	6.61124110221862792969e-01	0.00000000000000000000e+00	6.69069528579711914062e-01	7.70621061325073242188e-01	5.32579600811004638672e-01	4.67945158481597900391e-01	5.32039523124694824219e-01	5.76750993728637695312e-01	4.43695038557052612305e-01	4.40536320209503173828e-01	4.75755572319030761719e-01	2.96987295150756835938e-01	4.48445022106170654297e-01	3.04614603519439697266e-01	4.51682746410369873047e-01	4.69880133867263793945e-01	3.18224906921386718750e-01	3.25976550579071044922e-01	3.91393303871154785156e-01	2.33992218971252441406e-01	3.19677710533142089844e-01	2.56198942661285400391e-01	1.40614762902259826660e-01	1.03126555681228637695e-01	2.37734854221343994141e-01	2.72655248641967773438e-01	4.19002175331115722656e-01	2.84877538681030273438e-01	2.37297773361206054688e-01	2.75122642517089843750e-01	2.37354785203933715820e-01	3.26730370521545410156e-01	3.87808024883270263672e-01	3.14882099628448486328e-01	2.47089207172393798828e-01	2.91589140892028808594e-01	3.94068002700805664062e-01	1.81442111730575561523e-01	1.75261825323104858398e-01	2.43684053421020507812e-01	1.70931100845336914062e-01	1.40660494565963745117e-01	2.23888278007507324219e-01	2.39965081214904785156e-01	3.48970115184783935547e-01	1.08270674943923950195e-01	2.95531928539276123047e-01	3.22846591472625732422e-01	3.51290702819824218750e-01	4.45335179567337036133e-01	3.06496143341064453125e-01	4.04992997646331787109e-01	3.24225246906280517578e-01	3.44872057437896728516e-01	3.04457783699035644531e-01	4.20462012290954589844e-01	2.79954135417938232422e-01	3.51394414901733398438e-01	3.67171287536621093750e-01	4.38903152942657470703e-01	3.26513230800628662109e-01	4.03781354427337646484e-01	3.86930823326110839844e-01	3.16782474517822265625e-01	
4.14649069309234619141e-01	5.20516753196716308594e-01	5.53514897823333740234e-01	6.69069409370422363281e-01	0.00000000000000000000e+00	5.19151806831359863281e-01	5.53676009178161621094e-01	4.53941941261291503906e-01	3.74193698167800903320e-01	3.99346977472305297852e-01	4.62206810712814331055e-01	4.55587804317474365234e-01	3.84074419736862182617e-01	4.02337074279785156250e-01	3.83376002311706542969e-01	3.65979701280593872070e-01	3.73155236244201660156e-01	4.61006879806518554688e-01	3.57135474681854248047e-01	3.16978275775909423828e-01	4.04982089996337890625e-01	3.57575953006744384766e-01	2.69006311893463134766e-01	2.41182565689086914062e-01	2.32949510216712951660e-01	2.80632019042968750000e-01	3.79422515630722045898e-01	2.88867294788360595703e-01	3.77118647098541259766e-01	1.87087208032608032227e-01	2.70755559206008911133e-01	2.67586082220077514648e-01	3.23280215263366699219e-01	2.02266454696655273438e-01	3.06509375572204589844e-01	2.48537689447402954102e-01	2.32526153326034545898e-01	2.53291279077529907227e-01	2.54737436771392822266e-01	1.62859588861465454102e-01	2.43533611297607421875e-01	2.62402683496475219727e-01	2.70580351352691650391e-01	3.18898499011993408203e-01	2.74473190307617187500e-01	3.93946111202239990234e-01	3.11733394861221313477e-01	3.85228842496871948242e-01	2.30401605367660522461e-01	4.43725764751434326172e-01	4.14369106292724609375e-01	5.40706217288970947266e-01	2.21884936094284057617e-01	3.02505522966384887695e-01	3.57480406761169433594e-01	2.89071887731552124023e-01	2.73116409778594970703e-01	3.49984228610992431641e-01	2.61806368827819824219e-01	2.08691090345382690430e-01	4.38647150993347167969e-01	4.47165846824645996094e-01	3.11808258295059204102e-01	4.53384339809417724609e-01	2.83139050006866455078e-01	3.11920762062072753906e-01	
3.84978830814361572266e-01	4.94713455438613891602e-01	4.91425901651382446289e-01	7.70621180534362792969e-01	5.19151747226715087891e-01	0.00000000000000000000e+00	6.43017649650573730469e-01	6.65806114673614501953e-01	5.11687040328979492188e-01	5.47014117240905761719e-01	3.45729351043701171875e-01	4.25569653511047363281e-01	4.05094414949417114258e-01	4.09211039543151855469e-01	4.00017559528350830078e-01	4.25663858652114868164e-01	3.62988948822021484375e-01	2.82200425863265991211e-01	3.87370944023132324219e-01	2.93619632720947265625e-01	4.26454305648803710938e-01	1.74562484025955200195e-01	3.41490358114242553711e-01	2.35084593296051025391e-01	2.82410562038421630859e-01	1.50076538324356079102e-01	2.47067898511886596680e-01	1.77973598241806030273e-01	3.54819834232330322266e-01	2.28144645690917968750e-01	3.50978672504425048828e-01	3.02062809467315673828e-01	2.32746720314025878906e-01	2.78845071792602539062e-01	3.63827168941497802734e-01	3.13273429870605468750e-01	2.06083953380584716797e-01	2.30985641479492187500e-01	2.49720543622970581055e-01	1.52602314949035644531e-01	9.90483611822128295898e-02	2.26992905139923095703e-01	2.93435990810394287109e-01	1.69277727603912353516e-01	3.90393257141113281250e-01	4.62047576904296875000e-01	3.96803736686706542969e-01	3.83596301078796386719e-01	1.82380527257919311523e-01	4.34825778007507324219e-01	4.54361021518707275391e-01	2.70818084478378295898e-01	3.17225217819213867188e-01	3.44184577465057373047e-01	4.23514008522033691406e-01	3.50406229496002197266e-01	2.57698297500610351562e-01	4.98063087463378906250e-01	3.17423582077026367188e-01	3.58748853206634521484e-01	3.06536853313446044922e-01	3.19793045520782470703e-01	4.00194823741912841797e-01	3.09546947479248046875e-01	3.18112432956695556641e-01	3.37144166231155395508e-01	
3.90722215175628662109e-01	4.58172500133514404297e-01	4.97812151908874511719e-01	5.32579481601715087891e-01	5.53675889968872070312e-01	6.43017768859863281250e-01	0.00000000000000000000e+00	8.31741988658905029297e-01	4.59723711013793945312e-01	4.36513125896453857422e-01	4.09338355064392089844e-01	5.18722832202911376953e-01	3.28968048095703125000e-01	4.23895895481109619141e-01	5.45952260494232177734e-01	4.33788239955902099609e-01	3.52598607540130615234e-01	4.44086372852325439453e-01	3.65468204021453857422e-01	3.69710206985473632812e-01	4.04291570186614990234e-01	2.28502273559570312500e-01	3.61872017383575439453e-01	3.73476624488830566406e-01	1.88329190015792846680e-01	2.29550242424011230469e-01	3.28052282333374023438e-01	2.99177408218383789062e-01	3.59220564365386962891e-01	3.42377841472625732422e-01	2.96747803688049316406e-01	2.66802012920379638672e-01	3.16293478012084960938e-01	2.71555662155151367188e-01	3.62911880016326904297e-01	2.58835732936859130859e-01	2.58393287658691406250e-01	2.30045616626739501953e-01	3.34672689437866210938e-01	1.41935646533966064453e-01	4.83968257904052734375e-02	2.01283395290374755859e-01	2.60455131530761718750e-01	1.58991962671279907227e-01	3.32977592945098876953e-01	3.92785787582397460938e-01	3.32082331180572509766e-01	2.46879994869232177734e-01	1.91538810729980468750e-01	2.54944980144500732422e-01	3.35659444332122802734e-01	4.03889715671539306641e-01	3.03446531295776367188e-01	3.69708478450775146484e-01	3.79900276660919189453e-01	4.09892439842224121094e-01	2.61620759963989257812e-01	4.68872725963592529297e-01	3.32097828388214111328e-01	3.13293933868408203125e-01	3.15942943096160888672e-01	3.31617593765258789062e-01	3.48309397697448730469e-01	3.38560581207275390625e-01	3.95520687103271484375e-01	3.33555340766906738281e-01	
3.77673864364624023438e-01	6.31121158599853515625e-01	4.68519032001495361328e-01	4.67945337295532226562e-01	4.53941822052001953125e-01	6.65805637836456298828e-01	8.31742346286773681641e-01	0.00000000000000000000e+00	5.97396790981292724609e-01	7.28296339511871337891e-01	4.23755526542663574219e-01	5.07258415222167968750e-01	4.61269438266754150391e-01	4.93507564067840576172e-01	4.16027963161468505859e-01	3.56517851352691650391e-01	3.80141317844390869141e-01	4.05510127544403076172e-01	4.09084200859069824219e-01	4.06854569911956787109e-01	4.12343978881835937500e-01	2.37405538558959960938e-01	2.62956082820892333984e-01	3.61449420452117919922e-01	1.93175017833709716797e-01	3.80969941616058349609e-01	2.01487183570861816406e-01	2.40758597850799560547e-01	4.98238563537597656250e-01	2.49902307987213134766e-01	2.99323499202728271484e-01	2.58877038955688476562e-01	3.52320790290832519531e-01	2.74250030517578125000e-01	3.67452740669250488281e-01	2.70138084888458251953e-01	1.86140239238739013672e-01	1.80517852306365966797e-01	3.78048837184906005859e-01	7.14100897312164306641e-02	6.20373785495758056641e-02	2.77324438095092773438e-01	2.80747711658477783203e-01	1.03132575750350952148e-01	1.56208932399749755859e-01	2.62427508831024169922e-01	3.51677834987640380859e-01	2.69234418869018554688e-01	3.21332275867462158203e-01	3.75765860080718994141e-01	2.67688870429992675781e-01	3.10486376285552978516e-01	2.90788590908050537109e-01	4.51755046844482421875e-01	3.23798716068267822266e-01	3.40705454349517822266e-01	3.95640194416046142578e-01	4.96537744998931884766e-01	3.10296535491943359375e-01	3.19209396839141845703e-01	3.27654004096984863281e-01	2.06944167613983154297e-01	2.69569575786590576172e-01	3.74750077724456787109e-01	3.58787238597869873047e-01	3.09075891971588134766e-01	
3.87796401977539062500e-01	3.06852281093597412109e-01	5.01738190650939941406e-01	5.32039523124694824219e-01	3.74193698167800903320e-01	5.11686921119689941406e-01	4.59723651409149169922e-01	5.97396850585937500000e-01	0.00000000000000000000e+00	4.99728381633758544922e-01	3.87788236141204833984e-01	2.90407150983810424805e-01	4.30700957775115966797e-01	4.92288351058959960938e-01	4.76783752441406250000e-01	4.64779317378997802734e-01	4.62310194969177246094e-01	3.79011332988739013672e-01	3.86035501956939697266e-01	3.70649337768554687500e-01	4.79376316070556640625e-01	3.44782531261444091797e-01	3.96951258182525634766e-01	3.87109249830245971680e-01	2.39094913005828857422e-01	7.12047755718231201172e-01	2.07520663738250732422e-01	4.28425133228302001953e-01	2.66262590885162353516e-01	2.18721747398376464844e-01	2.08137303590774536133e-01	2.31770217418670654297e-01	2.94286131858825683594e-01	2.32543170452117919922e-01	2.81411468982696533203e-01	1.50300800800323486328e-01	2.81790256500244140625e-01	3.96894633769989013672e-01	3.26960563659667968750e-01	2.58380353450775146484e-01	1.42058670520782470703e-01	4.11363393068313598633e-01	3.92321944236755371094e-01	2.49929904937744140625e-01	3.04553806781768798828e-01	4.22927975654602050781e-01	4.23973917961120605469e-01	4.90138590335845947266e-01	2.08957672119140625000e-01	4.40427660942077636719e-01	2.96138048171997070312e-01	3.16657364368438720703e-01	3.09886097908020019531e-01	3.15591275691986083984e-01	2.74313271045684814453e-01	3.53519320487976074219e-01	2.84636080265045166016e-01	3.17912101745605468750e-01	3.33092898130416870117e-01	2.99102008342742919922e-01	3.39314937591552734375e-01	2.09661275148391723633e-01	2.21182137727737426758e-01	2.18046247959136962891e-01	2.51376539468765258789e-01	2.20312684774398803711e-01	
3.49803000688552856445e-01	7.20946431159973144531e-01	4.12168771028518676758e-01	5.76750934123992919922e-01	3.99346947669982910156e-01	5.47014117240905761719e-01	4.36513245105743408203e-01	7.28296339511871337891e-01	4.99728322029113769531e-01	0.00000000000000000000e+00	3.79004955291748046875e-01	7.34570622444152832031e-01	4.43872153759002685547e-01	6.31068110466003417969e-01	4.81036126613616943359e-01	3.83577108383178710938e-01	4.75192427635192871094e-01	4.01354193687438964844e-01	3.87762486934661865234e-01	4.18446600437164306641e-01	5.38899004459381103516e-01	2.21732914447784423828e-01	3.64011704921722412109e-01	2.59060561656951904297e-01	2.16719925403594970703e-01	2.47465431690216064453e-01	3.37545275688171386719e-01	3.88835012912750244141e-01	3.80647301673889160156e-01	2.50539422035217285156e-01	1.32562875747680664062e-01	2.17584729194641113281e-01	2.86900639533996582031e-01	2.46236264705657958984e-01	4.84926640987396240234e-01	3.35664689540863037109e-01	2.24398255348205566406e-01	3.62599670886993408203e-01	2.99699544906616210938e-01	1.87866747379302978516e-01	5.37390410900115966797e-02	2.50846624374389648438e-01	2.55264461040496826172e-01	1.65926456451416015625e-01	2.56095528602600097656e-01	3.59379470348358154297e-01	2.68531739711761474609e-01	1.96299254894256591797e-01	1.50908112525939941406e-01	3.51480066776275634766e-01	5.02245008945465087891e-01	2.60580807924270629883e-01	3.83274495601654052734e-01	3.20637285709381103516e-01	2.91960299015045166016e-01	3.28247129917144775391e-01	2.87809312343597412109e-01	4.38389003276824951172e-01	3.56181204319000244141e-01	2.46889591217041015625e-01	2.83480346202850341797e-01	3.00550639629364013672e-01	3.07588756084442138672e-01	2.42577791213989257812e-01	3.25086176395416259766e-01	3.37808549404144287109e-01	
