0.00000000000000000000e+00	1.29065066576004028320e-01	9.35495123267173767090e-02	1.00274257361888885498e-01	6.40762522816658020020e-02	4.08124849200248718262e-02	1.21861241757869720459e-01	7.42073878645896911621e-02	8.02700147032737731934e-02	1.36489510536193847656e-01	7.90870115160942077637e-02	1.33703768253326416016e-01	8.13234522938728332520e-02	1.17012314498424530029e-01	1.44290596246719360352e-01	1.06759868562221527100e-01	4.95470389723777770996e-02	6.52069970965385437012e-02	1.10707007348537445068e-01	9.33738276362419128418e-02	3.55325713753700256348e-02	5.87310567498207092285e-02	4.77677807211875915527e-02	8.67258235812187194824e-02	7.09100589156150817871e-02	4.98691573739051818848e-02	9.67267081141471862793e-02	1.13446496427059173584e-01	9.62704345583915710449e-02	1.01254351437091827393e-01	7.18406066298484802246e-02	6.63145408034324645996e-02	1.00770287215709686279e-01	8.79675671458244323730e-02	4.78229448199272155762e-02	7.22607299685478210449e-02	5.75558766722679138184e-02	4.88289520144462585449e-02	5.90123012661933898926e-02	1.76096931099891662598e-02	5.99338188767433166504e-02	4.93936315178871154785e-02	1.08119003474712371826e-01	1.23179577291011810303e-01	6.19283989071846008301e-02	6.39311596751213073730e-02	1.17585442960262298584e-01	1.35727733373641967773e-01	5.48564419150352478027e-02	8.15350338816642761230e-02	5.83647862076759338379e-02	4.99895438551902770996e-02	8.71930345892906188965e-02	6.50419816374778747559e-02	1.01109556853771209717e-01	8.33509191870689392090e-02	6.67973086237907409668e-02	1.02851711213588714600e-01	9.03793200850486755371e-02	9.51478108763694763184e-02	1.03925816714763641357e-01	
1.29064977169036865234e-01	0.00000000000000000000e+00	1.00354813039302825928e-01	5.48185780644416809082e-02	9.51625928282737731934e-02	7.69222751259803771973e-02	1.65762931108474731445e-01	1.45040541887283325195e-01	6.21264204382896423340e-02	9.55297574400901794434e-02	5.00886365771293640137e-02	4.98310104012489318848e-02	8.77521559596061706543e-02	1.03298746049404144287e-01	1.25970691442489624023e-01	9.97072383761405944824e-02	7.63604268431663513184e-02	5.04821464419364929199e-02	5.43482378125190734863e-02	5.49366995692253112793e-02	4.63424697518348693848e-02	1.93665623664855957031e-02	5.35188093781471252441e-02	6.94933459162712097168e-02	1.33552029728889465332e-02	3.40344607830047607422e-02	3.21445241570472717285e-02	9.23821702599525451660e-02	3.50769236683845520020e-02	5.89322820305824279785e-02	3.33395674824714660645e-02	4.80917468667030334473e-02	6.74241706728935241699e-02	4.97183129191398620605e-02	6.28196820616722106934e-02	9.92027893662452697754e-02	1.57066911458969116211e-01	1.73459917306900024414e-01	7.00333192944526672363e-02	9.54547896981239318848e-02	8.20068642497062683105e-02	1.15056030452251434326e-01	4.58341911435127258301e-02	8.55760648846626281738e-02	1.17056496441364288330e-01	9.42495539784431457520e-02	4.83770146965980529785e-02	1.01668037474155426025e-01	1.13070733845233917236e-01	3.48595529794692993164e-02	1.19696713984012603760e-01	6.37657120823860168457e-02	5.81447407603263854980e-02	6.28310590982437133789e-02	1.23415417969226837158e-01	9.28187593817710876465e-02	9.40067544579505920410e-02	9.16546508669853210449e-02	8.81351754069328308105e-02	1.14834107458591461182e-01	1.09868794679641723633e-01	
9.35493931174278259277e-02	1.00354708731174468994e-01	0.00000000000000000000e+00	1.32569074630737304688e-01	1.15235649049282073975e-01	1.01387225091457366943e-01	1.09858863055706024170e-01	5.80964013934135437012e-02	6.61616548895835876465e-02	1.00602738559246063232e-01	4.19281944632530212402e-02	1.33742332458496093750e-01	8.46230015158653259277e-02	1.28521561622619628906e-01	1.51938915252685546875e-01	5.12466952204704284668e-02	2.93937847018241882324e-02	1.02137915790081024170e-01	1.16375915706157684326e-01	1.35005354881286621094e-01	8.70278701186180114746e-02	5.32616004347801208496e-02	5.91150149703025817871e-02	5.94799146056175231934e-02	5.97434267401695251465e-02	5.95045760273933410645e-02	1.60987406969070434570e-01	1.10832981765270233154e-01	6.59424588084220886230e-02	8.25442299246788024902e-02	1.02128140628337860107e-01	1.03310517966747283936e-01	5.94320222735404968262e-02	8.14798697829246520996e-02	9.67554375529289245605e-02	6.30481764674186706543e-02	8.63302573561668395996e-02	5.90481385588645935059e-02	7.82882198691368103027e-02	7.53016695380210876465e-02	1.34331256151199340820e-01	9.37370583415031433105e-02	1.16234563291072845459e-01	1.04560934007167816162e-01	5.55838868021965026855e-02	4.73398789763450622559e-02	4.96887192130088806152e-02	5.20593151450157165527e-02	8.95035788416862487793e-02	1.27254635095596313477e-01	6.11044093966484069824e-02	6.34724423289299011230e-02	5.89838251471519470215e-02	5.76842352747917175293e-02	5.27510270476341247559e-02	8.69339331984519958496e-02	6.96174427866935729980e-02	7.29395076632499694824e-02	6.60311803221702575684e-02	1.00700236856937408447e-01	6.29331991076469421387e-02	
1.00274108350276947021e-01	5.48184141516685485840e-02	1.32568985223770141602e-01	0.00000000000000000000e+00	8.67926403880119323730e-02	1.20968125760555267334e-01	7.54722580313682556152e-02	4.66796681284904479980e-02	7.97192677855491638184e-02	9.21928510069847106934e-02	8.65039452910423278809e-02	1.67827844619750976562e-01	1.66313827037811279297e-01	1.26839876174926757812e-01	1.27832800149917602539e-01	7.69667252898216247559e-02	8.59301313757896423340e-02	6.00585266947746276855e-02	1.07357315719127655029e-01	6.35625049471855163574e-02	7.39549919962882995605e-02	7.16559812426567077637e-02	1.20439939200878143311e-01	7.11675509810447692871e-02	7.64574036002159118652e-02	1.16508491337299346924e-01	8.21029767394065856934e-02	9.13596376776695251465e-02	9.93558391928672790527e-02	6.98619112372398376465e-02	8.68064388632774353027e-02	1.28220319747924804688e-01	7.98576101660728454590e-02	8.96551236510276794434e-02	3.33556458353996276855e-02	6.18187412619590759277e-02	7.74774774909019470215e-02	8.78059938549995422363e-02	6.03630468249320983887e-02	6.77745863795280456543e-02	5.11486157774925231934e-02	4.10197898745536804199e-02	1.19401656091213226318e-01	7.34489783644676208496e-02	6.53362795710563659668e-02	8.31383392214775085449e-02	7.59522840380668640137e-02	4.50741574168205261230e-02	9.28124710917472839355e-02	9.04862210154533386230e-02	6.67978450655937194824e-02	8.39819833636283874512e-02	8.15712735056877136230e-02	4.63931635022163391113e-02	7.65107199549674987793e-02	7.12386891245841979980e-02	7.68529698252677917480e-02	9.37118157744407653809e-02	9.32389125227928161621e-02	9.65186432003974914551e-02	7.64032527804374694824e-02	
6.40761926770210266113e-02	9.51626077294349670410e-02	1.15235798060894012451e-01	8.67926701903343200684e-02	0.00000000000000000000e+00	1.24985776841640472412e-01	4.67323139309883117676e-02	8.88153240084648132324e-02	9.15972813963890075684e-02	8.43946263194084167480e-02	1.22829370200634002686e-01	8.88993516564369201660e-02	1.17664210498332977295e-01	9.33721885085105895996e-02	1.14963553845882415771e-01	9.29091647267341613770e-02	1.02763824164867401123e-01	3.01461890339851379395e-02	9.63039323687553405762e-02	9.32429805397987365723e-02	8.14198479056358337402e-02	1.59567371010780334473e-02	6.61941096186637878418e-02	6.20045587420463562012e-02	7.70737603306770324707e-02	5.04019185900688171387e-02	1.13788045942783355713e-01	6.57454505562782287598e-02	7.56520554423332214355e-02	8.24824944138526916504e-02	5.04781678318977355957e-02	1.13986127078533172607e-01	1.06803618371486663818e-01	1.04218356311321258545e-01	8.60962197184562683105e-02	1.06434099376201629639e-01	5.56812211871147155762e-02	4.47180643677711486816e-02	1.10438413918018341064e-01	1.78625851869583129883e-01	7.09440931677818298340e-02	6.90737590193748474121e-02	1.15811727941036224365e-01	9.72874835133552551270e-02	8.76676961779594421387e-02	9.27350148558616638184e-02	9.89701673388481140137e-02	2.50420346856117248535e-02	9.17212441563606262207e-02	7.12379887700080871582e-02	7.82898738980293273926e-02	7.28227570652961730957e-02	4.58260402083396911621e-02	9.14922133088111877441e-02	3.36199477314949035645e-02	3.11040207743644714355e-02	3.05283293128013610840e-02	7.64876678586006164551e-02	7.26609751582145690918e-02	3.63808944821357727051e-02	9.96846631169319152832e-02	
4.08124849200248718262e-02	7.69223049283027648926e-02	1.01387254893779754639e-01	1.20968066155910491943e-01	1.24985687434673309326e-01	0.00000000000000000000e+00	1.35957777500152587891e-01	8.95481929183006286621e-02	9.75950583815574645996e-02	1.33421301841735839844e-01	9.61522087454795837402e-02	3.43065634369850158691e-02	9.94975492358207702637e-02	9.09356698393821716309e-02	9.01006087660789489746e-02	5.27456328272819519043e-02	8.92498716711997985840e-02	1.16774283349514007568e-01	1.27228081226348876953e-01	1.30626261234283447266e-01	5.67139610648155212402e-02	5.01474961638450622559e-02	8.57607349753379821777e-02	9.92143377661705017090e-02	3.91985997557640075684e-02	9.25127342343330383301e-02	4.57854792475700378418e-02	9.71622094511985778809e-02	1.18478499352931976318e-01	5.08020594716072082520e-02	5.32638952136039733887e-02	1.23725704848766326904e-01	1.29724800586700439453e-01	9.04921814799308776855e-02	8.12497064471244812012e-02	1.38287246227264404297e-01	6.86214193701744079590e-02	4.31597307324409484863e-02	1.37995719909667968750e-01	9.86125394701957702637e-02	9.51480790972709655762e-02	1.11389182507991790771e-01	1.07539884746074676514e-01	8.53460058569908142090e-02	6.59049972891807556152e-02	3.07003185153007507324e-02	3.87768074870109558105e-02	9.70791205763816833496e-02	6.82527050375938415527e-02	3.27707901597023010254e-02	1.22609905898571014404e-01	6.06230422854423522949e-02	5.79522773623466491699e-02	6.70084580779075622559e-02	8.83771404623985290527e-02	6.15402683615684509277e-02	4.85809966921806335449e-02	8.59505161643028259277e-02	7.88796469569206237793e-02	7.62180313467979431152e-02	6.34117797017097473145e-02	
1.21861211955547332764e-01	1.65763020515441894531e-01	1.09858684241771697998e-01	7.54723176360130310059e-02	4.67324033379554748535e-02	1.35957837104797363281e-01	0.00000000000000000000e+00	1.47593051195144653320e-01	9.08316299319267272949e-02	9.71606597304344177246e-02	9.70002338290214538574e-02	6.23807087540626525879e-02	9.06735286116600036621e-02	1.11671380698680877686e-01	5.54567798972129821777e-02	1.12256132066249847412e-01	9.14301201701164245605e-02	8.85605439543724060059e-02	1.19904480874538421631e-01	5.49509748816490173340e-02	9.87872406840324401855e-02	1.31639778614044189453e-01	6.02365359663963317871e-02	8.66889879107475280762e-02	6.84366747736930847168e-02	1.07901565730571746826e-01	7.24247321486473083496e-02	9.53665897250175476074e-02	1.38150781393051147461e-01	3.55074182152748107910e-02	8.31128284335136413574e-02	1.04767195880413055420e-01	2.98892781138420104980e-02	7.50996097922325134277e-02	7.39481970667839050293e-02	5.37948235869407653809e-02	6.09691068530082702637e-02	1.01717866957187652588e-01	7.43597671389579772949e-02	3.43321636319160461426e-02	5.95809742808341979980e-02	8.63484963774681091309e-02	3.74053940176963806152e-02	2.60159298777580261230e-02	6.79950043559074401855e-02	1.13699428737163543701e-01	4.76386174559593200684e-02	6.25588521361351013184e-02	7.58343264460563659668e-02	6.38266727328300476074e-02	7.96511396765708923340e-02	7.41333886981010437012e-02	1.25747650861740112305e-01	7.65736624598503112793e-02	1.45466119050979614258e-01	8.35633501410484313965e-02	5.48314079642295837402e-02	4.70844134688377380371e-02	6.49063214659690856934e-02	8.17194953560829162598e-02	1.35127723217010498047e-01	
7.42075070738792419434e-02	1.45040512084960937500e-01	5.80964013934135437012e-02	4.66796681284904479980e-02	8.88152942061424255371e-02	8.95481631159782409668e-02	1.47593021392822265625e-01	0.00000000000000000000e+00	1.41165494918823242188e-01	8.54567810893058776855e-02	1.15812234580516815186e-01	5.39980903267860412598e-02	5.61467930674552917480e-02	8.64011868834495544434e-02	1.04532770812511444092e-01	3.91125753521919250488e-02	1.00381843745708465576e-01	1.69174939393997192383e-01	9.70716699957847595215e-02	1.12422548234462738037e-01	7.73063823580741882324e-02	1.08874790370464324951e-01	7.75030180811882019043e-02	1.56573295593261718750e-01	8.77469405531883239746e-02	7.97098204493522644043e-02	1.18004791438579559326e-01	6.04545101523399353027e-02	1.18341319262981414795e-01	5.22597357630729675293e-02	1.05732582509517669678e-01	1.02813206613063812256e-01	5.81557676196098327637e-02	5.34508451819419860840e-02	6.41243085265159606934e-02	3.33596393465995788574e-02	5.30641302466392517090e-02	1.28670811653137207031e-01	4.52012047171592712402e-02	3.93658056855201721191e-02	6.04324564337730407715e-02	5.77054843306541442871e-02	5.74161335825920104980e-02	3.60523685812950134277e-02	1.47277921438217163086e-01	2.76682898402214050293e-02	7.14790448546409606934e-02	1.64800107479095458984e-01	6.58361241221427917480e-02	7.96966776251792907715e-02	3.84488627314567565918e-02	6.53584226965904235840e-02	1.11735962331295013428e-01	3.45406755805015563965e-02	4.70112189650535583496e-02	7.47363492846488952637e-02	1.26549750566482543945e-01	5.79878911375999450684e-02	1.09442971646785736084e-01	1.02304033935070037842e-01	5.55173382163047790527e-02	
8.02701637148857116699e-02	6.21264502406120300293e-02	6.61616548895835876465e-02	7.97194167971611022949e-02	9.15972664952278137207e-02	9.75949987769126892090e-02	9.08317789435386657715e-02	1.41165435314178466797e-01	0.00000000000000000000e+00	9.26010832190513610840e-02	1.12425290048122406006e-01	1.99794203042984008789e-01	6.75536319613456726074e-02	8.29015597701072692871e-02	7.17972740530967712402e-02	1.07340313494205474854e-01	1.10060058534145355225e-01	2.80914828181266784668e-02	8.18347558379173278809e-02	1.39274328947067260742e-01	5.60383424162864685059e-02	7.54358693957328796387e-02	1.03951655328273773193e-01	1.17798142135143280029e-01	8.41285213828086853027e-02	7.51044377684593200684e-02	6.06716498732566833496e-02	7.87368938326835632324e-02	3.56112942099571228027e-02	6.72230944037437438965e-02	1.09407477080821990967e-01	8.69080349802970886230e-02	5.96280321478843688965e-02	9.34693738818168640137e-02	3.21888253092765808105e-02	9.82880517840385437012e-02	1.00356779992580413818e-01	4.40353080630302429199e-02	7.41440579295158386230e-02	9.76156219840049743652e-02	4.17495891451835632324e-02	6.72160312533378601074e-02	1.26940816640853881836e-01	1.21468655765056610107e-01	8.27676579356193542480e-02	8.93192812800407409668e-02	1.34507507085800170898e-01	1.24766491353511810303e-01	3.26258912682533264160e-02	9.55545231699943542480e-02	1.15924768149852752686e-01	8.57958123087882995605e-02	7.15895220637321472168e-02	8.29638317227363586426e-02	5.57680651545524597168e-02	7.48923942446708679199e-02	5.04382476210594177246e-02	6.97009786963462829590e-02	7.20857009291648864746e-02	4.02723774313926696777e-02	7.28385522961616516113e-02	
1.36489570140838623047e-01	9.55297127366065979004e-02	1.00602649152278900146e-01	9.21929106116294860840e-02	8.43945369124412536621e-02	1.33421361446380615234e-01	9.71609279513359069824e-02	8.54568704962730407715e-02	9.26012620329856872559e-02	0.00000000000000000000e+00	8.43316838145256042480e-02	2.37407162785530090332e-02	7.95680508017539978027e-02	9.29912850260734558105e-02	1.27511382102966308594e-01	6.73076137900352478027e-02	1.13564692437648773193e-01	1.11928336322307586670e-01	1.19256906211376190186e-01	7.25424215197563171387e-02	7.58741125464439392090e-02	1.01952813565731048584e-01	1.17553137242794036865e-01	1.04294143617153167725e-01	9.61463972926139831543e-02	8.95009264349937438965e-02	7.90307149291038513184e-02	1.07372157275676727295e-01	9.98043641448020935059e-02	1.80781155824661254883e-01	7.86755904555320739746e-02	1.23112760484218597412e-01	1.20668821036815643311e-01	9.68144461512565612793e-02	8.58938619494438171387e-02	1.07428632676601409912e-01	7.76534304022789001465e-02	6.09397664666175842285e-02	8.27277824282646179199e-02	1.24432109296321868896e-01	9.83372852206230163574e-02	7.55576118826866149902e-02	8.76486226916313171387e-02	6.56069144606590270996e-02	4.60561737418174743652e-02	4.78726550936698913574e-02	6.03616163134574890137e-02	3.40347215533256530762e-02	8.56881365180015563965e-02	9.14798900485038757324e-02	4.77675125002861022949e-02	6.39401003718376159668e-02	5.04212304949760437012e-02	6.25091269612312316895e-02	3.80321964621543884277e-02	1.41657218337059020996e-02	5.22747561335563659668e-02	7.37443491816520690918e-02	7.28015229105949401855e-02	5.62590882182121276855e-02	1.00103743374347686768e-01	
