0.00000000000000000000e+00	3.93194854259490966797e-01	2.33975172042846679688e-01	1.92412257194519042969e-01	1.85586452484130859375e-01	1.77879273891448974609e-01	1.73782020807266235352e-01	2.13884949684143066406e-01	2.67999947071075439453e-01	1.96106523275375366211e-01	4.77891981601715087891e-01	1.55614763498306274414e-01	1.92907631397247314453e-01	1.75165414810180664062e-01	1.33505105972290039062e-01	2.47993826866149902344e-01	2.92665183544158935547e-01	1.59159928560256958008e-01	1.92633494734764099121e-01	3.03555846214294433594e-01	2.27195978164672851562e-01	1.81481301784515380859e-01	2.21487939357757568359e-01	3.12199532985687255859e-01	2.17114925384521484375e-01	1.40152335166931152344e-01	1.78053408861160278320e-01	1.47578001022338867188e-01	1.77514016628265380859e-01	9.99603569507598876953e-02	1.73561751842498779297e-01	2.62799322605133056641e-01	1.30360424518585205078e-01	1.16848528385162353516e-01	2.75951623916625976562e-01	2.68838286399841308594e-01	3.38492035865783691406e-01	2.60316848754882812500e-01	1.65038675069808959961e-01	2.03608334064483642578e-01	1.57859146595001220703e-01	1.93254768848419189453e-01	3.45596909523010253906e-01	2.58130371570587158203e-01	2.25828826427459716797e-01	9.25707519054412841797e-02	2.93018937110900878906e-01	2.09415018558502197266e-01	2.09048569202423095703e-01	1.63057029247283935547e-01	1.46479308605194091797e-01	2.65232622623443603516e-01	3.58565211296081542969e-01	3.22461009025573730469e-01	2.61306703090667724609e-01	3.29152464866638183594e-01	1.51137530803680419922e-01	1.90654754638671875000e-01	2.08911120891571044922e-01	2.02830582857131958008e-01	3.26097577810287475586e-01	1.77902847528457641602e-01	3.59160602092742919922e-01	2.90065526962280273438e-01	2.94552922248840332031e-01	2.32273936271667480469e-01	1.90446496009826660156e-01	2.44885414838790893555e-01	
3.93194854259490966797e-01	0.00000000000000000000e+00	2.41025209426879882812e-01	1.40919744968414306641e-01	1.87624454498291015625e-01	2.33212888240814208984e-01	1.90386950969696044922e-01	3.53882700204849243164e-01	2.30402946472167968750e-01	1.28086686134338378906e-01	2.77715682983398437500e-01	1.78353637456893920898e-01	1.41515314579010009766e-01	2.79814839363098144531e-01	3.18568527698516845703e-01	1.37049973011016845703e-01	2.20494896173477172852e-01	2.27000206708908081055e-01	2.23907142877578735352e-01	3.26476663351058959961e-01	2.84685075283050537109e-01	6.47010028362274169922e-01	1.29003763198852539062e-01	2.31692403554916381836e-01	1.45186245441436767578e-01	4.38702523708343505859e-01	1.09604552388191223145e-01	2.38427281379699707031e-01	2.42611050605773925781e-01	2.00628399848937988281e-01	2.14876204729080200195e-01	2.30472803115844726562e-01	1.28339052200317382812e-01	2.51959174871444702148e-01	1.67963445186614990234e-01	1.85466140508651733398e-01	1.11069917678833007812e-01	1.21571540832519531250e-01	2.42505609989166259766e-01	1.78979396820068359375e-01	1.47158175706863403320e-01	1.58204734325408935547e-01	1.79648637771606445312e-01	1.53139829635620117188e-01	9.38635468482971191406e-02	8.42515528202056884766e-02	2.06164598464965820312e-01	2.19529986381530761719e-01	2.61658698320388793945e-01	1.19730025529861450195e-01	2.02527642250061035156e-01	1.76791608333587646484e-01	2.36636519432067871094e-01	9.22769904136657714844e-02	3.51191550493240356445e-01	3.68080168962478637695e-01	3.62859725952148437500e-01	2.63331651687622070312e-01	2.55592882633209228516e-01	2.02256351709365844727e-01	2.23274767398834228516e-01	3.16855996847152709961e-01	1.89018309116363525391e-01	2.55864918231964111328e-01	1.88929408788681030273e-01	3.02856266498565673828e-01	2.11585670709609985352e-01	2.27629363536834716797e-01	
2.33975052833557128906e-01	2.41025269031524658203e-01	0.00000000000000000000e+00	1.11376702785491943359e-01	2.68598556518554687500e-01	1.85706913471221923828e-01	2.04352557659149169922e-01	1.25948756933212280273e-01	3.51113557815551757812e-01	3.62036734819412231445e-01	3.71981382369995117188e-01	1.84280157089233398438e-01	1.22088581323623657227e-01	1.28358006477355957031e-01	1.32624208927154541016e-01	1.35209977626800537109e-01	2.36493468284606933594e-01	1.50274246931076049805e-01	2.27147251367568969727e-01	1.90231800079345703125e-01	4.84029352664947509766e-02	2.01087117195129394531e-01	3.24924349784851074219e-01	2.74646252393722534180e-01	1.03714555501937866211e-01	2.73598611354827880859e-01	1.38651460409164428711e-01	2.50681817531585693359e-01	1.78590834140777587891e-01	2.13786572217941284180e-01	1.53287380933761596680e-01	8.55332016944885253906e-02	1.88537329435348510742e-01	2.45366662740707397461e-01	3.02663922309875488281e-01	5.80777049064636230469e-01	2.83518195152282714844e-01	4.13369119167327880859e-01	3.29376846551895141602e-01	1.45504295825958251953e-01	1.79115712642669677734e-01	2.54874646663665771484e-01	2.83981233835220336914e-01	2.95907527208328247070e-01	2.99358427524566650391e-01	2.47394919395446777344e-01	1.40396654605865478516e-01	3.00430923700332641602e-01	1.71241670846939086914e-01	1.38398468494415283203e-01	2.19209909439086914062e-01	2.09459185600280761719e-01	1.92028582096099853516e-01	9.98551547527313232422e-02	3.82856130599975585938e-01	1.81003630161285400391e-01	1.13734066486358642578e-01	2.39525556564331054688e-01	1.60079091787338256836e-01	1.59441173076629638672e-01	4.84950929880142211914e-01	1.58856779336929321289e-01	4.01693463325500488281e-01	1.93073034286499023438e-01	1.46312206983566284180e-01	1.64346873760223388672e-01	2.05833166837692260742e-01	2.11769640445709228516e-01	
1.92412137985229492188e-01	1.40919834375381469727e-01	1.11376702785491943359e-01	0.00000000000000000000e+00	3.59167635440826416016e-01	9.74835634231567382812e-01	2.10147947072982788086e-01	4.69667345285415649414e-01	1.43370598554611206055e-01	1.35931819677352905273e-01	1.20686262845993041992e-01	1.96957588195800781250e-01	2.06679165363311767578e-01	1.64100974798202514648e-01	2.85049229860305786133e-01	2.32231110334396362305e-01	2.27410942316055297852e-01	2.20069766044616699219e-01	2.21425607800483703613e-01	2.16218441724777221680e-01	1.35927259922027587891e-01	2.95957505702972412109e-01	2.80394464731216430664e-01	2.75471508502960205078e-01	2.45691597461700439453e-01	2.99919903278350830078e-01	1.41090407967567443848e-01	3.57484161853790283203e-01	2.63720363378524780273e-01	4.25444245338439941406e-01	3.79502207040786743164e-01	2.95703470706939697266e-01	2.34964936971664428711e-01	3.20126026868820190430e-01	2.21932411193847656250e-01	5.93756884336471557617e-02	1.50978744029998779297e-01	1.32488518953323364258e-01	1.83722287416458129883e-01	7.03149437904357910156e-02	2.16168671846389770508e-01	7.28149414062500000000e-02	1.57890170812606811523e-01	7.87723958492279052734e-02	1.59016370773315429688e-01	1.72400325536727905273e-01	1.27065837383270263672e-01	1.53555124998092651367e-01	9.45332050323486328125e-02	2.75548458099365234375e-01	1.34359478950500488281e-01	1.74616962671279907227e-01	2.07350790500640869141e-01	2.32214570045471191406e-01	1.15044087171554565430e-01	1.85594201087951660156e-01	2.52988874912261962891e-01	2.05192387104034423828e-01	1.34394824504852294922e-01	3.67241144180297851562e-01	1.48773759603500366211e-01	3.18772524595260620117e-01	2.66703665256500244141e-01	3.05862426757812500000e-01	1.36033326387405395508e-01	2.86995321512222290039e-01	1.42201349139213562012e-01	1.41544505953788757324e-01	
1.85586452484130859375e-01	1.87624335289001464844e-01	2.68598616123199462891e-01	3.59167635440826416016e-01	0.00000000000000000000e+00	4.96432542800903320312e-01	2.96327620744705200195e-01	3.37262213230133056641e-01	5.20565211772918701172e-01	1.56166940927505493164e-01	1.09238266944885253906e-01	2.39811316132545471191e-01	3.35637390613555908203e-01	2.14444577693939208984e-01	1.99307233095169067383e-01	3.69937777519226074219e-01	1.41096383333206176758e-01	1.07938766479492187500e-01	2.30868741869926452637e-01	1.31563276052474975586e-01	3.22815358638763427734e-01	1.88381552696228027344e-01	1.46132946014404296875e-01	1.97864651679992675781e-01	1.81873440742492675781e-01	2.12155342102050781250e-01	2.01749831438064575195e-01	2.09221184253692626953e-01	2.41093099117279052734e-01	1.57812446355819702148e-01	1.82710111141204833984e-01	2.11615324020385742188e-01	1.74890577793121337891e-01	2.29437649250030517578e-01	2.16082274913787841797e-01	2.73366749286651611328e-01	8.38472545146942138672e-02	3.01714956760406494141e-01	1.56495720148086547852e-01	2.87303984165191650391e-01	5.04930496215820312500e-01	8.67826342582702636719e-02	9.06731188297271728516e-02	1.19817763566970825195e-01	8.59557986259460449219e-02	2.09272921085357666016e-01	2.55534946918487548828e-01	1.32652223110198974609e-01	1.36861771345138549805e-01	3.05467486381530761719e-01	1.77145421504974365234e-01	1.38607680797576904297e-01	1.69691741466522216797e-01	2.94727623462677001953e-01	3.76146435737609863281e-01	3.51062119007110595703e-02	3.56560528278350830078e-01	2.92304277420043945312e-01	2.40744590759277343750e-01	2.30379909276962280273e-01	1.03127896785736083984e-01	3.80931764841079711914e-01	2.14240252971649169922e-01	1.80796802043914794922e-01	1.78579449653625488281e-01	3.42224478721618652344e-01	2.65986412763595581055e-01	1.58985555171966552734e-01	
1.77879095077514648438e-01	2.33212888240814208984e-01	1.85707062482833862305e-01	9.74835872650146484375e-01	4.96432483196258544922e-01	0.00000000000000000000e+00	1.87441676855087280273e-01	3.94946813583374023438e-01	2.32273280620574951172e-01	1.74393117427825927734e-01	1.42975926399230957031e-01	1.84472531080245971680e-01	1.57623648643493652344e-01	2.28942513465881347656e-01	2.61034011840820312500e-01	1.73482984304428100586e-01	1.42407804727554321289e-01	2.92941808700561523438e-01	2.00083166360855102539e-01	2.35488653182983398438e-01	1.33195698261260986328e-01	1.49236023426055908203e-01	2.79333412647247314453e-01	2.15073227882385253906e-01	1.87150299549102783203e-01	2.68214344978332519531e-01	2.20802932977676391602e-01	1.72375321388244628906e-01	2.01487243175506591797e-01	1.49928450584411621094e-01	7.39762187004089355469e-01	2.23013699054718017578e-01	3.08901786804199218750e-01	1.16266399621963500977e-01	2.95306146144866943359e-01	8.42192769050598144531e-02	1.04607999324798583984e-01	1.38792216777801513672e-01	1.47642463445663452148e-01	2.89098680019378662109e-01	2.13178515434265136719e-01	1.63636863231658935547e-01	5.97296059131622314453e-02	1.14068835973739624023e-01	1.96634411811828613281e-01	2.60089308023452758789e-01	5.09378910064697265625e-02	2.20202803611755371094e-01	2.13990390300750732422e-01	1.85599267482757568359e-01	1.28398150205612182617e-01	2.06886649131774902344e-01	9.76022779941558837891e-02	2.03534811735153198242e-01	1.84362053871154785156e-01	1.85168325901031494141e-01	2.36673712730407714844e-01	2.13667094707489013672e-01	1.16610854864120483398e-01	2.98576653003692626953e-01	1.62513762712478637695e-01	3.46610188484191894531e-01	2.34478652477264404297e-01	3.67143630981445312500e-01	2.98624992370605468750e-01	1.78880691528320312500e-01	1.66209578514099121094e-01	1.72230556607246398926e-01	
1.73781961202621459961e-01	1.90386980772018432617e-01	2.04352647066116333008e-01	2.10147976875305175781e-01	2.96327739953994750977e-01	1.87441498041152954102e-01	0.00000000000000000000e+00	1.81318879127502441406e-01	1.89392894506454467773e-01	2.43788152933120727539e-01	2.72364675998687744141e-01	1.89769417047500610352e-01	1.74711018800735473633e-01	2.61547029018402099609e-01	2.16891258955001831055e-01	1.11280858516693115234e-01	1.59019619226455688477e-01	1.89072817564010620117e-01	1.95225149393081665039e-01	1.49425506591796875000e-01	1.95319414138793945312e-01	2.52000272274017333984e-01	2.55859345197677612305e-01	2.78358131647109985352e-01	2.01720416545867919922e-01	1.46396577358245849609e-01	1.88026845455169677734e-01	1.92750185728073120117e-01	2.68166184425354003906e-01	2.24702984094619750977e-01	1.86942547559738159180e-01	1.71084821224212646484e-01	1.87033861875534057617e-01	2.51372098922729492188e-01	2.44808435440063476562e-01	2.09681332111358642578e-01	2.39746391773223876953e-01	2.58291721343994140625e-01	2.22702175378799438477e-01	2.57742106914520263672e-01	2.54497230052947998047e-01	1.69841647148132324219e-01	2.48746454715728759766e-01	1.73090428113937377930e-01	2.34210789203643798828e-01	1.85158431529998779297e-01	2.08873629570007324219e-01	2.15697616338729858398e-01	2.37447112798690795898e-01	2.62260138988494873047e-01	3.24054092168807983398e-01	2.16321825981140136719e-01	1.90046906471252441406e-01	1.19579851627349853516e-01	2.53370702266693115234e-01	2.16867953538894653320e-01	2.64451146125793457031e-01	2.66649812459945678711e-01	8.15218269824981689453e-01	2.45797693729400634766e-01	1.84883028268814086914e-01	1.23684853315353393555e-01	1.91353082656860351562e-01	8.13852548599243164062e-02	1.95102810859680175781e-01	1.93640470504760742188e-01	2.91629910469055175781e-01	2.49621644616127014160e-01	
2.13885009288787841797e-01	3.53882700204849243164e-01	1.25948667526245117188e-01	4.69667464494705200195e-01	3.37262213230133056641e-01	3.94946575164794921875e-01	1.81318819522857666016e-01	0.00000000000000000000e+00	2.56423354148864746094e-01	1.75566881895065307617e-01	1.51758402585983276367e-01	2.01587051153182983398e-01	1.79568827152252197266e-01	6.93646073341369628906e-02	1.30187839269638061523e-01	2.38766312599182128906e-01	2.54543751478195190430e-01	1.45877689123153686523e-01	1.94211214780807495117e-01	2.16992229223251342773e-01	1.83257400989532470703e-01	1.87687873840332031250e-01	4.20085132122039794922e-01	2.30522394180297851562e-01	3.41894805431365966797e-01	2.37220406532287597656e-01	5.34201383590698242188e-01	1.65146112442016601562e-01	1.89508140087127685547e-01	2.25944012403488159180e-01	2.17328071594238281250e-01	2.60589838027954101562e-01	1.61397367715835571289e-01	1.87498807907104492188e-01	1.46962702274322509766e-01	1.44634127616882324219e-01	3.27760338783264160156e-01	1.00887238979339599609e-01	4.83980923891067504883e-02	2.25378453731536865234e-01	1.12637192010879516602e-01	1.95480704307556152344e-01	2.25794106721878051758e-01	1.17138952016830444336e-01	1.43792629241943359375e-01	1.87853634357452392578e-01	3.30249547958374023438e-01	1.18695139884948730469e-01	2.19604045152664184570e-01	2.50789761543273925781e-01	1.80641800165176391602e-01	1.89032733440399169922e-01	7.72095918655395507812e-02	2.76888519525527954102e-01	1.27646178007125854492e-01	2.58102893829345703125e-01	2.16378271579742431641e-01	3.11790376901626586914e-01	1.49260371923446655273e-01	7.77019262313842773438e-01	1.44888669252395629883e-01	3.28703761100769042969e-01	1.64483129978179931641e-01	1.21836006641387939453e-01	2.16575771570205688477e-01	2.75413811206817626953e-01	2.27426439523696899414e-01	1.77140653133392333984e-01	
2.67999887466430664062e-01	2.30402827262878417969e-01	3.51113557815551757812e-01	1.43370538949966430664e-01	5.20565330982208251953e-01	2.32273340225219726562e-01	1.89392656087875366211e-01	2.56423413753509521484e-01	0.00000000000000000000e+00	3.67914617061614990234e-01	2.08424389362335205078e-01	1.78360357880592346191e-01	1.25650703907012939453e-01	2.93013870716094970703e-01	1.75546079874038696289e-01	1.85535013675689697266e-01	2.82032728195190429688e-01	1.27183586359024047852e-01	1.95776939392089843750e-01	2.66614437103271484375e-01	8.75539779663085937500e-02	2.83963799476623535156e-01	1.87247067689895629883e-01	1.61091804504394531250e-01	1.47033214569091796875e-01	1.75374090671539306641e-01	1.42832189798355102539e-01	2.28195667266845703125e-01	2.01362967491149902344e-01	2.06351935863494873047e-01	1.70935213565826416016e-01	2.50255107879638671875e-01	1.72105371952056884766e-01	1.50309383869171142578e-01	2.56935298442840576172e-01	2.32350587844848632812e-01	1.73484802246093750000e-01	5.40839314460754394531e-01	1.23877853155136108398e-01	3.49393308162689208984e-01	2.68418848514556884766e-01	9.63296890258789062500e-02	2.36473441123962402344e-01	1.32505685091018676758e-01	1.75656795501708984375e-01	2.26279914379119873047e-01	2.39897489547729492188e-01	2.29060053825378417969e-01	1.34327977895736694336e-01	1.65046751499176025391e-01	1.17014467716217041016e-01	9.27276611328125000000e-02	1.58566653728485107422e-01	5.71659803390502929688e-01	2.05028563737869262695e-01	1.83858484029769897461e-01	5.34860551357269287109e-01	1.29607915878295898438e-01	3.47021520137786865234e-01	1.45270079374313354492e-01	2.62193322181701660156e-01	1.81152909994125366211e-01	3.13962638378143310547e-01	2.11564183235168457031e-01	3.35582196712493896484e-01	1.26549959182739257812e-01	2.21850574016571044922e-01	2.38565772771835327148e-01	
1.96106463670730590820e-01	1.28086835145950317383e-01	3.62036824226379394531e-01	1.35931819677352905273e-01	1.56167089939117431641e-01	1.74393236637115478516e-01	2.43788182735443115234e-01	1.75566971302032470703e-01	3.67914855480194091797e-01	0.00000000000000000000e+00	3.01917523145675659180e-01	3.83663684129714965820e-01	2.61674195528030395508e-01	2.16677546501159667969e-01	1.78376644849777221680e-01	7.83710181713104248047e-02	1.50783360004425048828e-01	6.88823312520980834961e-02	2.66286015510559082031e-01	1.78990900516510009766e-01	2.06810593605041503906e-01	2.41012424230575561523e-01	3.43953549861907958984e-01	2.39070773124694824219e-01	1.48449599742889404297e-01	2.06273555755615234375e-01	2.40531265735626220703e-01	1.67536169290542602539e-01	1.29331350326538085938e-01	2.61896938085556030273e-01	1.02758586406707763672e-01	1.81558638811111450195e-01	2.87678211927413940430e-01	1.24902546405792236328e-01	1.44161343574523925781e-01	4.49948012828826904297e-01	2.04947739839553833008e-01	4.84993755817413330078e-01	3.79649072885513305664e-01	2.56057441234588623047e-01	2.11039394140243530273e-01	1.32509887218475341797e-01	3.52131098508834838867e-01	2.08592534065246582031e-01	2.93275505304336547852e-01	1.64535164833068847656e-01	1.71456873416900634766e-01	1.19605153799057006836e-01	1.16930797696113586426e-01	8.07864665985107421875e-02	1.55642658472061157227e-01	1.57650291919708251953e-01	2.79593020677566528320e-01	2.03569978475570678711e-01	3.55443835258483886719e-01	2.59322136640548706055e-01	2.26534843444824218750e-01	3.14048618078231811523e-01	1.70626491308212280273e-01	2.04652875661849975586e-01	3.21780174970626831055e-01	1.32642790675163269043e-01	3.06115657091140747070e-01	1.51668727397918701172e-01	2.79528379440307617188e-01	1.93471461534500122070e-01	1.74375578761100769043e-01	2.04871937632560729980e-01	
