0.00000000000000000000e+00	1.76597520709037780762e-01	1.25559061765670776367e-01	1.05300575494766235352e-01	1.30610898137092590332e-01	1.34231656789779663086e-01	1.32352814078330993652e-01	1.01353377103805541992e-01	9.99063402414321899414e-02	8.50337296724319458008e-02	7.79046565294265747070e-02	9.92180258035659790039e-02	1.04714304208755493164e-01	1.08012109994888305664e-01	1.03516258299350738525e-01	9.47980880737304687500e-02	8.33521038293838500977e-02	1.17052897810935974121e-01	3.47831845283508300781e-02	9.06184017658233642578e-02	1.10185250639915466309e-01	9.92590188980102539062e-02	8.41117799282073974609e-02	6.22686296701431274414e-02	8.11073929071426391602e-02	1.07352271676063537598e-01	7.82416164875030517578e-02	9.94720458984375000000e-02	4.18282747268676757812e-02	1.05471044778823852539e-01	7.41239637136459350586e-02	6.90637826919555664062e-02	1.06556713581085205078e-01	4.25616800785064697266e-02	3.92608642578125000000e-02	6.68561235070228576660e-02	7.27886706590652465820e-02	1.09317317605018615723e-01	6.79338276386260986328e-02	1.65073484182357788086e-01	7.73559361696243286133e-02	9.78673994541168212891e-02	6.79399222135543823242e-02	1.50955468416213989258e-02	1.20758160948753356934e-01	7.99737721681594848633e-02	1.22556164860725402832e-01	2.34499126672744750977e-02	9.03838276863098144531e-02	5.06887286901473999023e-02	1.07715934514999389648e-01	1.04658856987953186035e-01	6.48787319660186767578e-02	9.59413498640060424805e-02	8.59770923852920532227e-02	8.09895545244216918945e-02	6.74352496862411499023e-02	1.08146920800209045410e-01	5.26449084281921386719e-02	4.49886545538902282715e-02	8.34724307060241699219e-02	1.19361490011215209961e-01	9.16539430618286132812e-02	5.78884780406951904297e-02	5.66265136003494262695e-02	1.16324707865715026855e-01	7.45917484164237976074e-02	8.31244289875030517578e-02	7.94404149055480957031e-02	1.27105981111526489258e-01	5.68703934550285339355e-02	1.06173992156982421875e-01	7.32005536556243896484e-02	7.25534558296203613281e-02	7.24211037158966064453e-02	5.12559860944747924805e-02	7.73172080516815185547e-02	1.25692442059516906738e-01	1.50013372302055358887e-01	
1.76597580313682556152e-01	0.00000000000000000000e+00	1.16561859846115112305e-01	1.20927661657333374023e-01	1.16982176899909973145e-01	1.19667172431945800781e-01	1.41475066542625427246e-01	1.02370232343673706055e-01	1.03856652975082397461e-01	1.04911893606185913086e-01	9.31108817458152770996e-02	9.79218780994415283203e-02	1.56646952033042907715e-01	1.10801652073860168457e-01	9.64637100696563720703e-02	1.12935870885848999023e-01	7.18535333871841430664e-02	1.23216345906257629395e-01	4.74671199917793273926e-02	9.49086099863052368164e-02	7.50254094600677490234e-02	8.04940611124038696289e-02	1.31586253643035888672e-01	8.28450471162796020508e-02	1.48373201489448547363e-01	1.03606522083282470703e-01	8.53451341390609741211e-02	1.00352898240089416504e-01	3.36063578724861145020e-02	6.84611648321151733398e-02	1.05547368526458740234e-01	9.75516289472579956055e-02	1.06292933225631713867e-01	4.66596037149429321289e-02	6.03303462266921997070e-02	7.86547213792800903320e-02	3.28299701213836669922e-02	9.56899821758270263672e-02	8.56408327817916870117e-02	7.93671756982803344727e-02	1.13634780049324035645e-01	9.96972173452377319336e-02	6.02328181266784667969e-02	1.86180472373962402344e-02	1.08886584639549255371e-01	7.57932513952255249023e-02	5.78657910227775573730e-02	4.17834222316741943359e-02	8.21441560983657836914e-02	5.69218844175338745117e-02	9.94719266891479492188e-02	9.01674479246139526367e-02	8.93633663654327392578e-02	9.47464108467102050781e-02	9.01652425527572631836e-02	8.37423801422119140625e-02	4.67795282602310180664e-02	8.09405893087387084961e-02	4.88243848085403442383e-02	4.73077595233917236328e-02	7.76921808719635009766e-02	1.02265626192092895508e-01	6.89639896154403686523e-02	5.24511039257049560547e-02	8.32525342702865600586e-02	6.53945952653884887695e-02	8.64547640085220336914e-02	7.29983747005462646484e-02	1.55250117182731628418e-01	7.17401653528213500977e-02	6.82619810104370117188e-02	9.02532339096069335938e-02	6.40629380941390991211e-02	8.44605267047882080078e-02	5.05908429622650146484e-02	7.51771181821823120117e-02	1.04441672563552856445e-01	1.21602378785610198975e-01	1.38431310653686523438e-01	
1.25559002161026000977e-01	1.16561859846115112305e-01	0.00000000000000000000e+00	1.30283385515213012695e-01	1.46357059478759765625e-01	1.81322365999221801758e-01	1.82481586933135986328e-01	1.00005835294723510742e-01	7.14116096496582031250e-02	1.11273318529129028320e-01	7.38029181957244873047e-02	7.21498429775238037109e-02	1.10761135816574096680e-01	9.69639420509338378906e-02	7.96134322881698608398e-02	1.06023043394088745117e-01	1.39082193374633789062e-01	7.94256627559661865234e-02	9.00457352399826049805e-02	1.18822932243347167969e-01	7.80776441097259521484e-02	1.55884504318237304688e-01	1.17433696985244750977e-01	7.89729952812194824219e-02	1.00416541099548339844e-01	9.13144052028656005859e-02	8.24743509292602539062e-02	8.23256969451904296875e-02	4.15041148662567138672e-02	9.37440991401672363281e-02	9.71064865589141845703e-02	6.70954734086990356445e-02	7.33637809753417968750e-02	1.06650710105895996094e-01	6.98391795158386230469e-02	6.99526295065879821777e-02	6.37714564800262451172e-02	1.07818305492401123047e-01	6.93601667881011962891e-02	6.69326335191726684570e-02	7.57191181182861328125e-02	8.45620632171630859375e-02	6.46637380123138427734e-02	8.83981883525848388672e-02	1.16893261671066284180e-01	7.44661688804626464844e-02	4.98457401990890502930e-02	1.14611536264419555664e-01	1.05082869529724121094e-01	7.96104967594146728516e-02	8.61404240131378173828e-02	9.47789102792739868164e-02	1.08696281909942626953e-01	6.39821738004684448242e-02	8.46143215894699096680e-02	8.73101353645324707031e-02	7.91055262088775634766e-02	6.05919659137725830078e-02	5.06117343902587890625e-02	5.63576668500900268555e-02	1.11854344606399536133e-01	8.35281908512115478516e-02	8.19571167230606079102e-02	9.58599448204040527344e-02	6.54144287109375000000e-02	8.24278295040130615234e-02	8.17261710762977600098e-02	1.08760625123977661133e-01	7.42366313934326171875e-02	6.06034845113754272461e-02	5.54882958531379699707e-02	8.11399221420288085938e-02	8.37222188711166381836e-02	7.85768553614616394043e-02	6.88815563917160034180e-02	7.41082131862640380859e-02	6.73722922801971435547e-02	9.75703448057174682617e-02	1.33257701992988586426e-01	
1.05300545692443847656e-01	1.20927706360816955566e-01	1.30283385515213012695e-01	0.00000000000000000000e+00	1.83303326368331909180e-01	1.33423581719398498535e-01	1.10920086503028869629e-01	1.62015706300735473633e-01	8.46706926822662353516e-02	9.65167135000228881836e-02	1.46506130695343017578e-01	1.29756659269332885742e-01	1.11444592475891113281e-01	8.75861942768096923828e-02	9.51018929481506347656e-02	9.64421182870864868164e-02	6.86004906892776489258e-02	1.13328367471694946289e-01	8.40677246451377868652e-02	9.66535657644271850586e-02	7.14505165815353393555e-02	1.18843942880630493164e-01	7.58117139339447021484e-02	1.00602179765701293945e-01	7.44948238134384155273e-02	8.86123776435852050781e-02	1.12300097942352294922e-01	1.11017927527427673340e-01	1.19119748473167419434e-01	5.02477437257766723633e-02	9.70177501440048217773e-02	1.06806069612503051758e-01	8.57468396425247192383e-02	1.15676447749137878418e-01	8.73446464538574218750e-02	8.48677977919578552246e-02	9.68413352966308593750e-02	6.27812445163726806641e-02	8.18239375948905944824e-02	1.53227061033248901367e-01	4.94391620159149169922e-02	1.29524946212768554688e-01	6.72500580549240112305e-02	7.75311291217803955078e-02	5.80217987298965454102e-02	6.54894411563873291016e-02	1.60485133528709411621e-01	5.08194565773010253906e-02	5.35738021135330200195e-02	4.32726889848709106445e-02	7.20635056495666503906e-02	7.47702866792678833008e-02	7.77261704206466674805e-02	5.44071346521377563477e-02	9.16073471307754516602e-02	1.14455118775367736816e-01	7.50057399272918701172e-02	8.96273404359817504883e-02	5.95780611038208007812e-02	8.98515731096267700195e-02	9.38919037580490112305e-02	3.68702858686447143555e-02	7.77572989463806152344e-02	5.45108467340469360352e-02	5.39370477199554443359e-02	5.07545173168182373047e-02	9.20610725879669189453e-02	7.49988257884979248047e-02	7.19796568155288696289e-02	9.75617170333862304688e-02	8.49671438336372375488e-02	7.71342962980270385742e-02	7.18985646963119506836e-02	9.13114845752716064453e-02	5.54308593273162841797e-02	8.52035135030746459961e-02	5.36249279975891113281e-02	2.98058018088340759277e-02	6.83561041951179504395e-02	
1.30610823631286621094e-01	1.16982147097587585449e-01	1.46356910467147827148e-01	1.83303385972976684570e-01	0.00000000000000000000e+00	1.51701033115386962891e-01	1.63089752197265625000e-01	1.35251909494400024414e-01	1.21959447860717773438e-01	1.17696493864059448242e-01	8.02998691797256469727e-02	1.03373259305953979492e-01	1.29814535379409790039e-01	1.00528836250305175781e-01	8.79983454942703247070e-02	1.11165583133697509766e-01	1.15677177906036376953e-01	1.09487116336822509766e-01	8.03873240947723388672e-02	1.39625012874603271484e-01	7.41380751132965087891e-02	1.30995795130729675293e-01	6.93430900573730468750e-02	1.08006030321121215820e-01	8.42790007591247558594e-02	9.56678837537765502930e-02	7.70116075873374938965e-02	1.56667619943618774414e-01	7.71645456552505493164e-02	1.20655000209808349609e-01	8.80816280841827392578e-02	8.58390927314758300781e-02	6.89779520034790039062e-02	1.01162612438201904297e-01	6.70887827873229980469e-02	7.62636810541152954102e-02	4.30090278387069702148e-02	8.09522271156311035156e-02	8.26046019792556762695e-02	7.80992358922958374023e-02	6.81726634502410888672e-02	9.04805287718772888184e-02	4.34188544750213623047e-02	7.02758878469467163086e-02	4.56606149673461914062e-02	8.81717205047607421875e-02	9.45648103952407836914e-02	4.74351197481155395508e-02	7.84059166908264160156e-02	4.62705790996551513672e-02	7.92604386806488037109e-02	1.18687942624092102051e-01	5.38113117218017578125e-02	6.69498592615127563477e-02	8.49213153123855590820e-02	6.75909370183944702148e-02	7.79856145381927490234e-02	9.78367924690246582031e-02	3.88697683811187744141e-02	6.38042986392974853516e-02	6.40365481376647949219e-02	9.39906686544418334961e-02	6.15998506546020507812e-02	9.38874185085296630859e-02	8.52499008178710937500e-02	6.34423345327377319336e-02	8.78270193934440612793e-02	7.60764181613922119141e-02	8.62652957439422607422e-02	5.32778203487396240234e-02	1.11443497240543365479e-01	5.43273538351058959961e-02	8.10728520154953002930e-02	8.52485969662666320801e-02	5.08092492818832397461e-02	8.62556099891662597656e-02	4.52552288770675659180e-02	1.12538382411003112793e-01	1.23638212680816650391e-01	
1.34231686592102050781e-01	1.19667097926139831543e-01	1.81322246789932250977e-01	1.33423626422882080078e-01	1.51701092720031738281e-01	0.00000000000000000000e+00	1.57713145017623901367e-01	1.60625845193862915039e-01	1.14979386329650878906e-01	1.04864299297332763672e-01	7.72969722747802734375e-02	8.19790661334991455078e-02	1.28925472497940063477e-01	1.23183637857437133789e-01	9.42140072584152221680e-02	9.91809964179992675781e-02	1.30848497152328491211e-01	1.41476422548294067383e-01	9.77388024330139160156e-02	1.54216259717941284180e-01	1.31051748991012573242e-01	1.08658850193023681641e-01	1.02017253637313842773e-01	9.29960608482360839844e-02	9.13520753383636474609e-02	9.46909189224243164062e-02	6.73933923244476318359e-02	1.38459324836730957031e-01	5.69649785757064819336e-02	9.83201861381530761719e-02	1.09186530113220214844e-01	6.97226822376251220703e-02	1.20120495557785034180e-01	9.31363105773925781250e-02	5.92119991779327392578e-02	5.57571500539779663086e-02	5.55699467658996582031e-02	7.11182057857513427734e-02	9.28145796060562133789e-02	7.48396366834640502930e-02	1.07743948698043823242e-01	8.81634950637817382812e-02	5.22868335247039794922e-02	6.16938918828964233398e-02	8.86123478412628173828e-02	5.00086843967437744141e-02	1.49793922901153564453e-02	9.60980951786041259766e-02	8.60029757022857666016e-02	4.58702445030212402344e-02	8.98060500621795654297e-02	5.81206977367401123047e-02	3.87593954801559448242e-02	5.15667945146560668945e-02	7.50782191753387451172e-02	9.55859571695327758789e-02	1.32903754711151123047e-01	1.12994074821472167969e-01	5.14086037874221801758e-02	4.67970520257949829102e-02	9.29035246372222900391e-02	8.69369804859161376953e-02	3.18771153688430786133e-02	6.56625926494598388672e-02	6.84392750263214111328e-02	7.83143043518066406250e-02	6.86491355299949645996e-02	6.88464641571044921875e-02	1.00529730319976806641e-01	9.88957732915878295898e-02	8.26286897063255310059e-02	8.83077085018157958984e-02	8.36805701255798339844e-02	6.36949464678764343262e-02	7.49596953392028808594e-02	5.21788895130157470703e-02	6.15866482257843017578e-02	7.48070478439331054688e-02	1.18952468037605285645e-01	
1.32352799177169799805e-01	1.41475036740303039551e-01	1.82481646537780761719e-01	1.10920175909996032715e-01	1.63089692592620849609e-01	1.57712996006011962891e-01	0.00000000000000000000e+00	1.31466090679168701172e-01	7.53074586391448974609e-02	1.06652081012725830078e-01	7.40836113691329956055e-02	1.04036420583724975586e-01	1.28511369228363037109e-01	1.31412416696548461914e-01	1.03297546505928039551e-01	9.72211658954620361328e-02	1.20578795671463012695e-01	1.32718890905380249023e-01	9.13796275854110717773e-02	1.04658633470535278320e-01	8.64556133747100830078e-02	8.48179459571838378906e-02	8.65345895290374755859e-02	1.43006891012191772461e-01	1.30269616842269897461e-01	8.05671513080596923828e-02	8.53113904595375061035e-02	5.27289211750030517578e-02	6.75672441720962524414e-02	1.35250777006149291992e-01	1.21847033500671386719e-01	7.28326290845870971680e-02	1.11066788434982299805e-01	7.23641514778137207031e-02	8.57459306716918945312e-02	7.08688274025917053223e-02	6.54864013195037841797e-02	1.11932158470153808594e-01	6.63434565067291259766e-02	9.36210751533508300781e-02	7.46119618415832519531e-02	7.93100744485855102539e-02	7.79401063919067382812e-02	7.69900381565093994141e-02	6.60707652568817138672e-02	9.59923267364501953125e-02	6.37899786233901977539e-02	1.09631597995758056641e-01	8.12868177890777587891e-02	7.84429013729095458984e-02	1.02592825889587402344e-01	5.76297193765640258789e-02	4.75555807352066040039e-02	8.60389173030853271484e-02	7.03444033861160278320e-02	6.25494569540023803711e-02	8.90167355537414550781e-02	1.09437108039855957031e-01	3.14478129148483276367e-02	4.54028248786926269531e-02	8.03922116756439208984e-02	4.30000275373458862305e-02	7.29874670505523681641e-02	7.59739577770233154297e-02	6.40575587749481201172e-02	2.40835547447204589844e-02	8.16167891025543212891e-02	2.59511172771453857422e-02	7.57563710212707519531e-02	7.51928985118865966797e-02	7.86745771765708923340e-02	1.08065158128738403320e-01	4.67440336942672729492e-02	7.73430019617080688477e-02	1.20007008314132690430e-01	8.98015201091766357422e-02	9.87911522388458251953e-02	1.13325983285903930664e-01	1.09864547848701477051e-01	
1.01353377103805541992e-01	1.02370113134384155273e-01	1.00005805492401123047e-01	1.62015646696090698242e-01	1.35251909494400024414e-01	1.60625815391540527344e-01	1.31466209888458251953e-01	0.00000000000000000000e+00	1.08207732439041137695e-01	1.21106117963790893555e-01	7.79537707567214965820e-02	9.33648347854614257812e-02	1.09989255666732788086e-01	1.18115395307540893555e-01	7.24476575851440429688e-02	1.03316128253936767578e-01	1.71868532896041870117e-01	1.28232151269912719727e-01	6.90595060586929321289e-02	1.04405999183654785156e-01	1.52590304613113403320e-01	1.00689232349395751953e-01	8.99518132209777832031e-02	1.26806646585464477539e-01	1.43398016691207885742e-01	6.33516609668731689453e-02	4.83360253274440765381e-02	7.45825171470642089844e-02	7.55280256271362304688e-02	9.22504365444183349609e-02	8.83685648441314697266e-02	9.84484553337097167969e-02	1.08723849058151245117e-01	9.89083349704742431641e-02	6.45639896392822265625e-02	5.78803122043609619141e-02	5.89715242385864257812e-02	8.60513448715209960938e-02	7.15854167938232421875e-02	6.28672987222671508789e-02	6.77082240581512451172e-02	6.92772418260574340820e-02	8.19702148437500000000e-02	8.56264829635620117188e-02	4.11170721054077148438e-02	8.02598595619201660156e-02	9.08180922269821166992e-02	8.11759531497955322266e-02	7.20874071121215820312e-02	8.59772264957427978516e-02	1.02094739675521850586e-01	7.13432729244232177734e-02	7.17563927173614501953e-02	9.80903506278991699219e-02	8.22311937808990478516e-02	8.13953578472137451172e-02	8.44884812831878662109e-02	1.08139157295227050781e-01	8.18585753440856933594e-02	8.05201828479766845703e-02	7.15478956699371337891e-02	8.61667096614837646484e-02	8.25836807489395141602e-02	5.54565787315368652344e-02	8.57519209384918212891e-02	1.10028475522994995117e-01	6.77809342741966247559e-02	1.27850830554962158203e-01	9.17671918869018554688e-02	5.23375272750854492188e-02	8.29523801803588867188e-02	6.70311748981475830078e-02	4.01965826749801635742e-02	5.76872900128364562988e-02	5.69687485694885253906e-02	1.16527557373046875000e-01	6.71896636486053466797e-02	9.64571535587310791016e-02	1.34795591235160827637e-01	
9.99063253402709960938e-02	1.03856638073921203613e-01	7.14115798473358154297e-02	8.46708565950393676758e-02	1.21959388256072998047e-01	1.14979475736618041992e-01	7.53074586391448974609e-02	1.08207762241363525391e-01	0.00000000000000000000e+00	2.38554686307907104492e-01	9.46004092693328857422e-02	1.35868638753890991211e-01	1.83839708566665649414e-01	1.32235437631607055664e-01	9.46638584136962890625e-02	1.44232064485549926758e-01	1.45779997110366821289e-01	1.30056709051132202148e-01	9.90486890077590942383e-02	1.36977761983871459961e-01	1.30181074142456054688e-01	9.56396758556365966797e-02	1.25636339187622070312e-01	2.16219812631607055664e-01	1.31609022617340087891e-01	5.96336573362350463867e-02	6.04706257581710815430e-02	6.85374140739440917969e-02	1.02388888597488403320e-01	9.71052646636962890625e-02	1.31543099880218505859e-01	1.13735884428024291992e-01	7.06442892551422119141e-02	7.07179605960845947266e-02	1.24079227447509765625e-01	7.01339319348335266113e-02	2.78170406818389892578e-02	1.27501964569091796875e-01	7.95804411172866821289e-02	7.18952715396881103516e-03	6.69392347335815429688e-02	6.19768798351287841797e-02	7.01490491628646850586e-02	7.16448426246643066406e-02	7.47015774250030517578e-02	1.02320998907089233398e-01	9.36608314514160156250e-02	1.11765116453170776367e-01	5.68004250526428222656e-02	8.60378742218017578125e-02	5.93378543853759765625e-02	6.57487064599990844727e-02	6.29191994667053222656e-02	7.30927288532257080078e-02	6.25271648168563842773e-02	6.53209388256072998047e-02	1.03687554597854614258e-01	9.93308126926422119141e-02	9.45954918861389160156e-02	5.23085296154022216797e-02	1.14228218793869018555e-01	6.54596090316772460938e-02	3.34422886371612548828e-02	8.07614326477050781250e-02	1.10899895429611206055e-01	3.42905521392822265625e-02	7.54840672016143798828e-02	5.17316162586212158203e-02	9.71611738204956054688e-02	3.07662785053253173828e-02	7.82595276832580566406e-02	9.07294154167175292969e-02	4.59865331649780273438e-02	6.65289089083671569824e-02	3.06729227304458618164e-02	9.64928865432739257812e-02	5.79232275485992431641e-02	1.06060042977333068848e-01	9.18559134006500244141e-02	
8.50337892770767211914e-02	1.04911863803863525391e-01	1.11273318529129028320e-01	9.65166538953781127930e-02	1.17696493864059448242e-01	1.04864180088043212891e-01	1.06652021408081054688e-01	1.21106058359146118164e-01	2.38554865121841430664e-01	0.00000000000000000000e+00	1.02114155888557434082e-01	5.12436032295227050781e-02	1.68370097875595092773e-01	2.27940738201141357422e-01	9.67292785644531250000e-02	1.47900909185409545898e-01	1.75063163042068481445e-01	1.22574478387832641602e-01	6.84054046869277954102e-02	1.61848753690719604492e-01	1.19320929050445556641e-01	1.35748893022537231445e-01	1.00832164287567138672e-01	1.30481481552124023438e-01	6.21748864650726318359e-02	8.46363455057144165039e-02	7.43753165006637573242e-02	9.42939221858978271484e-02	7.87983238697052001953e-02	1.09544754028320312500e-01	4.96343672275543212891e-02	5.34920692443847656250e-02	8.15154016017913818359e-02	1.08381956815719604492e-01	5.55883049964904785156e-02	6.64645954966545104980e-02	6.17167949676513671875e-02	7.31534361839294433594e-02	7.54745900630950927734e-02	1.12115055322647094727e-01	1.10951066017150878906e-01	7.12321400642395019531e-02	4.97349798679351806641e-02	6.32043480873107910156e-02	1.03859543800354003906e-01	1.03537380695343017578e-01	1.05317711830139160156e-01	1.02872431278228759766e-01	9.40874516963958740234e-02	1.08423441648483276367e-01	1.36926412582397460938e-01	4.16572391986846923828e-02	3.14649641513824462891e-02	6.50332719087600708008e-02	6.38333112001419067383e-02	5.03780096769332885742e-02	6.62459135055541992188e-02	5.21764755249023437500e-02	5.05668967962265014648e-02	6.74802064895629882812e-02	1.31426572799682617188e-01	9.32963788509368896484e-02	5.86491227149963378906e-02	5.16096055507659912109e-02	9.18411910533905029297e-02	5.40321171283721923828e-02	8.18223059177398681641e-02	6.86003565788269042969e-02	1.10299825668334960938e-01	9.67060029506683349609e-02	6.27203285694122314453e-02	7.20598101615905761719e-02	5.22046387195587158203e-02	7.33807459473609924316e-02	8.62434208393096923828e-02	7.81403183937072753906e-02	4.80381250381469726562e-02	1.09531879425048828125e-01	8.27230811119079589844e-02	
