0.00000000000000000000e+00	4.65858399868011474609e-01	4.01356458663940429688e-01	4.62580025196075439453e-01	7.02532708644866943359e-01	3.10905754566192626953e-01	2.53942877054214477539e-01	3.64333987236022949219e-01	3.76123726367950439453e-01	2.25569546222686767578e-01	2.22979366779327392578e-01	1.99761807918548583984e-01	2.79009521007537841797e-01	1.17440015077590942383e-01	2.72789776325225830078e-01	2.76927471160888671875e-01	2.16302514076232910156e-01	3.48292589187622070312e-01	2.77415692806243896484e-01	2.95077592134475708008e-01	3.50952208042144775391e-01	2.14626073837280273438e-01	2.19073235988616943359e-01	2.75414884090423583984e-01	3.64208161830902099609e-01	2.12534904479980468750e-01	1.52691781520843505859e-01	4.16879177093505859375e-01	2.13943421840667724609e-01	2.01730430126190185547e-01	3.82333517074584960938e-01	2.62176275253295898438e-01	1.65963232517242431641e-01	2.68343567848205566406e-01	8.88858437538146972656e-02	1.92812800407409667969e-01	2.84630477428436279297e-01	2.81496107578277587891e-01	2.97379791736602783203e-01	2.07970738410949707031e-01	3.69767218828201293945e-01	1.55800163745880126953e-01	4.20103102922439575195e-01	1.74681901931762695312e-01	2.74996638298034667969e-01	4.34698104858398437500e-01	3.06498348712921142578e-01	
4.65858519077301025391e-01	0.00000000000000000000e+00	5.04085063934326171875e-01	4.89524841308593750000e-01	4.38218533992767333984e-01	5.51049470901489257812e-01	2.57881879806518554688e-01	3.72778058052062988281e-01	3.94185423851013183594e-01	2.34791994094848632812e-01	2.60022163391113281250e-01	6.58522248268127441406e-02	3.38449716567993164062e-01	3.00028562545776367188e-01	3.16653490066528320312e-01	2.58794426918029785156e-01	2.86540985107421875000e-01	4.47824716567993164062e-01	2.09456682205200195312e-01	2.76383757591247558594e-01	2.83012509346008300781e-01	2.51770019531250000000e-01	2.89515852928161621094e-01	2.46780484914779663086e-01	3.83750438690185546875e-01	2.69100785255432128906e-01	7.31037259101867675781e-02	2.48280107975006103516e-01	1.52453064918518066406e-01	2.64572381973266601562e-01	3.68867993354797363281e-01	2.36487656831741333008e-01	3.74346137046813964844e-01	2.46393024921417236328e-01	2.53689408302307128906e-01	2.34338164329528808594e-01	1.30862832069396972656e-01	3.52784514427185058594e-01	2.30431318283081054688e-01	2.16744780540466308594e-01	2.46177852153778076172e-01	2.07888960838317871094e-01	2.69768416881561279297e-01	1.79579854011535644531e-01	3.82320582866668701172e-01	5.90390026569366455078e-01	3.13938826322555541992e-01	
4.01356458663940429688e-01	5.04085302352905273438e-01	0.00000000000000000000e+00	3.11691075563430786133e-01	2.76134103536605834961e-01	3.09450089931488037109e-01	3.80704998970031738281e-01	2.41234749555587768555e-01	1.83882266283035278320e-01	2.95067578554153442383e-01	3.04114282131195068359e-01	3.07705968618392944336e-01	2.78454631567001342773e-01	2.62214839458465576172e-01	3.19478422403335571289e-01	2.18657374382019042969e-01	2.67499744892120361328e-01	2.06009596586227416992e-01	2.84386545419692993164e-01	3.84197086095809936523e-01	2.27807283401489257812e-01	1.07437491416931152344e-01	2.23353177309036254883e-01	4.53424930572509765625e-01	2.43280291557312011719e-01	2.64759361743927001953e-01	2.31553375720977783203e-01	2.00614482164382934570e-01	3.27137440443038940430e-01	2.36353904008865356445e-01	1.88230305910110473633e-01	2.95209825038909912109e-01	1.96671843528747558594e-01	3.07822376489639282227e-01	2.07045763731002807617e-01	2.76747941970825195312e-01	1.82791084051132202148e-01	2.37956345081329345703e-01	2.51587212085723876953e-01	2.24489122629165649414e-01	3.20718765258789062500e-01	3.82080525159835815430e-01	3.12922805547714233398e-01	3.57565373182296752930e-01	2.83381015062332153320e-01	3.06098699569702148438e-01	3.70775163173675537109e-01	
4.62579846382141113281e-01	4.89524722099304199219e-01	3.11691164970397949219e-01	0.00000000000000000000e+00	5.66563606262207031250e-01	6.90739393234252929688e-01	3.47306668758392333984e-01	3.48986506462097167969e-01	2.79114723205566406250e-01	2.75580823421478271484e-01	1.87376260757446289062e-01	2.43884563446044921875e-01	3.09800863265991210938e-01	2.09461510181427001953e-01	2.61441111564636230469e-01	3.85695815086364746094e-01	3.31725358963012695312e-01	2.28489756584167480469e-01	2.04865813255310058594e-01	2.54558235406875610352e-01	4.21319723129272460938e-01	2.53982543945312500000e-01	1.24430418014526367188e-01	2.71152198314666748047e-01	3.43324303627014160156e-01	3.01419854164123535156e-01	0.00000000000000000000e+00	4.09969210624694824219e-01	1.88778519630432128906e-01	2.43412971496582031250e-01	2.96021819114685058594e-01	2.76476711034774780273e-01	4.72326755523681640625e-01	3.59002411365509033203e-01	3.11769604682922363281e-01	9.05487537384033203125e-02	2.65345811843872070312e-01	2.53014802932739257812e-01	2.75922894477844238281e-01	2.46960401535034179688e-01	1.99290961027145385742e-01	2.90842533111572265625e-01	2.56330072879791259766e-01	3.96106600761413574219e-01	2.66483426094055175781e-01	3.63269209861755371094e-01	3.59545379877090454102e-01	
7.02532947063446044922e-01	4.38218533992767333984e-01	2.76134073734283447266e-01	5.66563844680786132812e-01	0.00000000000000000000e+00	5.27228713035583496094e-01	3.98758769035339355469e-01	4.44024324417114257812e-01	3.06965112686157226562e-01	3.93376588821411132812e-01	2.97652959823608398438e-01	2.97451078891754150391e-01	3.89756202697753906250e-01	2.51950323581695556641e-01	2.39546179771423339844e-01	2.67408013343811035156e-01	1.50791406631469726562e-01	3.26277852058410644531e-01	2.78138160705566406250e-01	2.93193697929382324219e-01	3.00947427749633789062e-01	3.82036089897155761719e-01	1.95157170295715332031e-01	3.02136391401290893555e-01	2.82902598381042480469e-01	2.78911471366882324219e-01	1.57103657722473144531e-01	2.20869243144989013672e-01	6.26097440719604492188e-01	2.05012679100036621094e-01	2.08531379699707031250e-01	2.62334138154983520508e-01	2.85742878913879394531e-01	2.55605220794677734375e-01	1.50617241859436035156e-01	2.19778537750244140625e-01	2.61546373367309570312e-01	1.22811138629913330078e-01	1.02002143859863281250e-01	1.57873630523681640625e-01	2.52158045768737792969e-01	3.53176712989807128906e-01	2.24225968122482299805e-01	1.61320567131042480469e-01	5.29322743415832519531e-01	3.37104022502899169922e-01	1.84834510087966918945e-01	
3.10905992984771728516e-01	5.51049351692199707031e-01	3.09449881315231323242e-01	6.90739631652832031250e-01	5.27228713035583496094e-01	0.00000000000000000000e+00	3.15796196460723876953e-01	5.22996902465820312500e-01	4.49719071388244628906e-01	1.83425962924957275391e-01	4.20620679855346679688e-01	2.22573161125183105469e-01	4.05250549316406250000e-01	2.40111529827117919922e-01	2.79474735260009765625e-01	2.14932322502136230469e-01	2.70318388938903808594e-01	3.35432648658752441406e-01	2.31240630149841308594e-01	2.46836945414543151855e-01	2.72736310958862304688e-01	4.17002081871032714844e-01	2.92256832122802734375e-01	2.39120185375213623047e-01	2.17412590980529785156e-01	3.09870123863220214844e-01	1.43144547939300537109e-01	3.89412522315979003906e-01	2.42121100425720214844e-01	2.29091048240661621094e-01	3.08393836021423339844e-01	2.81880944967269897461e-01	1.78639650344848632812e-01	2.64722228050231933594e-01	3.00980687141418457031e-01	1.45012140274047851562e-01	2.14304208755493164062e-01	2.91178345680236816406e-01	2.06076741218566894531e-01	2.90482521057128906250e-01	2.14943915605545043945e-01	2.90163755416870117188e-01	2.86704421043395996094e-01	2.16323018074035644531e-01	2.32175886631011962891e-01	4.44142222404479980469e-01	2.73245185613632202148e-01	
2.53942787647247314453e-01	2.57881879806518554688e-01	3.80704998970031738281e-01	3.47306728363037109375e-01	3.98758947849273681641e-01	3.15796136856079101562e-01	0.00000000000000000000e+00	4.16056036949157714844e-01	4.59278702735900878906e-01	5.79665243625640869141e-01	2.69297003746032714844e-01	3.40768098831176757812e-01	2.80897676944732666016e-01	2.83651530742645263672e-01	2.79119193553924560547e-01	3.16747903823852539062e-01	2.37088263034820556641e-01	1.97599053382873535156e-01	2.84064352512359619141e-01	2.94286161661148071289e-01	2.58005201816558837891e-01	1.74325525760650634766e-01	4.18806612491607666016e-01	2.79002219438552856445e-01	2.04505860805511474609e-01	1.69080734252929687500e-01	7.65497863292694091797e-01	2.09132432937622070312e-01	3.06527554988861083984e-01	2.12552547454833984375e-01	1.46230518817901611328e-01	2.35086172819137573242e-01	1.54003560543060302734e-01	2.79736369848251342773e-01	2.32802510261535644531e-01	2.54922628402709960938e-01	1.75414383411407470703e-01	2.40449607372283935547e-01	1.96609914302825927734e-01	2.47381389141082763672e-01	2.74591326713562011719e-01	3.14305424690246582031e-01	2.94902145862579345703e-01	2.43659675121307373047e-01	2.35905945301055908203e-01	2.24375367164611816406e-01	2.95202463865280151367e-01	
3.64334106445312500000e-01	3.72777700424194335938e-01	2.41234898567199707031e-01	3.48986506462097167969e-01	4.44024324417114257812e-01	5.22996664047241210938e-01	4.16055798530578613281e-01	0.00000000000000000000e+00	5.79068303108215332031e-01	3.54674458503723144531e-01	3.69709372520446777344e-01	1.88569366931915283203e-01	4.28387641906738281250e-01	1.93801522254943847656e-01	4.12715792655944824219e-01	4.72187876701354980469e-01	2.95051693916320800781e-01	3.55904698371887207031e-01	2.65898585319519042969e-01	2.51959770917892456055e-01	2.17484593391418457031e-01	2.48421669006347656250e-01	2.65466451644897460938e-01	2.95302748680114746094e-01	3.84023070335388183594e-01	3.62834334373474121094e-01	1.95623159408569335938e-01	2.98189997673034667969e-01	2.09378957748413085938e-01	3.39177012443542480469e-01	2.77106642723083496094e-01	2.86749869585037231445e-01	3.20755958557128906250e-01	2.26928830146789550781e-01	2.73285508155822753906e-01	2.77086496353149414062e-01	2.51737594604492187500e-01	1.89807653427124023438e-01	1.52161717414855957031e-01	2.13072657585144042969e-01	2.63590037822723388672e-01	2.72737979888916015625e-01	2.50906974077224731445e-01	3.64403605461120605469e-01	1.03657722473144531250e-01	4.90780472755432128906e-01	2.05067664384841918945e-01	
3.76123726367950439453e-01	3.94185185432434082031e-01	1.83882176876068115234e-01	2.79114603996276855469e-01	3.06965231895446777344e-01	4.49719071388244628906e-01	4.59278523921966552734e-01	5.79068064689636230469e-01	0.00000000000000000000e+00	5.90779781341552734375e-01	4.13207769393920898438e-01	3.01879286766052246094e-01	3.76021862030029296875e-01	1.91420495510101318359e-01	3.99924516677856445312e-01	3.18562030792236328125e-01	1.94436788558959960938e-01	1.86078071594238281250e-01	1.11792087554931640625e-01	2.34432354569435119629e-01	4.51822519302368164062e-01	3.33500027656555175781e-01	3.85279059410095214844e-01	2.78472483158111572266e-01	3.59801054000854492188e-01	4.83129262924194335938e-01	2.51237034797668457031e-01	4.27750349044799804688e-01	3.01614999771118164062e-01	2.94746398925781250000e-01	1.98329925537109375000e-01	2.44689166545867919922e-01	2.33154535293579101562e-01	2.96398401260375976562e-01	2.68084049224853515625e-01	2.27802991867065429688e-01	3.23987603187561035156e-01	9.02801752090454101562e-02	1.75792455673217773438e-01	1.35008692741394042969e-01	2.59685575962066650391e-01	3.49000573158264160156e-01	2.46716231107711791992e-01	1.65898442268371582031e-01	1.88727498054504394531e-01	4.33791875839233398438e-01	3.16073864698410034180e-01	
2.25569486618041992188e-01	2.34791994094848632812e-01	2.95067369937896728516e-01	2.75580585002899169922e-01	3.93376708030700683594e-01	1.83426022529602050781e-01	5.79665422439575195312e-01	3.54674458503723144531e-01	5.90779781341552734375e-01	0.00000000000000000000e+00	5.96785664558410644531e-01	4.94712710380554199219e-01	2.50426173210144042969e-01	3.83642971515655517578e-01	5.17743229866027832031e-01	3.27184796333312988281e-01	2.17005491256713867188e-01	3.40806961059570312500e-01	4.53834295272827148438e-01	2.88608044385910034180e-01	1.91099166870117187500e-01	1.75058126449584960938e-01	5.49560904502868652344e-01	3.19237947463989257812e-01	2.10772514343261718750e-01	1.75589084625244140625e-01	3.88427317142486572266e-01	2.42027282714843750000e-01	2.53625750541687011719e-01	1.21601819992065429688e-01	2.63535141944885253906e-01	2.67813056707382202148e-01	2.04136729240417480469e-01	2.69931018352508544922e-01	1.91564321517944335938e-01	2.74847745895385742188e-01	2.77105569839477539062e-01	2.04779028892517089844e-01	3.11587810516357421875e-01	2.30087637901306152344e-01	2.44737535715103149414e-01	1.97392821311950683594e-01	2.56863981485366821289e-01	1.90852999687194824219e-01	1.88024401664733886719e-01	2.36408293247222900391e-01	2.42157846689224243164e-01	
