0.00000000000000000000e+00	1.99823737144470214844e-01	2.08452165126800537109e-01	1.58265039324760437012e-01	1.07761621475219726562e-01	9.12249162793159484863e-02	6.31423294544219970703e-02	9.97230187058448791504e-02	9.42035019397735595703e-02	1.15251958370208740234e-01	9.33927521109580993652e-02	8.74860510230064392090e-02	1.40765637159347534180e-01	1.38811111450195312500e-01	1.21441252529621124268e-01	6.10980540513992309570e-02	1.23233750462532043457e-01	5.96064403653144836426e-02	3.79129387438297271729e-02	8.07367339730262756348e-02	9.19564366340637207031e-02	1.14256866276264190674e-01	7.67567902803421020508e-02	7.43284374475479125977e-02	7.49766081571578979492e-02	6.25606402754783630371e-02	3.44721153378486633301e-02	9.78274196386337280273e-02	8.14259350299835205078e-02	6.07807859778404235840e-02	5.69437295198440551758e-02	8.97817760705947875977e-02	4.09187600016593933105e-02	4.38614934682846069336e-02	5.66179603338241577148e-02	1.00395262241363525391e-01	5.70999458432197570801e-02	7.97668248414993286133e-02	4.46062758564949035645e-02	5.76834902167320251465e-02	4.19194027781486511230e-02	8.47334861755371093750e-02	9.67339724302291870117e-02	7.33803734183311462402e-02	7.52900689840316772461e-02	9.84985753893852233887e-02	7.72854685783386230469e-02	1.00345194339752197266e-01	1.05055361986160278320e-01	1.07687406241893768311e-01	9.23741161823272705078e-02	1.23695358633995056152e-01	1.29827439785003662109e-01	1.38478606939315795898e-01	1.46956846117973327637e-01	1.57563924789428710938e-01	
1.99823886156082153320e-01	0.00000000000000000000e+00	2.13471591472625732422e-01	1.62968590855598449707e-01	1.12929806113243103027e-01	8.23485404253005981445e-02	5.35872131586074829102e-02	9.20880734920501708984e-02	8.07111114263534545898e-02	1.08503907918930053711e-01	8.55080261826515197754e-02	1.08897984027862548828e-01	1.34480327367782592773e-01	1.41086310148239135742e-01	1.04049026966094970703e-01	5.92114552855491638184e-02	1.13421149551868438721e-01	4.96976897120475769043e-02	3.09335067868232727051e-02	7.19776600599288940430e-02	1.06350995600223541260e-01	1.29347234964370727539e-01	7.88939893245697021484e-02	6.67174533009529113770e-02	6.78424090147018432617e-02	5.38677126169204711914e-02	2.44060680270195007324e-02	1.11036442220211029053e-01	7.39706605672836303711e-02	5.17494305968284606934e-02	4.78527918457984924316e-02	8.90255570411682128906e-02	3.18119078874588012695e-02	3.40153351426124572754e-02	4.73704412579536437988e-02	9.33220237493515014648e-02	4.75933700799942016602e-02	7.29139372706413269043e-02	3.62565927207469940186e-02	7.56873562932014465332e-02	8.06716233491897583008e-02	8.15472602844238281250e-02	9.03670936822891235352e-02	8.36893096566200256348e-02	8.67889076471328735352e-02	9.27159339189529418945e-02	9.11362841725349426270e-02	1.12929932773113250732e-01	1.15158207714557647705e-01	1.01534530520439147949e-01	1.06164693832397460938e-01	1.29807159304618835449e-01	1.26044750213623046875e-01	1.53292924165725708008e-01	1.62341028451919555664e-01	1.74109876155853271484e-01	
2.08452075719833374023e-01	2.13471561670303344727e-01	0.00000000000000000000e+00	1.64758682250976562500e-01	1.22864700853824615479e-01	7.57307112216949462891e-02	5.38492351770401000977e-02	9.32949185371398925781e-02	7.91002810001373291016e-02	1.07997573912143707275e-01	8.50704088807106018066e-02	1.07092425227165222168e-01	1.31193906068801879883e-01	1.43190726637840270996e-01	1.04295119643211364746e-01	6.19585067033767700195e-02	1.07373788952827453613e-01	4.76621910929679870605e-02	4.81596142053604125977e-02	7.10375234484672546387e-02	1.08673565089702606201e-01	1.22516602277755737305e-01	8.92345085740089416504e-02	6.70615434646606445312e-02	6.84896036982536315918e-02	5.31150028109550476074e-02	2.36510634422302246094e-02	1.08101516962051391602e-01	7.45535567402839660645e-02	5.03316372632980346680e-02	4.65856641530990600586e-02	9.29718762636184692383e-02	3.26994657516479492188e-02	3.27704399824142456055e-02	4.66548204421997070312e-02	9.32614430785179138184e-02	4.53093051910400390625e-02	7.61797949671745300293e-02	3.72881479561328887939e-02	7.81642720103263854980e-02	6.58124089241027832031e-02	8.34098458290100097656e-02	9.00037884712219238281e-02	7.63226822018623352051e-02	8.38604867458343505859e-02	9.41775664687156677246e-02	8.48268195986747741699e-02	1.10780149698257446289e-01	1.25711917877197265625e-01	9.93383079767227172852e-02	1.01093895733356475830e-01	1.40145659446716308594e-01	1.27237632870674133301e-01	1.46874591708183288574e-01	1.62538200616836547852e-01	1.69868722558021545410e-01	
1.58265024423599243164e-01	1.62968516349792480469e-01	1.64758563041687011719e-01	0.00000000000000000000e+00	1.82349175214767456055e-01	1.13263301551342010498e-01	8.80672559142112731934e-02	1.08930401504039764404e-01	1.12179242074489593506e-01	1.20768420398235321045e-01	8.24127569794654846191e-02	1.14977218210697174072e-01	1.26552283763885498047e-01	1.12845651805400848389e-01	1.14563576877117156982e-01	9.67444106936454772949e-02	1.01410023868083953857e-01	5.31851127743721008301e-02	5.05788102746009826660e-02	7.10145309567451477051e-02	1.31267577409744262695e-01	1.01827435195446014404e-01	7.49869123101234436035e-02	2.20141634345054626465e-02	5.59628531336784362793e-02	4.58967909216880798340e-02	6.03947713971138000488e-02	1.78929507732391357422e-01	9.37209054827690124512e-02	4.65100333094596862793e-02	7.47343525290489196777e-02	6.59112557768821716309e-02	4.25598844885826110840e-02	5.79573586583137512207e-02	4.57793399691581726074e-02	8.22865292429924011230e-02	6.95466026663780212402e-02	8.41799750924110412598e-02	6.75184056162834167480e-02	8.46913084387779235840e-02	5.40171340107917785645e-02	5.59574440121650695801e-02	6.38803616166114807129e-02	6.13025352358818054199e-02	5.55676147341728210449e-02	1.02832250297069549561e-01	1.53509765863418579102e-01	7.47545287013053894043e-02	1.32457435131072998047e-01	1.27188473939895629883e-01	1.06356836855411529541e-01	1.26441091299057006836e-01	8.19397568702697753906e-02	1.11993424594402313232e-01	1.42333984375000000000e-01	1.70325964689254760742e-01	
1.07761658728122711182e-01	1.12929776310920715332e-01	1.22864581644535064697e-01	1.82349115610122680664e-01	0.00000000000000000000e+00	1.60333514213562011719e-01	1.24646253883838653564e-01	9.44707319140434265137e-02	1.75368428230285644531e-01	1.04615353047847747803e-01	1.10082410275936126709e-01	8.13547447323799133301e-02	1.40448659658432006836e-01	1.47107660770416259766e-01	9.55544337630271911621e-02	7.14393481612205505371e-02	9.45232734084129333496e-02	1.09073750674724578857e-01	3.34977880120277404785e-02	8.41606035828590393066e-02	6.56961426138877868652e-02	7.94569626450538635254e-02	1.15708224475383758545e-01	3.79792079329490661621e-02	7.28135332465171813965e-02	7.80180618166923522949e-02	8.37903842329978942871e-02	1.29887998104095458984e-01	6.69835731387138366699e-02	1.11288957297801971436e-01	9.82682928442955017090e-02	7.22675248980522155762e-02	5.60738965868949890137e-02	9.44688543677330017090e-02	5.25982305407524108887e-02	8.12900587916374206543e-02	9.09088179469108581543e-02	6.49107024073600769043e-02	6.25581368803977966309e-02	4.06408384442329406738e-02	9.84986945986747741699e-02	1.20507404208183288574e-02	9.78857353329658508301e-02	8.54511186480522155762e-02	7.70570561289787292480e-02	9.81554612517356872559e-02	9.22586992383003234863e-02	7.43118450045585632324e-02	1.12699843943119049072e-01	1.07741810381412506104e-01	1.30741328001022338867e-01	1.58435791730880737305e-01	1.06948368251323699951e-01	1.08436278998851776123e-01	1.32777035236358642578e-01	1.06793798506259918213e-01	
9.12250429391860961914e-02	8.23485851287841796875e-02	7.57307782769203186035e-02	1.13263271749019622803e-01	1.60333424806594848633e-01	0.00000000000000000000e+00	1.78195804357528686523e-01	8.25574621558189392090e-02	2.03555762767791748047e-01	9.89561900496482849121e-02	9.38412025570869445801e-02	9.55685600638389587402e-02	9.64495167136192321777e-02	1.28516316413879394531e-01	1.14977352321147918701e-01	9.73777845501899719238e-02	1.43646508455276489258e-01	1.57728582620620727539e-01	6.20630607008934020996e-02	4.40667048096656799316e-02	7.48302116990089416504e-02	4.93083968758583068848e-02	3.97019907832145690918e-02	2.73226127028465270996e-02	1.13197319209575653076e-01	4.72915694117546081543e-02	8.21773335337638854980e-02	8.66841599345207214355e-02	4.71361503005027770996e-02	9.06837806105613708496e-02	8.17903205752372741699e-02	6.47199526429176330566e-02	9.59497317671775817871e-02	6.03827908635139465332e-02	1.02753944694995880127e-01	8.99319276213645935059e-02	6.92225620150566101074e-02	1.18088178336620330811e-01	9.19934436678886413574e-02	8.85996147990226745605e-02	6.98352977633476257324e-02	5.22743090987205505371e-02	1.04179389774799346924e-01	6.76715448498725891113e-02	1.06063984334468841553e-01	1.08757860958576202393e-01	1.09320960938930511475e-01	1.14246152341365814209e-01	1.12602733075618743896e-01	1.32707536220550537109e-01	1.53419703245162963867e-01	8.93172696232795715332e-02	1.21671527624130249023e-01	6.69290721416473388672e-02	9.32103022933006286621e-02	1.11893437802791595459e-01	
6.31423443555831909180e-02	5.35872168838977813721e-02	5.38492649793624877930e-02	8.80671069025993347168e-02	1.24646238982677459717e-01	1.78195714950561523438e-01	0.00000000000000000000e+00	1.12466953694820404053e-01	1.83481395244598388672e-01	1.21458999812602996826e-01	1.76148444414138793945e-01	1.34836643934249877930e-01	1.16544194519519805908e-01	7.00910165905952453613e-02	1.24191410839557647705e-01	1.14591024816036224365e-01	1.14754341542720794678e-01	6.93552419543266296387e-02	1.09644345939159393311e-01	3.00935432314872741699e-02	5.94902709126472473145e-02	1.02573014795780181885e-01	1.02882407605648040771e-01	4.01987060904502868652e-02	8.07328745722770690918e-02	1.11549220979213714600e-01	1.10521338880062103271e-01	1.32568240165710449219e-01	1.00959949195384979248e-01	7.84448608756065368652e-02	1.02938048541545867920e-01	3.74491140246391296387e-02	1.32376700639724731445e-01	9.65084359049797058105e-02	1.06175146996974945068e-01	1.42773360013961791992e-01	8.12584385275840759277e-02	9.55231115221977233887e-02	9.39479693770408630371e-02	7.04301521182060241699e-02	7.80497118830680847168e-02	5.21123036742210388184e-02	1.05192638933658599854e-01	5.63262328505516052246e-02	5.36122992634773254395e-02	9.05504897236824035645e-02	1.07511676847934722900e-01	1.06833122670650482178e-01	1.10312260687351226807e-01	1.69169783592224121094e-01	1.16493873298168182373e-01	7.21174404025077819824e-02	8.32332968711853027344e-02	7.45009183883666992188e-02	6.19448274374008178711e-02	3.77622060477733612061e-02	
9.97230112552642822266e-02	9.20880734920501708984e-02	9.32949408888816833496e-02	1.08930386602878570557e-01	9.44705978035926818848e-02	8.25574770569801330566e-02	1.12466819584369659424e-01	0.00000000000000000000e+00	1.15657992660999298096e-01	1.43790036439895629883e-01	1.69785857200622558594e-01	1.81553661823272705078e-01	7.20625445246696472168e-02	6.91158547997474670410e-02	1.24963559210300445557e-01	1.17617927491664886475e-01	8.72723236680030822754e-02	6.80985823273658752441e-02	2.54689529538154602051e-02	4.54326048493385314941e-02	8.33059623837471008301e-02	1.03565551340579986572e-01	5.50723299384117126465e-02	8.34618732333183288574e-02	7.20607712864875793457e-02	1.06839112937450408936e-01	8.12654271721839904785e-02	1.13294236361980438232e-01	7.27283433079719543457e-02	1.10195137560367584229e-01	5.89090660214424133301e-02	7.17913433909416198730e-02	1.02819986641407012939e-01	1.02179951965808868408e-01	6.62583634257316589355e-02	6.79867044091224670410e-02	6.84335902333259582520e-02	1.00568853318691253662e-01	5.36784306168556213379e-02	1.13633759319782257080e-01	1.02995984256267547607e-01	6.87952414155006408691e-02	8.83666500449180603027e-02	8.71864780783653259277e-02	6.04074820876121520996e-02	1.30526006221771240234e-01	1.49960517883300781250e-01	1.30619287490844726562e-01	9.99158546328544616699e-02	9.22113880515098571777e-02	6.56779929995536804199e-02	1.09748907387256622314e-01	1.31849199533462524414e-01	1.29025727510452270508e-01	1.27369284629821777344e-01	7.92370587587356567383e-02	
9.42034348845481872559e-02	8.07110965251922607422e-02	7.91002437472343444824e-02	1.12179316580295562744e-01	1.75368487834930419922e-01	2.03555405139923095703e-01	1.83481425046920776367e-01	1.15658096969127655029e-01	0.00000000000000000000e+00	1.22212432324886322021e-01	1.51661396026611328125e-01	7.61694386601448059082e-02	1.38150721788406372070e-01	1.34541481733322143555e-01	8.08653160929679870605e-02	9.64018329977989196777e-02	1.30685210227966308594e-01	8.53336378931999206543e-02	5.78565374016761779785e-02	7.98222348093986511230e-02	5.86084648966789245605e-02	4.25733551383018493652e-02	4.28320392966270446777e-02	4.38881739974021911621e-02	1.24872975051403045654e-01	7.37984105944633483887e-02	7.19824954867362976074e-02	6.93221464753150939941e-02	9.00181457400321960449e-02	9.21996161341667175293e-02	6.44790455698966979980e-02	8.64290669560432434082e-02	7.44327232241630554199e-02	9.62335094809532165527e-02	1.06706850230693817139e-01	9.90500077605247497559e-02	8.46805796027183532715e-02	7.97313973307609558105e-02	8.66516754031181335449e-02	5.74567541480064392090e-02	3.85367497801780700684e-02	4.98399958014488220215e-02	1.14444039762020111084e-01	8.31715986132621765137e-02	9.20503959059715270996e-02	1.31374418735504150391e-01	1.03368692100048065186e-01	1.17730595171451568604e-01	1.18139244616031646729e-01	1.30302697420120239258e-01	1.47435456514358520508e-01	1.00356258451938629150e-01	1.26532882452011108398e-01	7.70039856433868408203e-02	8.70163813233375549316e-02	7.27998018264770507812e-02	
1.15251995623111724854e-01	1.08503818511962890625e-01	1.07997611165046691895e-01	1.20768480002880096436e-01	1.04615308344364166260e-01	9.89562198519706726074e-02	1.21458940207958221436e-01	1.43790006637573242188e-01	1.22212342917919158936e-01	0.00000000000000000000e+00	9.77250710129737854004e-02	1.01109765470027923584e-01	8.02582874894142150879e-02	1.09070755541324615479e-01	1.02673910558223724365e-01	1.01204670965671539307e-01	1.36656522750854492188e-01	7.26557299494743347168e-02	6.94382712244987487793e-02	1.34732216596603393555e-01	1.09374232590198516846e-01	5.40179535746574401855e-02	9.23740640282630920410e-02	9.70035865902900695801e-02	6.43225237727165222168e-02	7.21072927117347717285e-02	8.75453576445579528809e-02	6.75936266779899597168e-02	1.39051735401153564453e-01	9.00676324963569641113e-02	7.72012844681739807129e-02	1.04699663817882537842e-01	8.88957902789115905762e-02	6.33416250348091125488e-02	7.80341848731040954590e-02	9.78466793894767761230e-02	9.83254536986351013184e-02	3.20099517703056335449e-02	3.35637107491493225098e-02	7.24288895726203918457e-02	8.16600397229194641113e-02	7.00194165110588073730e-02	9.73543748259544372559e-02	6.05222806334495544434e-02	7.42065683007240295410e-02	9.10024866461753845215e-02	1.29940956830978393555e-01	9.70422551035881042480e-02	8.83521214127540588379e-02	1.34726762771606445312e-01	1.07739068567752838135e-01	9.93898287415504455566e-02	1.04813024401664733887e-01	1.06178842484951019287e-01	1.00384071469306945801e-01	9.88747179508209228516e-02	
