0.00000000000000000000e+00	7.62982249259948730469e-01	7.17316627502441406250e-01	6.23665332794189453125e-01	4.75430399179458618164e-01	5.46710133552551269531e-01	6.22061789035797119141e-01	5.22943377494812011719e-01	5.34164190292358398438e-01	5.71286737918853759766e-01	5.28281688690185546875e-01	5.11721193790435791016e-01	4.73650455474853515625e-01	4.82508242130279541016e-01	4.52955305576324462891e-01	5.55364549160003662109e-01	5.21959006786346435547e-01	4.79691028594970703125e-01	4.94979202747344970703e-01	4.48350280523300170898e-01	4.94315087795257568359e-01	3.48233163356781005859e-01	4.43282067775726318359e-01	4.13586318492889404297e-01	4.10183548927307128906e-01	4.10941600799560546875e-01	4.22391295433044433594e-01	5.27337074279785156250e-01	4.20930504798889160156e-01	4.73576545715332031250e-01	5.05976736545562744141e-01	4.84185546636581420898e-01	5.26347875595092773438e-01	5.10768890380859375000e-01	4.72102910280227661133e-01	3.89353811740875244141e-01	4.67011004686355590820e-01	4.76045399904251098633e-01	5.19675672054290771484e-01	4.63509976863861083984e-01	3.29557836055755615234e-01	4.65253531932830810547e-01	4.15332823991775512695e-01	4.11791682243347167969e-01	4.77712422609329223633e-01	4.83793199062347412109e-01	5.50535440444946289062e-01	5.78127861022949218750e-01	5.39398908615112304688e-01	6.41302227973937988281e-01	6.62849545478820800781e-01	6.14679992198944091797e-01	6.36149346828460693359e-01	
7.62982308864593505859e-01	0.00000000000000000000e+00	1.35135054588317871094e+00	9.39216494560241699219e-01	1.24986994266510009766e+00	7.34265804290771484375e-01	8.13002049922943115234e-01	6.22943222522735595703e-01	7.65793919563293457031e-01	5.10172307491302490234e-01	4.09550309181213378906e-01	3.90199899673461914062e-01	1.88033699989318847656e-01	4.09763693809509277344e-01	4.80268239974975585938e-01	3.80667448043823242188e-01	2.78023600578308105469e-01	4.07433807849884033203e-01	4.14107203483581542969e-01	3.35578411817550659180e-01	3.59960734844207763672e-01	1.08070099353790283203e+00	4.33863818645477294922e-01	2.82356262207031250000e-01	4.62721109390258789062e-01	4.27410960197448730469e-01	8.68847846984863281250e-01	4.29572820663452148438e-01	5.01480340957641601562e-01	4.06548440456390380859e-01	4.12531167268753051758e-01	5.97537755966186523438e-01	6.58712267875671386719e-01	3.53371739387512207031e-01	3.78842353820800781250e-01	3.33892405033111572266e-01	5.27239263057708740234e-01	3.29566121101379394531e-01	4.60591077804565429688e-01	3.42096507549285888672e-01	4.86482977867126464844e-01	4.07658398151397705078e-01	4.09218311309814453125e-01	3.43034982681274414062e-01	4.06183838844299316406e-01	4.45249438285827636719e-01	2.62711554765701293945e-01	4.36654001474380493164e-01	4.14898902177810668945e-01	4.88270014524459838867e-01	5.15385270118713378906e-01	4.71943318843841552734e-01	5.08265018463134765625e-01	
7.17316627502441406250e-01	1.35135078430175781250e+00	0.00000000000000000000e+00	9.99403893947601318359e-01	1.44833779335021972656e+00	6.33060216903686523438e-01	8.27755331993103027344e-01	8.01093935966491699219e-01	9.52176809310913085938e-01	6.61032199859619140625e-01	4.70741271972656250000e-01	4.94225740432739257812e-01	3.54558110237121582031e-01	3.98451596498489379883e-01	4.16296362876892089844e-01	3.24128746986389160156e-01	4.90685939788818359375e-01	3.58930110931396484375e-01	3.87345671653747558594e-01	3.04616183042526245117e-01	4.64134931564331054688e-01	5.05014300346374511719e-01	4.23120856285095214844e-01	3.08206081390380859375e-01	2.43850648403167724609e-01	5.63883900642395019531e-01	5.14923810958862304688e-01	4.38317060470581054688e-01	4.41829323768615722656e-01	4.03292417526245117188e-01	4.40991163253784179688e-01	4.70198512077331542969e-01	3.86828452348709106445e-01	4.55572366714477539062e-01	5.38080692291259765625e-01	4.59895014762878417969e-01	3.98094654083251953125e-01	6.19929432868957519531e-01	4.36787962913513183594e-01	3.99080753326416015625e-01	3.03011775016784667969e-01	4.60742652416229248047e-01	3.25263261795043945312e-01	3.71383070945739746094e-01	6.28861069679260253906e-01	4.01098966598510742188e-01	3.46566379070281982422e-01	4.11969542503356933594e-01	4.50574904680252075195e-01	4.45344477891921997070e-01	4.59115505218505859375e-01	4.89283651113510131836e-01	5.62697529792785644531e-01	
6.23665392398834228516e-01	9.39216613769531250000e-01	9.99403893947601318359e-01	0.00000000000000000000e+00	1.66824197769165039062e+00	1.23678231239318847656e+00	1.33655798435211181641e+00	7.32704758644104003906e-01	9.44727420806884765625e-01	7.47792422771453857422e-01	5.29202342033386230469e-01	4.90345954895019531250e-01	4.29171681404113769531e-01	3.38725298643112182617e-01	2.05081701278686523438e-01	2.91608333587646484375e-01	4.90799546241760253906e-01	3.86725187301635742188e-01	3.40830683708190917969e-01	2.90954232215881347656e-01	2.96885013580322265625e-01	1.01431846618652343750e+00	5.05162596702575683594e-01	5.00731110572814941406e-01	5.13820767402648925781e-01	3.89461994171142578125e-01	6.06187462806701660156e-01	3.94981384277343750000e-01	6.51760816574096679688e-01	3.86761069297790527344e-01	3.95015269517898559570e-01	4.22158479690551757812e-01	3.31794500350952148438e-01	3.07880520820617675781e-01	4.68173146247863769531e-01	3.40082585811614990234e-01	3.80695044994354248047e-01	4.33708786964416503906e-01	2.95759022235870361328e-01	3.49689960479736328125e-01	2.80889153480529785156e-01	4.61965322494506835938e-01	2.93359160423278808594e-01	3.44464659690856933594e-01	4.25546169281005859375e-01	3.31015944480895996094e-01	3.99401247501373291016e-01	3.77135396003723144531e-01	3.05567324161529541016e-01	4.13274645805358886719e-01	4.77614223957061767578e-01	4.76820766925811767578e-01	5.63779950141906738281e-01	
4.75430369377136230469e-01	1.24986982345581054688e+00	1.44833743572235107422e+00	1.66824293136596679688e+00	0.00000000000000000000e+00	1.31786036491394042969e+00	1.03726994991302490234e+00	9.50670003890991210938e-01	1.10171818733215332031e+00	7.63046026229858398438e-01	4.61085677146911621094e-01	3.34247946739196777344e-01	3.30205559730529785156e-01	2.32040792703628540039e-01	2.54070878028869628906e-01	1.74489378929138183594e-01	2.85820126533508300781e-01	1.05571866035461425781e-01	3.46682310104370117188e-01	1.87946975231170654297e-01	3.05362582206726074219e-01	1.99466180801391601562e+00	5.61575531959533691406e-01	5.32486796379089355469e-01	5.91727733612060546875e-01	9.28497076034545898438e-01	1.10422909259796142578e+00	4.88788723945617675781e-01	5.07552504539489746094e-01	4.14506077766418457031e-01	2.60551899671554565430e-01	2.65584707260131835938e-01	2.89260178804397583008e-01	3.95555138587951660156e-01	3.38072419166564941406e-01	3.71653437614440917969e-01	5.00605583190917968750e-01	3.54035854339599609375e-01	1.39071285724639892578e-01	6.04962348937988281250e-01	1.77082538604736328125e-01	1.40852183103561401367e-01	2.57408738136291503906e-01	2.02806472778320312500e-01	2.73145079612731933594e-01	3.10556173324584960938e-01	3.03146719932556152344e-01	3.13256978988647460938e-01	3.00776004791259765625e-01	3.10348987579345703125e-01	4.14740115404129028320e-01	4.24994230270385742188e-01	5.10458111763000488281e-01	
5.46710133552551269531e-01	7.34265804290771484375e-01	6.33060276508331298828e-01	1.23678243160247802734e+00	1.31786060333251953125e+00	0.00000000000000000000e+00	9.37454223632812500000e-01	8.98940563201904296875e-01	8.91179800033569335938e-01	4.94939982891082763672e-01	4.25989866256713867188e-01	3.68286252021789550781e-01	3.08474242687225341797e-01	1.20520520210266113281e+00	3.30103754997253417969e-01	4.13782417774200439453e-01	3.94857227802276611328e-01	5.23603677749633789062e-01	3.02261590957641601562e-01	8.10292482376098632812e-01	4.04205501079559326172e-01	4.12930667400360107422e-01	2.75547206401824951172e-01	4.60053861141204833984e-01	3.85004937648773193359e-01	2.86995530128479003906e-01	3.95372748374938964844e-01	4.15100932121276855469e-01	3.49836647510528564453e-01	3.38208258152008056641e-01	8.44404280185699462891e-01	2.40259826183319091797e-01	6.21265411376953125000e-01	3.25367927551269531250e-01	3.72591197490692138672e-01	3.24878126382827758789e-01	4.40669119358062744141e-01	3.19659233093261718750e-01	4.36154633760452270508e-01	3.23170423507690429688e-01	2.93416917324066162109e-01	4.90896314382553100586e-01	4.21240329742431640625e-01	3.33134472370147705078e-01	3.30431282520294189453e-01	3.45906913280487060547e-01	4.11774486303329467773e-01	4.45547997951507568359e-01	5.19908845424652099609e-01	5.73394477367401123047e-01	5.41441679000854492188e-01	5.38731217384338378906e-01	5.42694330215454101562e-01	
6.22061908245086669922e-01	8.13002049922943115234e-01	8.27755093574523925781e-01	1.33655858039855957031e+00	1.03726983070373535156e+00	9.37454342842102050781e-01	0.00000000000000000000e+00	1.35065138339996337891e+00	1.21943926811218261719e+00	8.90087604522705078125e-01	7.61227250099182128906e-01	5.25777578353881835938e-01	5.79586982727050781250e-01	4.24213707447052001953e-01	4.98257637023925781250e-01	4.74038243293762207031e-01	5.30922651290893554688e-01	2.81632781028747558594e-01	4.31670427322387695312e-01	2.01014697551727294922e-01	4.70077753067016601562e-01	4.02979969978332519531e-01	6.41167521476745605469e-01	4.76194143295288085938e-01	3.97139430046081542969e-01	4.63036417961120605469e-01	4.93447065353393554688e-01	2.79235482215881347656e-01	3.15100550651550292969e-01	5.22228837013244628906e-01	2.91549623012542724609e-01	4.33954834938049316406e-01	3.60982835292816162109e-01	5.10636687278747558594e-01	4.39305901527404785156e-01	3.45188856124877929688e-01	3.67598533630371093750e-01	4.73045110702514648438e-01	2.56675481796264648438e-01	4.63533997535705566406e-01	3.88791203498840332031e-01	3.02164733409881591797e-01	3.32539796829223632812e-01	4.63502526283264160156e-01	5.50110340118408203125e-01	5.06819367408752441406e-01	3.56469333171844482422e-01	3.30749332904815673828e-01	3.67254078388214111328e-01	3.91683429479598999023e-01	4.17751133441925048828e-01	4.74886655807495117188e-01	5.18808007240295410156e-01	
5.22943496704101562500e-01	6.22942924499511718750e-01	8.01093578338623046875e-01	7.32704758644104003906e-01	9.50669765472412109375e-01	8.98940563201904296875e-01	1.35065186023712158203e+00	0.00000000000000000000e+00	1.56357407569885253906e+00	1.02590656280517578125e+00	8.22074890136718750000e-01	7.04014062881469726562e-01	1.01933956146240234375e+00	4.01612460613250732422e-01	4.42551851272583007812e-01	5.13095855712890625000e-01	3.66550564765930175781e-01	3.76422047615051269531e-01	5.66552400588989257812e-01	3.25723826885223388672e-01	3.36776733398437500000e-01	5.16126632690429687500e-01	5.56104063987731933594e-01	5.35051584243774414062e-01	3.11633944511413574219e-01	4.69198226928710937500e-01	7.30345368385314941406e-01	4.31493520736694335938e-01	5.16470074653625488281e-01	4.22973632812500000000e-01	3.27599108219146728516e-01	5.45605421066284179688e-01	2.43934869766235351562e-01	5.31346082687377929688e-01	3.53256702423095703125e-01	2.59275555610656738281e-01	3.36831688880920410156e-01	3.67678284645080566406e-01	4.81558740139007568359e-01	4.24057006835937500000e-01	4.75097537040710449219e-01	2.96224176883697509766e-01	3.45833420753479003906e-01	1.72182559967041015625e-01	3.68737101554870605469e-01	3.75159859657287597656e-01	3.73060584068298339844e-01	3.50622415542602539062e-01	3.55855107307434082031e-01	4.26876306533813476562e-01	3.76572251319885253906e-01	4.63448762893676757812e-01	4.75764095783233642578e-01	
5.34164190292358398438e-01	7.65794038772583007812e-01	9.52176570892333984375e-01	9.44727540016174316406e-01	1.10171842575073242188e+00	8.91179800033569335938e-01	1.21943974494934082031e+00	1.56357455253601074219e+00	0.00000000000000000000e+00	1.16955864429473876953e+00	1.02982175350189208984e+00	8.53316426277160644531e-01	7.98158288002014160156e-01	5.56163609027862548828e-01	6.60880565643310546875e-01	4.16568756103515625000e-01	4.30288910865783691406e-01	4.09168004989624023438e-01	5.57969808578491210938e-01	1.81137681007385253906e-01	3.97479653358459472656e-01	3.00973415374755859375e-01	5.01479625701904296875e-01	3.46794128417968750000e-01	3.44894647598266601562e-01	4.32973504066467285156e-01	4.13874745368957519531e-01	3.66021871566772460938e-01	3.24147939682006835938e-01	4.25608038902282714844e-01	1.86544001102447509766e-01	3.58212828636169433594e-01	3.03895235061645507812e-01	4.81080412864685058594e-01	4.15533423423767089844e-01	2.64496326446533203125e-01	4.68418717384338378906e-01	4.18089032173156738281e-01	5.18614530563354492188e-01	3.30030918121337890625e-01	2.93702602386474609375e-01	3.97623717784881591797e-01	2.93304800987243652344e-01	3.11183333396911621094e-01	6.22038960456848144531e-01	4.31866168975830078125e-01	3.60402822494506835938e-01	2.79315590858459472656e-01	3.71309995651245117188e-01	3.55633378028869628906e-01	3.87208968400955200195e-01	4.47257220745086669922e-01	5.05176782608032226562e-01	
5.71286797523498535156e-01	5.10172486305236816406e-01	6.61032080650329589844e-01	7.47792422771453857422e-01	7.63045668601989746094e-01	4.94939982891082763672e-01	8.90087127685546875000e-01	1.02590656280517578125e+00	1.16955876350402832031e+00	0.00000000000000000000e+00	1.17132067680358886719e+00	1.17536771297454833984e+00	8.88478398323059082031e-01	4.04408574104309082031e-01	5.30062317848205566406e-01	4.02117729187011718750e-01	5.56620121002197265625e-01	5.45695185661315917969e-01	5.92872619628906250000e-01	2.11759626865386962891e-01	4.97648239135742187500e-01	4.52360630035400390625e-01	5.13430118560791015625e-01	5.21012902259826660156e-01	5.25771856307983398438e-01	5.17803072929382324219e-01	4.77332353591918945312e-01	4.47214841842651367188e-01	4.79587912559509277344e-01	5.15225052833557128906e-01	3.23041111230850219727e-01	5.82321763038635253906e-01	3.33924233913421630859e-01	4.31442618370056152344e-01	5.02595663070678710938e-01	3.72080266475677490234e-01	4.16282236576080322266e-01	4.61465120315551757812e-01	4.92351353168487548828e-01	4.32248115539550781250e-01	4.56036448478698730469e-01	2.40595996379852294922e-01	3.13166737556457519531e-01	3.70733022689819335938e-01	2.03509092330932617188e-01	2.40767836570739746094e-01	2.45144844055175781250e-01	3.50963592529296875000e-01	3.15947860479354858398e-01	3.70526403188705444336e-01	4.45881783962249755859e-01	4.68186974525451660156e-01	5.11239051818847656250e-01	
